tax	hdz-002-s93	hdz-036-s94	hdz-096-s95	hdz-102-s96	hdz-105-s97	hdz-179-s98	hdz-180-s99	hdz-200-s100	hdz-205-s101	hdz-207-s102	hdz-208-s103	hdz-209-s104	hdz-210-s105	hdz-211-s106	hdz-213-s107	hdz-215-s108	hdz-222-s109	hdz-301-s110	hdz-302-s111	hdz-303-s112	hdz-304-s113	hdz-305-s114	hdz-306-s115	pl-ntc-005-ctrl	total
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus	2	0	0	0	0	0	0	0	0	0	9	43	28	0	0	0	0	0	1	0	0	0	1	0	84
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas vaginalis	2	0	0	1	1	0	3	0	1	4	0	6	50	2	1	2	4	4	1	0	0	0	2	0	84
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	4	0	0	0	0	0	0	2	5	3	0	16	47	0	0	0	0	0	0	0	0	0	6	0	83
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis	23	1	1	1	1	0	1	2	7	4	1	2	6	1	3	0	9	9	1	3	0	2	1	0	79
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lascolaii	1	2	1	1	3	2	5	4	7	13	6	8	2	0	3	1	4	1	3	4	0	4	4	0	79
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus pittmaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	1	0	0	0	0	0	0	0	75
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	7	0	28	3	0	0	0	1	5	3	1	7	0	0	0	0	0	0	15	0	0	0	2	0	72
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	4	4	3	3	2	1	1	4	11	3	7	1	0	0	1	2	2	1	3	7	0	3	9	0	72
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	0	1	0	2	0	1	4	1	1	0	0	0	0	0	2	5	13	15	1	7	0	16	0	0	69
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus pleomorphus	2	1	2	0	1	4	6	2	3	2	1	5	4	2	2	3	1	19	0	2	0	5	1	0	68
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	1	5	5	2	0	0	1	3	3	4	1	2	2	0	0	0	2	7	13	3	0	8	5	0	67
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis	0	1	3	0	1	0	2	5	5	18	3	3	1	7	0	0	3	4	0	9	0	1	0	0	66
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus malodoratus	0	0	4	0	4	1	0	11	2	8	3	13	8	1	1	0	1	2	0	6	0	0	1	0	66
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	0	2	2	1	2	4	11	0	0	0	0	2	5	16	0	2	5	5	4	1	0	3	0	0	65
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae	0	0	0	0	0	3	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	0	1	0	0	0	0	1	2	4	9	14	17	0	5	0	0	3	1	1	1	0	1	0	0	60
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	0	0	7	5	1	1	1	0	0	0	0	0	9	0	0	0	8	17	2	5	0	4	0	0	60
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii	0	0	1	4	1	0	2	5	4	8	8	4	3	2	1	2	2	1	4	2	0	0	5	0	59
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter quasiroggenkampii	0	0	0	0	0	0	7	0	0	25	4	9	2	6	0	0	0	1	0	1	0	0	0	0	55
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella effluvii	15	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	0	0	1	1	52
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogeniiclostridium;Hydrogeniiclostridium mannosilyticum	0	0	3	0	1	0	0	1	1	2	0	43	0	1	0	0	0	0	0	0	0	0	0	0	52
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei	1	4	1	1	1	3	3	1	0	0	1	0	1	18	1	0	2	5	0	3	0	5	0	0	51
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	2	0	2	3	0	0	7	6	2	5	4	2	7	0	0	0	1	0	5	0	0	0	4	0	50
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	2	0	3	0	1	2	0	0	0	0	0	7	5	0	0	0	10	17	0	0	0	1	0	0	48
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	0	3	0	0	0	0	0	0	0	0	4	18	15	2	3	0	1	0	0	1	0	0	0	0	47
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tarantellae	7	0	0	0	8	1	0	4	13	4	0	4	0	0	0	0	0	2	0	0	0	0	2	0	45
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	2	0	1	0	1	1	1	0	2	4	0	0	3	4	6	3	1	4	0	7	0	4	1	0	45
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter catenae	3	0	19	4	1	0	0	1	1	1	0	4	0	0	0	0	0	0	9	0	0	0	1	0	44
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	13	0	2	1	0	3	1	2	1	0	2	0	3	1	0	1	2	4	0	2	0	3	1	0	42
