plate,genus,receptor,treat_type,treat_subtype,treat,treat_name,dose_type,dose_rank,log10_dose,dose,replicate,fold_act,max_e2,adj_max_e2
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,3,1.7329179245983917,2.6466280765279517,1.1193612400784902
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,1,14.570714507130655,22.253369050113704,20.726102213664245
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,2,16.76191155091741,25.599911627215317,24.072644790765857
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,3,13.452525558719206,20.545596152320602,19.018329315871142
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,1,68.74875990323663,104.99770104723977,103.47043421079032
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,2,66.08482735381769,100.92916520997397,99.40189837352452
22,Gorilla,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,3,64.0267036666198,97.78586115720555,96.25859432075609
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,1,1.0831491018204986,11.488944463048245,0.8819611366177043
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,2,0.9777903108268624,10.371405523685866,-0.23557780274467532
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-13,1e-13,3,1.2056041796644927,12.787823431976244,2.1808401055457036
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,1,1.7682396259817854,18.755688229922573,8.148704903492032
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,2,1.6998735441362363,18.03053033969345,7.423547013262908
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-12,1e-12,3,1.514299692401934,16.062151588526213,5.455168262095672
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,1,4.9270051553163645,52.260661531678,41.65367820524746
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,2,5.055736396276894,53.626111658137056,43.01912833170651
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-11,1e-11,3,4.887619423219917,51.84289772803171,41.235914401601164
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,1,8.731809556309306,92.61815837333968,82.01117504690914
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,2,8.443188444342901,89.55675905105618,78.94977572462564
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-10,1e-10,3,8.669692349677078,91.95928219830719,81.35229887187666
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,1,9.38577970674337,99.55480885497707,88.94782552854653
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,2,9.313413463611232,98.78722132067806,88.18023799424752
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-9,1e-9,3,9.584060490698894,101.65796982434487,91.05098649791434
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,1,8.87206825023505,94.10588000119695,83.49889667476641
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,2,9.115445349103897,96.68737683093386,86.08039350450332
23,Xanthonycticebus,alpha,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-8,1e-8,3,9.550435805190487,101.30131334580072,90.69433001937018
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,1,-10,1e-10,1,0.952018702838982,10.098046507463115,-0.5089368189674257
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,1,-10,1e-10,2,0.9493089865305873,10.069304591760615,-0.5376787346699263
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,1,-10,1e-10,3,0.9079413881542486,9.630519165528316,-0.9764641609022249
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,2,-9,1e-9,1,1.1014926383591228,11.683514049261202,1.076530722830661
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,2,-9,1e-9,2,0.9859770295509949,10.458241912690916,-0.14874141373962502
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,2,-9,1e-9,3,0.9382712688694368,9.952227704566944,-0.6547556218635968
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,3,-8,1e-8,1,1.0451906727770965,11.086320039087383,0.47933671265684197
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,3,-8,1e-8,2,0.9088702322836217,9.64037139972143,-0.9666119267091116
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,3,-8,1e-8,3,1.010727886455846,10.72077383919554,0.1137905127649983
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,4,-7,1e-7,1,1.109607926867493,11.769592779158659,1.1626094527281179
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,4,-7,1e-7,2,1.1088688460305838,11.761753361044677,1.1547700346141365
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,4,-7,1e-7,3,0.9071086334410042,9.621686150169925,-0.985297176260616
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,5,-6,1e-6,1,1.145103944164305,12.146098442780632,1.5391151163500911
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,5,-6,1e-6,2,1.228757041490661,13.03340545132556,2.4264221248950193
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,5,-6,1e-6,3,1.0865902642921863,11.525444816008976,0.9184614895784353
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,6,-5,1e-5,1,1.1139442771524124,11.81558837432836,1.2086050478978194
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,6,-5,1e-5,2,1.199988209562322,12.728254930740787,2.1212716043102464
23,Xanthonycticebus,alpha,standard,metabolite,enterodiol,Enterodiol (Microbial metabolite),molar_M,6,-5,1e-5,3,1.0449927553306053,11.08422073203244,0.4772374056018993
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,1,2.3067489941482777,24.467648119191203,13.860664792760662
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,2,2.3919183550612644,25.371038110318,14.76405478388746
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,3,2.4436822625288377,25.920097013737443,15.313113687306902
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,1,2.3294550902954687,24.708491302432787,14.101507976002246
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,2,2.3385748575606944,24.805224521755964,14.198241195325423
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,3,2.417070866410602,25.637830378818276,15.030847052387735
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,1,5.574569285791883,59.12936346642631,48.522380139995775
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,2,5.794527863543447,61.46246043314253,50.85547710671199
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,3,5.474525478727114,58.06820047297767,47.46121714654713
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,1,1.0754834247847878,11.407634754544658,0.8006514281141168
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,2,1.0266660756963724,10.889829946723298,0.28284662029275687
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,3,1.0959251677559951,11.624459981403435,1.017476654972894
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,1,2.287790596880559,24.266556715476664,13.659573389046123
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,2,1.9700892096304232,20.896703398130622,10.289720071700081
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,3,2.0806559419917536,22.069482884745163,11.462499558314622
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,1,11.360162562049304,120.49705488119741,109.89007155476688
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,2,11.240809499214599,119.23107893375129,108.62409560732075
23,Xanthonycticebus,alpha,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,3,11.269316000904007,119.53344692186572,108.92646359543518
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,1,1.174813523411961,12.461227454495786,1.854244128065245
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,2,1.1055099940815738,11.72612607442558,1.1191427479950384
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,3,1.1291351487681225,11.976717696270143,1.3697343698396018
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,1,0.9598685579873577,10.181309790136831,-0.42567353629370963
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,2,1.0413666580670977,11.0457587788184,0.4387754523878584
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,3,0.9534386201867373,10.113107547095664,-0.4938757793348767
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,1,1.1377788502309687,12.068401293565197,1.4614179671346559
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,2,1.0951788691604833,11.616544004644302,1.0095606782137612
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,3,1.0907233232207811,11.569284103151736,0.9623007767211949
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,1,1.4673842077954518,15.564519825553846,4.9575364991233055
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,2,1.3584452908061764,14.409006549449199,3.802023223018658
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,3,1.4216033710376093,15.078923253393373,4.471939926962833
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,1,2.943440274406132,31.221021912969977,20.614038586539436
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,2,2.753706631565501,29.20852032689648,18.60153700046594
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,3,2.5994320285241095,27.572132184744746,16.965148858314205
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,1,8.882698913310259,94.2186392671846,83.61165594075406
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,2,8.717389580850307,92.46520593407853,81.85822260764799
23,Xanthonycticebus,alpha,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,3,7.901476088563948,83.81082512558741,73.20384179915688
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,1,1.4385842445368953,57.228419361650076,17.44735017576248
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,2,1.1180290075936303,44.476389302911464,4.6953201170238685
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-11,1e-11,3,1.2613255740843197,50.17687992857772,10.395810742690124
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,1,1.149401680557659,45.724427776639715,5.943358590752119
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,2,1.15997397404578,46.14500491534416,6.363935729456564
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-10,1e-10,3,1.022148719163469,40.66216891530836,0.881099729420761
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,1,2.6562988493540813,105.67040830454832,65.88933911866073
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,2,2.7861902407899026,110.83762673390795,71.05655754802035
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-9,1e-9,3,2.0987863491402248,83.49196496154373,43.710895775656134
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,1,77.53729260985565,3084.516401799079,3044.7353326131915
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,2,73.16963759468362,2910.7664154604313,2870.9853462745436
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,5,-8,1e-8,3,67.03316535960703,2666.6509889195713,2626.8699197336837
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,1,309.3682741265443,12307.000716946699,12267.219647760812
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,2,289.8285727381837,11529.690504144743,11489.909434958856
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,6,-7,1e-7,3,269.29012720416387,10712.649181385315,10672.868112199429
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,1,332.45622608929887,13225.464131337489,13185.683062151602
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,2,313.9026261772266,12487.382089588064,12447.601020402177
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,7,-6,1e-6,3,326.6072672410578,12992.7862947302,12953.005225544313
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,1,303.00164575477316,12053.729433208437,12013.94836402255
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,2,262.96121465592546,10460.87827343241,10421.097204246524
24,Xanthonycticebus,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,8,-5,1e-5,3,299.0838222873433,11897.874226792515,11858.093157606629
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,1,0.9165854889446408,36.462750750487366,-3.3183184354002293
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,2,0.7946943330203396,31.613790243514934,-8.167278942372661
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,3,0.9733174292315288,38.719607992089706,-1.0614611937978893
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,1,1.024393592389572,40.751472372429504,0.9704031865419083
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,2,0.8274785870043613,32.91798291946101,-6.863086266426585
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,3,0.8260606609355742,32.861576304418115,-6.9194928814694805
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,1,1.0239263018649358,40.732883055739045,0.9518138698514491
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,2,0.7801602288408458,31.03560803959559,-8.745461146292005
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,3,0.9401581369447342,37.40049589147366,-2.380573294413935
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,1,2.4850549741236776,98.85814385634814,59.07707467046054
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,2,0.7957010810622457,31.653839757022755,-8.12722942886484
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,3,1.1243839027056852,44.72919382503318,4.948124639145583
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,1,3.1085041432444074,123.65961838702404,83.87854920113645
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,2,2.547462756382467,101.34079216012286,61.559722974235264
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,3,2.3670854577538822,94.16519036381561,54.384121177928016
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,1,266.169804384742,10588.51940342359,10548.738334237703
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,2,264.50381041365966,10522.244381996692,10482.463312810805
24,Xanthonycticebus,beta,standard,isoflavone,genistein,Genistein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,3,263.6725223041754,10489.174852199894,10449.393783014008
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,1,0.840661891586543,33.442428871143406,-6.33864031474419
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,2,1.2758688836607026,50.75542833302759,10.974359147139992
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,1,-10,1e-10,3,1.0724147289809414,42.66180452955573,2.8807353436681353
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,1,0.8650764083707707,34.41366445247678,-5.367404733410815
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,2,0.8713565213382872,34.66349406093275,-5.117575124954847
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,2,-9,1e-9,3,0.797571065731698,31.728229746534787,-8.052839439352809
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,1,0.8695913129769965,34.593272184984734,-5.1877970009028616
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,2,0.8394006245606794,33.392254320325655,-6.38881486556194
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,3,-8,1e-8,3,0.90496291501564885,36.00039233290005,-3.780676852987547
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,1,1.1574155214624169,46.04322693611658,6.262157750228987
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,2,0.7950899049372714,31.629526517310392,-8.151542668577203
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,4,-7,1e-7,3,1.0579795722631584,42.087558561456476,2.30648937556888
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,1,1.2247115069730083,48.720333191645906,8.93926400575831
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,2,1.2328326743013074,49.043401911003144,9.262332725115549
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,5,-6,1e-6,3,1.4927153729163352,59.38181352482273,19.600744338935137
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,1,95.51130110923741,3799.5416774607165,3759.760608274829
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,2,94.72500106954101,3768.2618211806875,3728.4807519948
24,Xanthonycticebus,beta,standard,isoflavone,daidzein,Daidzein (Isoflavone plant metabolite),molar_M,6,-5,1e-5,3,97.76749405003694,3889.295444935374,3849.514375749486
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,1,0.8843264867856405,35.17945315373248,-4.601616032155114
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,2,0.9420065677866013,37.474028446679306,-2.30704073920829
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,1,-10,1e-10,3,0.7109398659953157,28.281947996165314,-11.499121189722281
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,1,0.8948990493468719,35.600040996452954,-4.181028189434642
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,2,1.1693077581895006,46.51631282813165,6.735243642244058
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,2,-9,1e-9,3,0.7560342119736859,30.07584929342321,-9.705219892464385
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,1,0.9802076739905506,38.99370929555606,-0.7873598903315369
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,2,0.8243911824446147,32.79516266506491,-6.985906520822688
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,3,-8,1e-8,3,0.7509911560120137,29.875231135303626,-9.90583805058397
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,1,0.8002556969202319,31.835027245584445,-7.94604194030315
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,2,0.9164150459726681,36.45597034682708,-3.325098839060516
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,4,-7,1e-7,3,0.6976924056702546,27.754949860436756,-12.02611932545084
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,1,1.494951218938536,59.470757870120906,19.68968868423331
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,2,1.8785012967911194,74.72879005342709,34.947720867539495
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,5,-6,1e-6,3,1.8573360214438384,73.88681277049855,34.105743584610956
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,1,92.39762406459947,3675.676275525465,3635.8952063395773
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,2,108.14962778012655,4302.307825149206,4262.5267559633185
24,Xanthonycticebus,beta,standard,metabolite,equol,Equol (Microbial metabolite),molar_M,6,-5,1e-5,3,113.05231368189028,4497.341912203945,4457.560843018057
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-12,1e-12,1,0.8642003148469932,1.3887314158894026,-0.2182240457448339
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-12,1e-12,2,0.7460991339490357,1.1989480782199766,-0.4080073834142599
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,2,-12,1e-12,3,0.7879862848646387,1.2662588641561026,-0.34069659747813397
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-11,1e-11,1,3.000109595356469,4.821042499759357,3.21408703812512
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-11,1e-11,2,2.1986134260440355,3.5330738530038235,1.926118391369587
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,3,-11,1e-11,3,1.4874524345074456,2.390269813552881,0.7833143519186445
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-10,1e-10,1,21.346508883356414,34.30288903693334,32.6959335752991
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-10,1e-10,2,27.0977490571455,43.544875845373944,41.93792038373971
25,Homo,beta,standard,estrogen,e2,Estradiol (Endogenous estrogen),molar_M,4,-10,1e-10,3,22.342390219687754,35.903225989490586,34.29627052785635
