Date,Species,ER,Dose,Treatment,luciferase_1,luciferase_2,luciferase_3,bgal_1,bgal_2,bgal_3
7/1/22,loris,alpha,Veh DMSO,DAID,707,785,813,1.362,1.4032,1.4052
7/1/22,loris,alpha,-10,DAID,1397,1214,1601,1.2066,1.1519,1.344
7/1/22,loris,alpha,-9,DAID,615,719,694,1.1184,1.2448,1.1654
7/1/22,loris,alpha,-8,DAID,1018,1093,1085,1.2713,1.2328,1.3163
7/1/22,loris,alpha,-7,DAID,793,752,862,1.294,1.2084,1.4081
7/1/22,loris,alpha,-6,DAID,1996,1789,1965,1.3362,1.2858,1.2936
7/1/22,loris,alpha,-5,DAID,7876,8369,8047,1.3391,1.3534,1.3694
7/1/22,loris,alpha,Control,EQUOL,512,475,536,1.3961,1.2454,1.2244
7/1/22,loris,alpha,Veh DMSO,EQUOL,824,836,734,1.4426,1.4572,1.3098
7/1/22,loris,alpha,-10,EQUOL,667,762,696,1.2697,1.3639,1.3346
7/1/22,loris,alpha,-9,EQUOL,2331,2436,2278,1.2018,1.2487,1.2583
7/1/22,loris,alpha,-8,EQUOL,615,589,549,1.3008,1.3386,1.3024
7/1/22,loris,alpha,-7,EQUOL,644,720,618,1.2972,1.3864,1.392
7/1/22,loris,alpha,-6,EQUOL,1745,1747,1739,1.2851,1.2713,1.3327
7/1/22,loris,alpha,-5,EQUOL,6069,5399,5843,1.394,1.2492,1.2943
6/24/22,gorilla,beta,Veh DMSO,E2,33,30,47,1.631,1.4498,1.4452
6/24/22,gorilla,beta,-12,E2,34,30,26,1.6678,1.3571,1.3681
6/24/22,gorilla,beta,-11,E2,96,47,61,1.6425,1.2543,1.3115
6/24/22,gorilla,beta,-10,E2,779,631,459,1.6178,1.43,1.3002
6/24/22,gorilla,beta,-9,E2,2195,2281,2005,1.6186,1.5028,1.3616
6/24/22,gorilla,beta,-8,E2,2889,2827,2365,1.5163,1.4507,1.4052
6/24/22,gorilla,beta,-7,E2,3126,3270,2880,1.5601,1.504,1.4
6/24/22,gorilla,beta,-6,E2,3508,3654,3131,1.6814,1.6538,1.524
6/24/22,gorilla,beta,Veh DMSO,E1,34,37,38,1.4953,1.549,1.4568
6/24/22,gorilla,beta,-12,E1,33,33,26,1.3607,1.4771,1.4383
6/24/22,gorilla,beta,-11,E1,34,25,29,1.212,1.4488,1.2963
6/24/22,gorilla,beta,-10,E1,31,30,27,1.3621,1.3129,1.2622
6/24/22,gorilla,beta,-9,E1,125,140,174,1.3469,1.2736,1.2799
6/24/22,gorilla,beta,-8,E1,1251,1150,962,1.2839,1.3358,1.1794
6/24/22,gorilla,beta,-7,E1,2627,2451,2197,1.5137,1.4161,1.3311
6/24/22,gorilla,beta,-6,E1,2767,2912,2701,1.5163,1.4839,1.4824
6/24/22,gorilla,beta,Veh DMSO,E3,24,37,36,1.2771,1.3592,1.3616
6/24/22,gorilla,beta,-12,E3,30,20,33,1.3076,1.3724,1.3521
6/24/22,gorilla,beta,-11,E3,20,25,20,1.2448,1.2399,1.1903
6/24/22,gorilla,beta,-10,E3,115,115,112,1.2445,1.2262,1.2166
6/24/22,gorilla,beta,-9,E3,1011,966,972,1.217,1.2353,1.2307
6/24/22,gorilla,beta,-8,E3,1721,1446,1717,1.357,1.1508,1.2854
6/24/22,gorilla,beta,-7,E3,2193,2230,2179,1.4164,1.4154,1.3503
6/24/22,gorilla,beta,-6,E3,2486,2305,2276,1.4572,1.3967,1.4526
6/24/22,gorilla,beta,Control,COU,28,27,22,1.3588,1.4055,1.3006
6/24/22,gorilla,beta,Veh DMSO,COU,33,27,1,1.4022,1.4425,1.4949
6/24/22,gorilla,beta,-10,COU,24,33,25,1.2615,1.3468,1.4267
6/24/22,gorilla,beta,-9,COU,34,26,40,1.1788,1.249,1.4365
6/24/22,gorilla,beta,-8,COU,107,67,79,1.2491,1.2093,1.4383
6/24/22,gorilla,beta,-7,COU,753,706,676,1.2851,1.2744,1.3243
6/24/22,gorilla,beta,-6,COU,1972,1930,1603,1.2524,1.3728,1.4774
6/24/22,gorilla,beta,-5,COU,2190,2229,2422,1.3966,1.3533,1.4309
6/24/22,loris,beta,Veh DMSO,E2,74,63,54,1.8266,1.6126,1.6329
6/24/22,loris,beta,-11,E2,69,53,53,1.7866,1.5243,1.5428
6/24/22,loris,beta,-10,E2,61,63,54,1.6025,1.5085,1.5936
6/24/22,loris,beta,-9,E2,184,160,129,1.841,1.4992,1.6029
6/24/22,loris,beta,-8,E2,5706,4483,4478,1.7739,1.577,1.5524
6/24/22,loris,beta,-7,E2,15641,15113,13866,1.6514,1.4937,1.4255
6/24/22,loris,beta,-6,E2,17582,14168,14502,1.6959,1.3841,1.4404
6/24/22,loris,beta,-5,E2,18947,17778,16424,1.9398,1.8619,1.8052
6/24/22,loris,beta,Veh DMSO,E1,50,58,71,1.6018,1.5536,1.5283
6/24/22,loris,beta,-11,E1,50,66,60,1.485,1.434,1.4473
6/24/22,loris,beta,-10,E1,40,56,45,1.4478,1.6394,1.3591
6/24/22,loris,beta,-9,E1,68,50,48,1.5928,1.5365,1.4131
6/24/22,loris,beta,-8,E1,347,414,417,1.485,1.6362,1.4746
6/24/22,loris,beta,-7,E1,6629,7238,6750,1.5371,1.5723,1.4578
6/24/22,loris,beta,-6,E1,12506,11864,12185,1.664,1.6586,1.6279
6/24/22,loris,beta,-5,E1,12592,12473,12502,1.8844,1.8104,1.8458
6/24/22,loris,beta,Veh DMSO,E3,51,54,53,1.5206,1.6699,1.6337
6/24/22,loris,beta,-11,E3,51,45,73,1.4548,1.4514,1.5813
6/24/22,loris,beta,-10,E3,47,56,54,1.6101,1.4866,1.5536
6/24/22,loris,beta,-9,E3,61,59,70,1.5058,1.4676,1.6414
6/24/22,loris,beta,-8,E3,93,94,125,1.4123,1.5566,1.5929
6/24/22,loris,beta,-7,E3,2549,2701,2414,1.4192,1.5648,1.4942
6/24/22,loris,beta,-6,E3,13938,12626,12826,1.4858,1.4672,1.5037
6/24/22,loris,beta,-5,E3,17080,13117,15035,1.6846,1.4718,1.5736
6/24/22,loris,beta,Control,COU,60,63,44,1.6753,1.5421,1.8831
6/24/22,loris,beta,Veh DMSO,COU,51,50,57,1.648,1.7362,1.8264
6/24/22,loris,beta,-10,COU,45,45,54,1.4836,1.5785,1.6084
6/24/22,loris,beta,-9,COU,48,49,63,1.5578,1.6223,1.5976
6/24/22,loris,beta,-8,COU,80,48,63,1.5797,1.6911,1.8451
6/24/22,loris,beta,-7,COU,82,60,73,1.5704,1.5502,1.7194
6/24/22,loris,beta,-6,COU,178,126,140,1.7878,1.6686,1.7309
6/24/22,loris,beta,-5,COU,6825,7578,7885,1.5938,1.644,1.8236
6/24/22,gorilla,alpha,Control,E2,4051,4440,4197,1.3722,1.3593,1.3478
6/24/22,gorilla,alpha,Veh DMSO,E2,4682,4544,5032,1.6119,1.4395,1.5372
6/24/22,gorilla,alpha,-13,E2,4390,4579,5198,1.4978,1.3605,1.4163
6/24/22,gorilla,alpha,-12,E2,7158,7123,6859,1.4033,1.4419,1.3263
6/24/22,gorilla,alpha,-11,E2,16795,17921,17943,1.3629,1.3038,1.2689
6/24/22,gorilla,alpha,-10,E2,23069,22411,19230,1.2875,1.2103,1.2071
6/24/22,gorilla,alpha,-9,E2,23878,23145,23551,1.2962,1.2023,1.2927
6/24/22,gorilla,alpha,-8,E2,20017,22842,21964,1.1845,1.2626,1.2696
6/24/22,gorilla,alpha,Control,GEN,4305,3828,3980,1.3459,1.4055,1.3702
6/24/22,gorilla,alpha,Veh DMSO,GEN,4653,4133,4499,1.5125,1.5062,1.5001
6/24/22,gorilla,alpha,-10,GEN,4676,3643,3723,1.3525,1.2047,1.1828
6/24/22,gorilla,alpha,-9,GEN,4094,3613,3825,1.2767,1.3292,1.228
6/24/22,gorilla,alpha,-8,GEN,4113,3902,4141,1.2667,1.3636,1.3836
6/24/22,gorilla,alpha,-7,GEN,5305,5091,5250,1.301,1.2691,1.337
6/24/22,gorilla,alpha,-6,GEN,11548,12227,12620,1.3795,1.3856,1.4309
6/24/22,gorilla,alpha,-5,GEN,33105,35904,34547,1.829,1.8503,1.7843
6/24/22,gorilla,alpha,Control,DAID,3286,3681,3324,1.1134,1.2257,1.1839
6/24/22,gorilla,alpha,Veh DMSO,DAID,3573,3520,4249,1.1849,1.2603,1.3249
6/24/22,gorilla,alpha,-10,DAID,3285,3645,3465,1.1673,1.1757,1.1446
6/24/22,gorilla,alpha,-9,DAID,3245,3523,3753,1.2484,1.177,1.2339
6/24/22,gorilla,alpha,-8,DAID,3475,3921,3898,1.3162,1.3132,1.2096
6/24/22,gorilla,alpha,-7,DAID,3967,4053,3914,1.2695,1.2642,1.2842
6/24/22,gorilla,alpha,-6,DAID,7384,7591,6876,1.196,1.2756,1.4345
6/24/22,gorilla,alpha,-5,DAID,28768,26257,27285,1.2737,1.2872,1.3206
6/24/22,gorilla,alpha,Control,EQUOL,3973,3578,3668,1.2554,1.303,1.2555
6/24/22,gorilla,alpha,Veh DMSO,EQUOL,4119,4239,3883,1.4077,1.4591,1.3477
6/24/22,gorilla,alpha,-10,EQUOL,4093,4174,3333,1.2674,1.2894,1.2378
6/24/22,gorilla,alpha,-9,EQUOL,3329,3708,3721,1.1106,1.2904,1.2842
6/24/22,gorilla,alpha,-8,EQUOL,4404,3930,3699,1.2243,1.33,1.3348
6/24/22,gorilla,alpha,-7,EQUOL,4418,4235,3805,1.2285,1.3977,1.2964
6/24/22,gorilla,alpha,-6,EQUOL,10844,9423,8439,1.2653,1.3891,1.2834
6/24/22,gorilla,alpha,-5,EQUOL,22644,21994,19757,1.2706,1.3639,1.3212
6/24/22,loris,alpha,Control,E2,3351,3029,2637,1.7285,1.7027,1.6009
6/24/22,loris,alpha,Veh DMSO,E2,3166,2798,2980,1.7912,1.7111,1.7464
6/24/22,loris,alpha,-13,E2,3032,2903,2389,1.6595,1.5101,1.5177
6/24/22,loris,alpha,-12,E2,5410,4422,3801,1.7872,1.4114,1.495
6/24/22,loris,alpha,-11,E2,15492,13732,14374,1.4751,1.4254,1.4717
6/24/22,loris,alpha,-10,E2,25310,24571,18955,1.469,1.4627,1.3068
6/24/22,loris,alpha,-9,E2,28044,26371,22518,1.4312,1.4583,1.4215
6/24/22,loris,alpha,-8,E2,26757,25028,22933,1.3735,1.3619,1.3683
6/24/22,loris,alpha,Control,GEN,2578,2744,2487,1.5483,1.5732,1.4679
6/24/22,loris,alpha,Veh DMSO,GEN,3046,2799,2507,1.6148,1.608,1.5683
6/24/22,loris,alpha,-10,GEN,2359,2217,2461,1.3497,1.5684,1.4168
6/24/22,loris,alpha,-9,GEN,2510,2315,2457,1.3638,1.6467,1.5722
6/24/22,loris,alpha,-8,GEN,2541,2225,2065,1.3276,1.4408,1.3726
6/24/22,loris,alpha,-7,GEN,3739,3524,3168,1.5003,1.4506,1.4456
6/24/22,loris,alpha,-6,GEN,10198,10233,10375,1.4619,1.4932,1.4967
6/24/22,loris,alpha,-5,GEN,38821,36719,35679,2.0727,1.9835,1.9985
6/24/22,loris,alpha,Control,DAID,2455,2367,2307,1.5748,1.4534,1.5023
6/24/22,loris,alpha,Veh DMSO,DAID,2698,2347,2274,1.7857,1.5822,1.5863
6/24/22,loris,alpha,-10,DAID,2066,1959,2100,1.5296,1.2933,1.2563
6/24/22,loris,alpha,-9,DAID,1787,1982,2081,1.4488,1.472,1.4719
6/24/22,loris,alpha,-8,DAID,1926,1989,1938,1.357,1.4188,1.4634
6/24/22,loris,alpha,-7,DAID,2238,2350,2057,1.5035,1.4495,1.4294
6/24/22,loris,alpha,-6,DAID,6222,5722,5411,1.542,1.429,1.515
6/24/22,loris,alpha,-5,DAID,35310,34024,33246,1.6228,1.3503,1.4637
6/24/22,loris,alpha,Control,EQUOL,2223,2486,2226,1.6638,1.6288,1.6717
6/24/22,loris,alpha,Veh DMSO,EQUOL,2701,2680,2748,1.5719,1.6539,1.6986
6/24/22,loris,alpha,-10,EQUOL,2169,2103,2258,1.4606,1.5262,1.459
6/24/22,loris,alpha,-9,EQUOL,2176,2352,2185,1.4276,1.5842,1.4801
6/24/22,loris,alpha,-8,EQUOL,2349,2313,2351,1.3965,1.5106,1.5658
6/24/22,loris,alpha,-7,EQUOL,2449,2580,2510,1.4042,1.553,1.5614
6/24/22,loris,alpha,-6,EQUOL,7847,7819,7314,1.4737,1.4992,1.395
6/24/22,loris,alpha,-5,EQUOL,26832,22989,25131,1.4877,1.4508,1.5178
6/17/22,gorilla,beta,Control,E2,39,41,38,1.4378,1.4531,1.3993
6/17/22,gorilla,beta,Veh DMSO,E2,43,43,31,1.5247,1.4017,1.3607
6/17/22,gorilla,beta,-11,E2,80,87,90,1.3897,1.2873,1.3111
6/17/22,gorilla,beta,-10,E2,735,824,919,1.4081,1.2857,1.2496
6/17/22,gorilla,beta,-9,E2,2263,2305,2006,1.3754,1.3675,1.2517
6/17/22,gorilla,beta,-8,E2,3033,2453,2400,1.4516,1.2765,1.1844
6/17/22,gorilla,beta,-7,E2,2751,2763,2462,1.4572,1.3758,1.2391
6/17/22,gorilla,beta,-6,E2,3317,2447,2365,1.541,1.2814,1.2521
6/17/22,gorilla,beta,Control,E1,35,37,38,1.4328,1.3865,1.4437
6/17/22,gorilla,beta,Veh DMSO,E1,29,50,48,1.4523,1.397,1.4157
6/17/22,gorilla,beta,-11,E1,41,47,36,1.4162,1.2824,1.3919
6/17/22,gorilla,beta,-10,E1,26,38,42,1.2405,1.1762,1.1715
6/17/22,gorilla,beta,-9,E1,187,191,262,1.2138,1.194,1.1876
6/17/22,gorilla,beta,-8,E1,1491,1413,1388,1.3144,1.1629,1.3223
6/17/22,gorilla,beta,-7,E1,2435,2422,2433,1.3094,1.2947,1.3604
6/17/22,gorilla,beta,-6,E1,2818,2472,2341,1.3795,1.3526,1.244
6/17/22,gorilla,beta,Control,E3,30,33,33,1.3435,1.3014,1.3403
6/17/22,gorilla,beta,Veh DMSO,E3,46,43,41,1.3589,1.361,1.3643
6/17/22,gorilla,beta,-11,E3,35,35,38,1.1445,1.2595,1.242
6/17/22,gorilla,beta,-10,E3,140,121,190,1.2316,1.1352,1.2318
6/17/22,gorilla,beta,-9,E3,1207,1041,1197,1.1453,1.1361,1.2257
6/17/22,gorilla,beta,-8,E3,2005,2091,2004,1.0827,1.2173,1.2122
6/17/22,gorilla,beta,-7,E3,2243,2387,2705,1.2422,1.2899,1.1798
6/17/22,gorilla,beta,-6,E3,2215,2645,1830,1.2701,1.2716,1.1586
6/17/22,gorilla,beta,Control,COU,28,33,30,1.4139,1.4037,1.2929
6/17/22,gorilla,beta,Veh DMSO,COU,35,46,35,1.5537,1.4601,1.3242
6/17/22,gorilla,beta,-9,COU,40,37,35,1.3479,1.3443,1.2907
6/17/22,gorilla,beta,-8,COU,210,220,281,1.2656,1.2694,1.2186
6/17/22,gorilla,beta,-7,COU,1553,1576,1167,1.2713,1.2707,1.1846
6/17/22,gorilla,beta,-6,COU,2319,2655,1982,1.1979,1.2721,1.2405
6/17/22,gorilla,beta,-5,COU,3090,2598,2070,1.2952,1.325,1.189
6/17/22,gorilla,beta,-4,COU,2521,3013,2865,1.6465,1.743,1.8174
6/17/22,loris,beta,Veh DMSO,E2,96,70,64,1.4539,1.4339,1.3692
6/17/22,loris,beta,-11,E2,66,65,57,1.3324,1.2307,1.1228
6/17/22,loris,beta,-10,E2,74,66,77,1.4132,1.206,1.2172
6/17/22,loris,beta,-9,E2,222,217,197,1.3556,1.1775,1.1449
6/17/22,loris,beta,-8,E2,5192,5034,4402,1.3194,1.2211,1.098
6/17/22,loris,beta,-7,E2,12631,12156,10807,1.1822,1.1367,1.0638
6/17/22,loris,beta,-6,E2,13603,11741,11511,1.2277,1.088,1.0303
6/17/22,loris,beta,-5,E2,71,13347,11696,1.3904,1.3844,1.2687
6/17/22,loris,beta,Veh DMSO,E1,60,73,74,1.3391,1.3771,1.3496
6/17/22,loris,beta,-11,E1,98,69,50,1.1772,1.2,1.2537
6/17/22,loris,beta,-10,E1,56,46,54,1.0779,1.0327,1.1775
6/17/22,loris,beta,-9,E1,62,65,59,1.1564,1.1597,1.1493
6/17/22,loris,beta,-8,E1,608,633,681,1.205,1.0444,1.1867
6/17/22,loris,beta,-7,E1,7224,6073,6166,1.1443,0.9776,1.0774
6/17/22,loris,beta,-6,E1,8624,9039,8323,1.0383,0.9609,1.0292
6/17/22,loris,beta,-5,E1,9808,8940,9970,1.3127,1.1622,1.3505
6/17/22,loris,beta,Veh DMSO,E3,71,70,66,1.2896,1.2865,1.2432
6/17/22,loris,beta,-11,E3,63,54,66,1.1102,1.2473,1.1974
6/17/22,loris,beta,-10,E3,49,47,47,0.9663,0.9913,1.0794
6/17/22,loris,beta,-9,E3,56,76,54,1.0864,1.152,1.1626
6/17/22,loris,beta,-8,E3,111,122,120,1.0015,1.1338,1.132
6/17/22,loris,beta,-7,E3,2657,2799,2477,1.0377,1.0542,0.9766
6/17/22,loris,beta,-6,E3,10773,8854,8541,1.0061,0.9567,0.9322
6/17/22,loris,beta,-5,E3,11405,11526,11210,1.1765,1.1572,1.1708
6/17/22,loris,beta,Control,COU,69,48,70,1.2128,1.1913,1.1904
6/17/22,loris,beta,Veh DMSO,COU,60,79,69,1.1927,1.2075,1.2292
6/17/22,loris,beta,-9,COU,49,57,40,1.0594,1.0275,1.1113
6/17/22,loris,beta,-8,COU,54,47,46,1.092,1.062,1.1737
6/17/22,loris,beta,-7,COU,73,74,92,1.1049,1.0441,1.1853
6/17/22,loris,beta,-6,COU,249,231,213,1.0365,1.0258,1.1144
6/17/22,loris,beta,-5,COU,7054,7739,6775,0.9595,1.0931,1.0592
6/17/22,loris,beta,-4,COU,6754,6888,6906,1.4027,1.4053,1.3492
