tax	hdz-223-s122	hdz-224-s123	hdz-226-s124	hdz-227-s128	hdz-228-s129	hdz-229-s130	hdz-307-s116	hdz-308-s117	hdz-309-s118	hdz-310-s119	hdz-311-s120	hdz-312-s121	hdz-313-s125	hdz-314-s126	hdz-315-s127	hdz-320-s131	hdz-321-s132	hdz-322-s133	hdz-323-s134	hdz-324-s135	hdz-325-s136	hdz-326-s137	hdz-327-s138	pl-ntc-006-ctrl	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	2	2010	1	0	0	4	0	76	384	714	635	1	0	771	1	166	1	0	0	110	0	58	64	1	4999
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae	170	243	57	34	63	51	443	140	194	199	90	222	127	606	911	92	9	1	205	74	234	89	67	1	4322
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter novaezeelandiae	211	131	72	15	113	52	374	39	194	172	72	163	313	78	92	253	202	1	185	135	157	171	830	2	4027
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium sinus	221	173	99	51	98	143	190	290	138	274	219	210	209	375	187	136	109	0	152	255	105	286	88	4	4012
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis	47	17	47	33	38	10	651	19	330	17	16	491	25	12	779	33	62	1	628	20	574	34	25	1	3910
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter enhydrae	87	224	106	59	127	63	277	144	114	245	156	205	146	221	160	202	234	0	141	85	159	187	516	1	3859
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	256	488	0	0	0	0	11	880	27	737	139	17	15	1130	3	103	0	0	3	3	4	42	0	0	3858
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale	27	158	245	204	213	203	181	162	96	155	80	120	133	59	211	131	483	1	200	168	168	212	127	1	3738
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri	0	471	142	7	154	6	0	342	0	304	146	0	202	837	1	141	0	0	0	117	0	181	221	0	3272
Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown	56	101	192	58	117	63	259	173	166	143	83	138	98	129	361	121	161	27	155	95	120	137	149	2	3104
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera stantonii	69	41	248	163	173	85	151	34	107	42	24	135	51	25	313	88	370	0	255	76	145	187	90	1	2873
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium massiliamazoniense	2	473	0	0	0	1	0	1678	0	229	151	0	0	74	1	43	0	1	0	2	0	47	0	0	2702
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium porci	35	64	59	18	55	74	29	162	20	154	91	46	137	143	54	164	178	0	34	255	25	342	396	1	2536
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia;Prevotellamassilia timonensis	12	178	130	20	124	46	62	130	12	332	115	54	89	234	120	158	94	0	17	54	41	95	180	1	2298
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis	18	35	230	17	112	13	102	109	25	87	53	104	80	45	146	122	125	0	81	77	124	114	176	1	1996
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter kilianii	0	175	0	1	0	0	0	1329	0	91	157	0	0	182	0	9	0	0	0	0	0	23	0	0	1967
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia glucerasea	47	16	174	26	18	8	23	23	9	175	162	11	23	121	9	210	9	0	15	27	14	387	57	0	1564
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri	180	61	89	14	82	11	78	44	98	75	34	159	74	42	116	77	8	0	33	48	56	28	23	1	1431
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae	15	137	94	67	62	39	40	137	12	139	45	34	108	114	50	80	10	1	8	78	18	68	68	2	1426
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	98	94	41	42	29	108	50	70	49	57	69	83	53	75	41	45	86	0	76	56	21	82	80	0	1405
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Marseilla;Marseilla massiliensis	44	107	44	27	52	13	36	79	45	87	46	104	64	70	113	68	45	0	43	36	48	57	101	0	1329
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rettgeri	0	5	49	39	185	2	0	10	517	33	5	0	10	373	0	2	0	0	0	8	0	3	1	1	1243
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera elsdenii	29	17	98	67	67	37	69	9	41	15	18	66	21	8	119	34	136	0	124	33	68	60	33	0	1169
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter telavivensis	0	1	0	0	2	1	4	2	935	2	2	26	0	109	0	0	1	0	0	2	34	13	0	1	1135
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	16	106	48	11	35	57	39	19	14	54	35	68	27	54	22	37	34	0	61	68	26	142	119	1	1093
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus terrae	0	1	0	0	97	0	0	71	522	73	167	0	2	104	0	0	0	0	0	4	8	5	0	0	1054
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii	2	14	113	0	1	2	0	75	173	49	55	1	0	401	1	32	0	0	28	17	1	4	2	0	971
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wansuia;Wansuia hejianensis	19	69	28	23	5	11	26	102	18	99	71	29	63	173	28	31	6	0	32	52	9	48	13	0	955
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera indica	15	11	97	52	63	22	37	12	28	14	12	42	16	7	115	16	90	0	96	25	71	64	22	1	928
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus pittmaniae	0	106	1	0	1	0	0	477	0	58	83	0	0	61	0	8	0	0	0	0	0	6	0	0	801
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	4	30	1	0	2	4	0	4	438	11	26	3	9	211	6	5	10	0	0	0	0	28	1	0	793
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Cellulosilyticum;Cellulosilyticum lentocellum	737	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	747
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	26	36	25	13	16	19	5	39	6	41	30	9	66	155	9	27	4	0	11	60	4	69	38	0	708
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	5	20	16	6	11	22	7	45	4	43	31	11	39	59	8	33	67	0	9	78	9	76	106	0	705
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter kanungonis	0	0	0	0	0	0	0	0	635	0	0	0	3	0	3	0	0	0	0	2	0	0	16	0	659
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	1	10	0	0	0	1	2	1	601	5	12	1	0	5	0	1	0	0	1	0	0	1	0	0	642
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	14	192	30	14	27	6	17	28	15	35	20	12	17	65	40	17	7	0	15	6	12	23	5	1	618
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas;Succinatimonas hippei	11	66	24	0	20	1	8	41	16	43	22	42	37	148	16	24	3	1	16	24	6	5	20	1	595
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter farmeri	2	0	0	0	4	0	1	0	547	2	1	2	0	24	0	1	0	0	0	1	2	4	0	0	591
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	46	39	0	0	6	52	19	3	36	44	30	52	17	21	2	38	6	0	38	24	6	54	39	0	572
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;Rodentibacter heidelbergensis	0	24	0	0	0	0	0	275	0	48	64	0	0	125	0	23	0	0	1	0	0	4	6	0	570
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	43	26	48	6	43	2	35	19	22	22	15	34	33	12	42	42	3	0	20	19	22	22	4	0	534
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	9	18	13	6	9	14	0	42	0	58	12	0	45	203	0	33	1	0	0	20	0	20	27	1	531
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	4	30	41	5	21	4	13	37	9	43	24	19	24	25	31	32	23	0	17	17	15	19	62	0	515
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola	13	24	26	4	13	2	8	54	14	47	24	7	34	108	12	18	2	0	4	19	4	39	11	0	487
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Waltera;Waltera intestinalis	8	59	9	12	5	20	15	59	0	45	45	4	34	68	4	21	9	0	5	26	0	16	7	0	471
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum;Paramuribaculum intestinale	11	38	34	6	21	15	9	27	4	38	25	12	27	37	10	20	2	0	4	16	2	11	41	0	410
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Prolinoborus;Prolinoborus fasciculus	0	0	0	0	0	0	0	0	379	1	0	0	0	0	0	1	0	0	0	1	0	0	18	0	400
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia huaxiensis	0	0	42	3	224	1	0	0	30	80	6	0	0	7	0	0	0	0	0	5	0	0	0	0	398
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis	34	72	14	4	3	3	27	12	14	29	11	13	15	69	29	4	0	0	6	4	11	12	2	0	388
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;Metaprevotella massiliensis	6	9	44	4	22	3	7	24	7	16	8	27	20	10	18	12	13	0	17	14	23	26	37	0	367
Bacteria;Bacteria_none;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	360
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	99	13	3	4	0	2	39	8	17	7	8	20	16	24	17	7	3	0	36	5	6	14	3	0	351
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	102	23	1	5	5	8	41	11	6	13	7	11	7	10	15	7	5	0	39	5	10	15	3	0	349
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	112	11	3	3	5	5	35	7	15	7	1	18	16	8	11	11	4	0	30	7	9	15	5	0	338
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella seckii	4	10	15	0	8	3	9	39	0	21	6	6	14	125	19	13	6	0	6	8	6	4	6	0	328
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium pacaense	5	21	12	1	12	5	5	24	1	18	12	5	20	23	0	25	11	0	8	31	2	52	34	0	327
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis	17	29	14	3	5	1	12	13	3	19	19	5	26	20	11	29	5	0	7	12	5	19	23	0	297
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia caecimuris	8	7	37	7	6	1	3	4	7	33	23	2	4	22	3	43	1	0	3	2	3	67	5	0	291
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	1	21	7	0	1	4	0	1	135	19	20	1	0	15	1	11	2	0	0	34	0	10	2	0	285
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;Oribacterium asaccharolyticum	17	9	11	6	4	9	19	25	6	12	7	10	13	27	12	13	15	0	8	22	5	21	4	1	276
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis	3	3	8	49	15	14	2	3	10	19	7	0	12	27	11	12	2	0	2	7	2	26	19	0	253
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	16	2	2	3	7	0	0	7	0	7	11	1	44	21	0	24	0	0	16	25	0	32	7	1	226
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis	11	4	3	24	10	6	12	2	18	4	4	2	2	12	51	5	2	0	12	0	17	17	2	0	220
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lanii	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	206
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella aerogenes	2	192	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	201
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter himalayensis	6	4	7	0	5	2	17	9	8	13	5	8	9	2	6	6	6	0	12	4	13	8	38	0	188
Bacteria;Bacteria_none;Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	187
Bacteria;Bacteria_none;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;Armatimonas rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	1	0	186
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella loescheii	1	3	15	2	6	2	10	6	3	10	4	7	13	3	12	10	13	0	6	8	6	11	12	0	163
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter aluminii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	162
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	156
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter monodelphidis	2	1	5	2	3	2	7	5	1	10	7	3	16	6	3	5	8	0	0	9	4	8	49	0	156
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium;Rubellimicrobium mesophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	155
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella dubosii	2	6	9	5	11	6	3	9	4	19	6	4	14	10	6	10	0	0	1	7	0	8	12	0	152
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	5	16	5	5	1	4	5	19	4	10	10	1	15	13	4	3	1	0	5	15	1	3	4	0	149
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus fluvialis	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus	22	12	0	0	0	2	1	0	0	3	1	7	6	76	2	5	0	0	1	2	0	2	3	0	145
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia ilealis	0	1	0	0	0	0	0	45	0	10	12	0	0	64	0	4	0	0	0	1	0	5	0	0	142
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	18	4	1	2	3	4	14	1	19	6	2	12	3	4	6	2	0	0	14	2	4	7	9	0	137
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera georgiana	3	17	0	1	3	0	0	0	21	11	14	5	2	46	0	1	0	0	0	1	0	6	0	0	131
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus	46	3	0	0	0	0	0	1	0	2	6	1	1	41	0	6	0	0	11	3	2	1	2	0	126
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi	0	76	18	0	0	3	0	0	14	1	2	0	0	10	0	0	0	0	0	0	1	0	0	0	125
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis	21	2	1	1	0	7	2	4	0	9	2	1	38	5	0	7	0	0	8	8	0	5	1	0	122
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera paucivorans	1	1	10	13	4	4	6	0	3	4	0	4	1	1	17	1	8	0	15	4	5	16	1	0	119
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi	4	1	19	12	3	5	0	5	5	8	8	3	6	9	4	6	0	0	2	9	0	7	2	0	118
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus ureilyticus	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
Bacteria;Bacteria_none;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	117
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	8	0	0	0	0	0	16	0	46	0	0	17	0	0	0	0	0	0	29	0	0	0	0	0	116
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella faecalis	0	3	7	2	5	1	1	26	1	4	2	1	8	41	2	0	1	0	0	4	1	4	1	0	115
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis	0	1	0	0	0	0	0	7	3	20	80	0	0	3	0	1	0	0	0	0	0	0	0	0	115
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus	25	4	0	1	3	1	5	4	12	3	0	19	9	2	9	4	0	0	0	1	8	0	2	0	112
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus isronensis	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	112
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	5	0	0	0	0	0	23	0	16	0	0	29	0	0	3	0	0	0	28	0	5	0	0	0	109
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter zeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	106
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter oryzae	0	0	0	0	0	0	0	0	96	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	101
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Schlegelella;Schlegelella koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	96
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	23	8	0	0	2	0	0	3	0	4	2	1	16	7	0	6	0	0	14	6	0	3	0	0	95
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	23	0	0	0	0	0	2	0	23	0	0	40	0	0	3	0	0	0	2	0	1	0	0	0	94
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides koreensis	9	0	0	0	0	0	0	1	0	7	3	0	4	48	0	8	0	0	1	4	0	0	6	0	91
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas bubulae	2	75	4	0	1	0	0	0	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	90
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella catena	1	1	4	9	7	3	3	0	0	4	5	2	1	17	2	4	6	0	2	3	0	15	0	0	89
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia vermicola	0	0	5	13	17	0	0	2	32	3	3	0	0	11	0	0	0	0	0	1	1	0	0	0	88
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;Solibacillus silvestris	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea;Parafannyhessea umbonata	8	0	5	4	0	0	5	1	8	0	0	4	2	4	19	2	0	0	14	0	9	0	1	0	86
