Run ID,Seq ID,Run Date,Sequencer,F Primer,R Primer,Kit,Flow Cell Type,Tube,Template ID,Sequence ID,Barcode,Final Library Concentration (ng/uL),Volume Added to Pool (uL),Sample ID,Subject,Stabilizer,Collection Date
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,23,S253,HDZ-437-S253,16S23,,,HDZ-437,Culi,,5/4/2024
MIN_16_2024-8-21,PL011,8/21/2024,Angel-MinION,27F,1492R,SQK-16S114-24,FLO-FLG114,24,CTRL,PL-NTC-011-CTRL,16S24,,,PL-NTC-011,,,
MIN_16_2024-8-30,,,,,,,,1,S254,HDZ-266-S254,16S1,,,HDZ-266,Culi,,1/28/2024
,,,,,,,,2,S255,HDZ-267-S255,16S2,,,HDZ-267,Warble,,1/22/2024
,,,,,,,,3,S256,HDZ-316-S256,16S3,,,HDZ-316,Warble,,3/24/2024
,,,,,,,,4,S257,HDZ-335-S257,16S4,,,HDZ-335,Warble,,2/20/2024
,,,,,,,,5,S258,HDZ-345-S258,16S5,,,HDZ-345,Culi,,3/13/2024
,,,,,,,,6,S259,HDZ-348-S259,16S6,,,HDZ-348,Culi,,3/18/2024
,,,,,,,,7,S260,HDZ-383-S260,16S7,,,HDZ-383,Culi,,3/9/2024
,,,,,,,,8,S261,HDZ-384-S261,16S8,,,HDZ-384,Culi,,3/11/2024
,,,,,,,,9,S262,HDZ-385-S262,16S9,,,HDZ-385,Warble,,3/14/2024
,,,,,,,,10,S263,HDZ-386-S263,16S10,,,HDZ-386,Culi,,4/22/2024
,,,,,,,,11,S264,HDZ-387-S264,16S11,,,HDZ-387,Warble,,4/1/2024
,,,,,,,,12,S265,HDZ-388-S265,16S12,,,HDZ-388,Culi,,4/1/2024
,,,,,,,,13,S266,HDZ-389-S266,16S13,,,HDZ-389,Culi,,3/4/2024
,,,,,,,,14,S267,HDZ-390-S267,16S14,,,HDZ-390,Culi,,3/26/2024
,,,,,,,,15,S268,HDZ-391-S268,16S15,,,HDZ-391,Warble,,3/23/2024
,,,,,,,,16,S269,HDZ-392-S269,16S16,,,HDZ-392,Culi,,3/19/2024
,,,,,,,,17,S270,HDZ-393-S270,16S17,,,HDZ-393,Warble,,3/17/2024
,,,,,,,,18,S271,HDZ-394-S271,16S18,,,HDZ-394,Culi,,2/1/2024
,,,,,,,,19,S272,HDZ-395-S272,16S19,,,HDZ-395,Culi,,3/5/2024
,,,,,,,,20,S273,HDZ-396-S273,16S20,,,HDZ-396,Culi,,3/12/2024
,,,,,,,,21,S274,HDZ-397-S274,16S21,,,HDZ-397,Unknown,,3/7/2024
,,,,,,,,22,S275,HDZ-438-S275,16S22,,,HDZ-438,Culi,,5/3/2024
,,,,,,,,23,S276,HDZ-439-S276,16S23,,,HDZ-439,Warble,,5/3/2024
,,,,,,,,24,CTRL,PL-NTC-012-CTRL,16S24,,,PL-NTC-012,,,
,,,,,,,,1,S277,HDZ-230-S277,16S1,,,HDZ-230,Culi,,3/1/2024
,,,,,,,,2,S278,HDZ-231-S278,16S2,,,HDZ-231,Culi,,2/29/2024
,,,,,,,,3,S279,HDZ-232-S279,16S3,,,HDZ-232,Warble,,2/28/2024
,,,,,,,,4,S280,HDZ-233-S280,16S4,,,HDZ-233,Culi,,2/28/2024
,,,,,,,,5,S281,HDZ-234-S281,16S5,,,HDZ-234,Warble,,2/7/2024
,,,,,,,,6,S282,HDZ-235-S282,16S6,,,HDZ-235,Culi,,2/7/2024
,,,,,,,,7,S283,HDZ-236-S283,16S7,,,HDZ-236,Culi,,2/27/2024
,,,,,,,,8,S284,HDZ-374-S284,16S8,,,HDZ-374,Warble,,4/22/2024
,,,,,,,,9,S285,HDZ-375-S285,16S9,,,HDZ-375,Culi,,4/5/2024
,,,,,,,,10,S286,HDZ-376-S286,16S10,,,HDZ-376,Warble,,4/3/2024
,,,,,,,,11,S287,HDZ-377-S287,16S11,,,HDZ-377,Culi,,4/3/2024
,,,,,,,,12,S288,HDZ-378-S288,16S12,,,HDZ-378,Warble,,4/6/2024
,,,,,,,,13,S289,HDZ-379-S289,16S13,,,HDZ-379,Warble,,4/12/2024
,,,,,,,,14,S290,HDZ-380-S290,16S14,,,HDZ-380,Warble,,4/23/2024
,,,,,,,,15,S291,HDZ-422-S291,16S15,,,HDZ-422,Warble,,6/16/2024
,,,,,,,,16,S292,HDZ-430-S292,16S16,,,HDZ-430,Culi,,5/11/2024
,,,,,,,,17,S293,HDZ-440-S293,16S17,,,HDZ-440,Warble,,5/9/2024
,,,,,,,,18,S294,HDZ-442-S294,16S18,,,HDZ-442,Culi,,5/12/2024
,,,,,,,,19,S295,HDZ-443-S295,16S19,,,HDZ-443,Warble,,5/12/2024
,,,,,,,,20,S296,HDZ-444-S296,16S20,,,HDZ-444,Culi,,5/10/2024
,,,,,,,,21,S297,HDZ-445-S297,16S21,,,HDZ-445,Culi,,5/13/2024
,,,,,,,,22,S298,HDZ-448-S298,16S22,,,HDZ-448,Warble,,5/1/2024
,,,,,,,,23,S299,HDZ-449-S299,16S23,,,HDZ-449,Warble,,4/30/2024
,,,,,,,,24,CTRL,PL-NTC-013-CTRL,16S24,,,PL-NTC-013,,,
,,,,,,,,1,S300,HDZ-095-S300,16S1,,,HDZ-095,,,
,,,,,,,,2,S301,HDZ-158-S301,16S2,,,HDZ-158,,,
,,,,,,,,3,S302,HDZ-159-S302,16S3,,,HDZ-159,,,
,,,,,,,,4,S303,HDZ-171-S303,16S4,,,HDZ-171,,,
,,,,,,,,5,S304,HDZ-172-S304,16S5,,,HDZ-172,,,
,,,,,,,,6,S305,HDZ-237-S305,16S6,,,HDZ-237,,,
,,,,,,,,7,S306,HDZ-238-S306,16S7,,,HDZ-238,,,
,,,,,,,,8,S307,HDZ-239-S307,16S8,,,HDZ-239,,,
,,,,,,,,9,S308,HDZ-268-S308,16S9,,,HDZ-268,,,
,,,,,,,,10,S309,HDZ-269-S309,16S10,,,HDZ-269,,,
,,,,,,,,11,S310,HDZ-270-S310,16S11,,,HDZ-270,,,
,,,,,,,,12,S311,HDZ-271-S311,16S12,,,HDZ-271,,,
,,,,,,,,13,S312,HDZ-272-S312,16S13,,,HDZ-272,,,
,,,,,,,,14,S313,HDZ-273-S313,16S14,,,HDZ-273,,,
,,,,,,,,15,S314,HDZ-274-S314,16S15,,,HDZ-274,,,
,,,,,,,,16,S315,HDZ-329-S315,16S16,,,HDZ-329,,,
,,,,,,,,17,S316,HDZ-344-S316,16S17,,,HDZ-344,,,
,,,,,,,,18,S317,HDZ-346-S317,16S18,,,HDZ-346,,,
,,,,,,,,19,S318,HDZ-347-S318,16S19,,,HDZ-347,,,
,,,,,,,,20,S319,HDZ-412-S319,16S20,,,HDZ-412,,,
,,,,,,,,21,S320,HDZ-413-S320,16S21,,,HDZ-413,,,
,,,,,,,,22,S321,HDZ-414-S321,16S22,,,HDZ-414,,,
,,,,,,,,23,S322,HDZ-450-S322,16S23,,,HDZ-450,,,
,,,,,,,,24,CTRL,PL-NTC-014-CTRL,16S24,,,PL-NTC-014,,,
,,,,,,,,,,-,,,,,,,
,,,,,,,,,,-,,,,,,,
,,,,,,,,,,-,,,,,,,
