SequenceID,Pipeline,LibraryTube,LibraryBarcode,Final Library Concentration,Volume Added to Pool (uL),Run ID,Pooled Library Code,ExtractID,ExtractDate,ExtractedBy,ExtractType,ExtractKit, ExtractConcentration,ExtractBox,ExtractNotes,SampleID,SampleSubject,SampleDate,SampleCollectedBy,SampleNotes,SampleBox,Pooled Library ID,Pooled Library Code,Flow Cell Loaded By,Flow Cell ID,Flow Cell Type,Sequencer,MinION Position,Flongle Adapter,Kit,Run Date,Pipeline,Run Notes
PL-NTC-008-CTRL,16S,24,16S24,,,MIN_16_2024-8-16,hdz8,PL-NTC-008-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-035-S185,16S,1,16S1,,,MIN_16_2024-8-16,hdz8,HDZ-035-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,94,HDZ Loris DNA Extracts Box 1,,HDZ-035,Culi,11/6/2023,HDZ Keepers,,1,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-037-S186,16S,2,16S2,,,MIN_16_2024-8-16,hdz8,HDZ-037-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,94,HDZ Loris DNA Extracts Box 1,,HDZ-037,Culi,11/10/2023,HDZ Keepers,,1,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-040-S187,16S,3,16S3,,,MIN_16_2024-8-16,hdz8,HDZ-040-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,83,HDZ Loris DNA Extracts Box 1,,HDZ-040,Culi,11/9/2023,HDZ Keepers,,1,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-042-S188,16S,4,16S4,,,MIN_16_2024-8-16,hdz8,HDZ-042-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,67,HDZ Loris DNA Extracts Box 1,,HDZ-042,Culi,11/13/2023,HDZ Keepers,,1,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-044-S189,16S,5,16S5,,,MIN_16_2024-8-16,hdz8,HDZ-044-E1,2/12/2024,SA/WJ,DNA,Quick-DNA Fecal/Soil Microbe,97,HDZ Loris DNA Extracts Box 1,,HDZ-044,Warble?,11/19/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-047-S190,16S,6,16S6,,,MIN_16_2024-8-16,hdz8,HDZ-047-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,94,HDZ Loris DNA Extracts Box 1,,HDZ-047,Culi,11/15/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-053-S191,16S,7,16S7,,,MIN_16_2024-8-16,hdz8,HDZ-053-E1,2/12/2024,SA/WJ,DNA,Quick-DNA Fecal/Soil Microbe,104,HDZ Loris DNA Extracts Box 1,,HDZ-053,Culi,11/18/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-054-S192,16S,8,16S8,,,MIN_16_2024-8-16,hdz8,HDZ-054-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,66,HDZ Loris DNA Extracts Box 1,,HDZ-054,Culi,11/19/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-069-S193,16S,9,16S9,,,MIN_16_2024-8-16,hdz8,HDZ-069-E1,1/24/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,69,HDZ Loris DNA Extracts Box 1,,HDZ-069,Culi,11/22/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-073-S194,16S,10,16S10,,,MIN_16_2024-8-16,hdz8,HDZ-073-E1,2/25/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,59,HDZ Loris DNA Extracts Box 1,,HDZ-073,Warble,11/26/2023,HDZ Keepers,,2,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-164-S195,16S,11,16S11,,,MIN_16_2024-8-16,hdz8,HDZ-164-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,18,HDZ Loris DNA Extracts Box 4,,HDZ-164,Warble,6/13/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-165-S196,16S,12,16S12,,,MIN_16_2024-8-16,hdz8,HDZ-165-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,22,HDZ Loris DNA Extracts Box 4,,HDZ-165,Warble,5/14/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-166-S197,16S,13,16S13,,,MIN_16_2024-8-16,hdz8,HDZ-166-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,9.1,HDZ Loris DNA Extracts Box 4,,HDZ-166,Culi,5/14/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-167-S198,16S,14,16S14,,,MIN_16_2024-8-16,hdz8,HDZ-167-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,75,HDZ Loris DNA Extracts Box 2,,HDZ-167,Culi,12/14/2023,HDZ Keepers,,3,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-178-S199,16S,15,16S15,,,MIN_16_2024-8-16,hdz8,HDZ-178-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,60,HDZ Loris DNA Extracts Box 4,,HDZ-178,Warble,6/20/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-189-S200,16S,16,16S16,,,MIN_16_2024-8-16,hdz8,HDZ-189-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,68,HDZ Loris DNA Extracts Box 4,,HDZ-189,Warble,6/6/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-195-S201,16S,17,16S17,,,MIN_16_2024-8-16,hdz8,HDZ-195-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,61,HDZ Loris DNA Extracts Box 3,,HDZ-195,Warble,12/9/2023,HDZ Keepers,,4,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-197-S202,16S,18,16S18,,,MIN_16_2024-8-16,hdz8,HDZ-197-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,58,HDZ Loris DNA Extracts Box 3,,HDZ-197,Culi,2/4/2024,HDZ Keepers,,4,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-203-S203,16S,19,16S19,,,MIN_16_2024-8-16,hdz8,HDZ-203-E1,6/13/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,70,HDZ Loris DNA Extracts Box 3,,HDZ-203,Culi,1/26/2024,HDZ Keepers,,4,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-218-S204,16S,20,16S20,,,MIN_16_2024-8-16,hdz8,HDZ-218-E1,5/2/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,58,HDZ Loris DNA Extracts Box 2,,HDZ-218,Warble,3/21/2024,HDZ Keepers,,4,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-265-S205,16S,21,16S21,,,MIN_16_2024-8-16,hdz8,HDZ-265-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,59,HDZ Loris DNA Extracts Box 4,,HDZ-265,Warble,1/23/2024,HDZ Keepers,,5,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-415-S206,16S,22,16S22,,,MIN_16_2024-8-16,hdz8,HDZ-415-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,98,HDZ Loris DNA Extracts Box 4,,HDZ-415,Warble?,6/24/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-420-S207,16S,23,16S23,,,MIN_16_2024-8-16,hdz8,HDZ-420-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,71,HDZ Loris DNA Extracts Box 4,,HDZ-420,Warble,6/19/2024,HDZ Keepers,,9,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
PL-NTC-009-CTRL,16S,24,16S24,,,MIN_16_2024-8-16,hdz8,PL-NTC-009-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-008,hdz8,SA,AVP307,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,8/16/2024,16S,
HDZ-362-S208,16S,1,16S1,,,MIN_16_2024-8-21,hdz10,HDZ-362-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,28,HDZ Loris DNA Extracts Box 5,,HDZ-362,Culi,4/25/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-363-S209,16S,2,16S2,,,MIN_16_2024-8-21,hdz10,HDZ-363-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,39,HDZ Loris DNA Extracts Box 5,,HDZ-363,Culi,4/10/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-364-S210,16S,3,16S3,,,MIN_16_2024-8-21,hdz10,HDZ-364-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,73,HDZ Loris DNA Extracts Box 5,,HDZ-364,Culi,4/12/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-365-S211,16S,4,16S4,,,MIN_16_2024-8-21,hdz10,HDZ-365-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,55,HDZ Loris DNA Extracts Box 5,,HDZ-365,Culi,4/13/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-366-S212,16S,5,16S5,,,MIN_16_2024-8-21,hdz10,HDZ-366-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 5,,HDZ-366,Warble,4/13/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-367-S213,16S,6,16S6,,,MIN_16_2024-8-21,hdz10,HDZ-367-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,47,HDZ Loris DNA Extracts Box 5,,HDZ-367,Warble,4/19/2024,HDZ Keepers,,7,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-368-S214,16S,7,16S7,,,MIN_16_2024-8-21,hdz10,HDZ-368-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,16,HDZ Loris DNA Extracts Box 5,,HDZ-368,Culi,4/24/2024,HDZ Keepers,,8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-369-S215,16S,8,16S8,,,MIN_16_2024-8-21,hdz10,HDZ-369-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,20,HDZ Loris DNA Extracts Box 5,,HDZ-369,Warble,4/5/2024,HDZ Keepers,,8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-370-S216,16S,9,16S9,,,MIN_16_2024-8-21,hdz10,HDZ-370-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,55,HDZ Loris DNA Extracts Box 5,,HDZ-370,Culi,4/4/2024,HDZ Keepers,"Whistling, confirmed breeding",8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-371-S217,16S,10,16S10,,,MIN_16_2024-8-21,hdz10,HDZ-371-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,22,HDZ Loris DNA Extracts Box 5,,HDZ-371,Warble,4/4/2024,HDZ Keepers,"Whistling, confirmed breeding",8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-372-S218,16S,11,16S11,,,MIN_16_2024-8-21,hdz10,HDZ-372-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,26,HDZ Loris DNA Extracts Box 5,,HDZ-372,Culi,4/6/2024,HDZ Keepers,,8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-373-S219,16S,12,16S12,,,MIN_16_2024-8-21,hdz10,HDZ-373-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,11,HDZ Loris DNA Extracts Box 5,,HDZ-373,Culi,3/8/2024,HDZ Keepers,,8,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-416-S220,16S,13,16S13,,,MIN_16_2024-8-21,hdz10,HDZ-416-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 4,,HDZ-416,Warble,6/21/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-417-S221,16S,14,16S14,,,MIN_16_2024-8-21,hdz10,HDZ-417-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,57,HDZ Loris DNA Extracts Box 4,,HDZ-417,Warble,6/23/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-421-S222,16S,15,16S15,,,MIN_16_2024-8-21,hdz10,HDZ-421-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 4,,HDZ-421,Unknown,6/18/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-423-S223,16S,16,16S16,,,MIN_16_2024-8-21,hdz10,HDZ-423-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,77,HDZ Loris DNA Extracts Box 4,,HDZ-423,Warble,6/17/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-424-S224,16S,17,16S17,,,MIN_16_2024-8-21,hdz10,HDZ-424-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,43,HDZ Loris DNA Extracts Box 5,,HDZ-424,Warble,5/13/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-425-S225,16S,18,16S18,,,MIN_16_2024-8-21,hdz10,HDZ-425-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,55,HDZ Loris DNA Extracts Box 5,,HDZ-425,Warble,5/8/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-426-S226,16S,19,16S19,,,MIN_16_2024-8-21,hdz10,HDZ-426-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,41,HDZ Loris DNA Extracts Box 5,,HDZ-426,Culi,5/8/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-431-S227,16S,20,16S20,,,MIN_16_2024-8-21,hdz10,HDZ-431-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,21,HDZ Loris DNA Extracts Box 5,,HDZ-431,Warble,5/7/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-432-S228,16S,21,16S21,,,MIN_16_2024-8-21,hdz10,HDZ-432-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,40,HDZ Loris DNA Extracts Box 5,,HDZ-432,Warble,5/4/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-433-S229,16S,22,16S22,,,MIN_16_2024-8-21,hdz10,HDZ-433-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,52,HDZ Loris DNA Extracts Box 5,,HDZ-433,Culi,5/7/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-434-S230,16S,23,16S23,,,MIN_16_2024-8-21,hdz10,HDZ-434-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,55,HDZ Loris DNA Extracts Box 5,,HDZ-434,Culi,5/9/2024,HDZ Keepers,,9,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
PL-NTC-010-CTRL,16S,24,16S24,,,MIN_16_2024-8-21,hdz10,PL-NTC-010-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-001-S231,16S,1,16S1,,,MIN_16_2024-8-21,hdz10,HDZ-001-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,39,HDZ Loris DNA Extracts Box 4,,HDZ-001,Warble,11/4/2023,HDZ Keepers,,1,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-050-S232,16S,2,16S2,,,MIN_16_2024-8-21,hdz10,HDZ-050-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,56,HDZ Loris DNA Extracts Box 1,,HDZ-050,Warble,11/8/2023,HDZ Keepers,,2,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-057-S233,16S,3,16S3,,,MIN_16_2024-8-21,hdz10,HDZ-057-E1,1/24/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,77,HDZ Loris DNA Extracts Box 1,,HDZ-057,Culi,11/26/2023,HDZ Keepers,,2,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-088-S234,16S,4,16S4,,,MIN_16_2024-8-21,hdz10,HDZ-088-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 2,,HDZ-088,Culi,12/26/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-090-S235,16S,5,16S5,,,MIN_16_2024-8-21,hdz10,HDZ-090-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,56,HDZ Loris DNA Extracts Box 2,,HDZ-090,Warble,12/30/2023,HDZ Keepers,Almost no stabilizer in the tube,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-091-S236,16S,6,16S6,,,MIN_16_2024-8-21,hdz10,HDZ-091-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,52,HDZ Loris DNA Extracts Box 2,,HDZ-091,Culi,12/28/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-092-S237,16S,7,16S7,,,MIN_16_2024-8-21,hdz10,HDZ-092-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,44,HDZ Loris DNA Extracts Box 2,,HDZ-092,Warble,12/25/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-098-S238,16S,8,16S8,,,MIN_16_2024-8-21,hdz10,HDZ-098-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,47,HDZ Loris DNA Extracts Box 2,,HDZ-098,Culi,12/22/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-103-S239,16S,9,16S9,,,MIN_16_2024-8-21,hdz10,HDZ-103-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 2,,HDZ-103,Warble,12/22/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-109-S240,16S,10,16S10,,,MIN_16_2024-8-21,hdz10,HDZ-109-E1,4/8/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,43,HDZ Loris DNA Extracts Box 2,,HDZ-109,Warble,12/31/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-157-S241,16S,11,16S11,,,MIN_16_2024-8-21,hdz10,HDZ-157-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,57,HDZ Loris DNA Extracts Box 2,,HDZ-157,Warble,12/14/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-160-S242,16S,12,16S12,,,MIN_16_2024-8-21,hdz10,HDZ-160-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 4,,HDZ-160,Warble,6/10/2024,HDZ Keepers,,1,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-162-S243,16S,13,16S13,,,MIN_16_2024-8-21,hdz10,HDZ-162-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,41,HDZ Loris DNA Extracts Box 2,,HDZ-162,Warble,12/17/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-169-S244,16S,14,16S14,,,MIN_16_2024-8-21,hdz10,HDZ-169-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 2,,HDZ-169,Culi,12/18/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-170-S245,16S,15,16S15,,,MIN_16_2024-8-21,hdz10,HDZ-170-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 2,,HDZ-170,Warble,12/18/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
HDZ-173-S246,16S,16,16S16,,,MIN_16_2024-8-21,hdz10,HDZ-173-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,53,HDZ Loris DNA Extracts Box 2,,HDZ-173,Warble,12/14/2023,HDZ Keepers,,3,16S_HDZ-PL-010,hdz10,TSP,AVN953,FLO-FLG114,Spike-MinION,MN43606,FA-09291,SQK-16S114-24,8/21/2024,16S,
