"ID"	"Function"
"fpt39"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"fpt40"	"D-Lyxose (L-Lyxose) -- Consumption"
"fpt41"	"D-Mannitol (Mannitol) -- Consumption"
"fpt42"	"D-Mannose (Mannose) -- Consumption"
"fpt43"	"D-Psicose -- Consumption"
"fpt44"	"D-Ribose (Ribose) -- Consumption"
"fpt45"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"fpt46"	"D-Tagatose -- Consumption"
"fpt47"	"D-Tagaturonate -- Consumption"
"fpt48"	"D-Xylose (Xylose) -- Consumption"
"fpt49"	"Deoxycholic acid -- Production"
"fpt50"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"fpt51"	"Dimethylamine -- Production"
"fpt52"	"Ethanol -- Production"
"fpt53"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"fpt54"	"Folic acid (Folate, Vitamin B9) -- Production"
"fpt55"	"Formaldehyde -- Production"
"fpt56"	"Formate -- Consumption"
"fpt57"	"Formate -- Production"
"fpt58"	"FOS (Fructooligosaccharide) -- Consumption"
"fpt59"	"Fructan (Inulin, Levan) -- Macromolecule"
"fpt60"	"Fumarate -- Consumption"
"fpt61"	"Fumarate -- Production"
"fpt62"	"Galactan -- Macromolecule"
"fpt63"	"Glycerol -- Consumption"
"fpt64"	"H2 (Hydrogen) -- Consumption"
"fpt65"	"H2 (Hydrogen) -- Production"
"fpt66"	"H2O2 -- Production"
"fpt67"	"Hemicellulose, not specified -- Macromolecule"
"fpt68"	"Hippurate -- Consumption"
"fpt69"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"fpt70"	"Indole-3-acetate (Indoleacetate) -- Production"
"fpt71"	"Indole -- Production"
"fpt72"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"fpt73"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"fpt74"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"fpt75"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"fpt76"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"fpt77"	"L-Arginine (Arginine) -- Consumption"
"fpt78"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"fpt79"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"fpt80"	"L-Fucose -- Consumption"
"fpt81"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"fpt82"	"L-Idonate -- Consumption"
"fpt83"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"fpt84"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt85"	"L-Leucine (Leucine) -- Consumption"
"fpt86"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"fpt87"	"L-Methionine (D-Methionine) -- Consumption"
"fpt88"	"L-Ornithine (Ornithine) -- Production"
"fpt89"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"fpt90"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt91"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt92"	"L-Threonine (Threonine) -- Production"
"fpt93"	"L-Tyrosine (Tyrosine) -- Consumption"
"fpt94"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt95"	"Lactose -- Consumption"
"fpt96"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt97"	"Lipoic acid (Lipoate) -- Consumption"
"fpt98"	"Lithocholic acid -- Production"
"fpt99"	"Maltose -- Consumption"
"fpt100"	"Mannan -- Macromolecule"
"fpt101"	"Melibiose -- Consumption"
"fpt102"	"Menaquinone (Vitamin K2) -- Production"
"fpt103"	"Methanol -- Production"
"fpt104"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt105"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt106"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"fpt107"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt108"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt109"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt110"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt111"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt112"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt113"	"Nitrate (NO3-) -- Consumption"
"fpt114"	"Nitrite (NO2-) -- Consumption"
"fpt115"	"Oxaloacetate -- Consumption"
"fpt116"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt117"	"Pectin -- Macromolecule"
"fpt118"	"Pentanol -- Production"
"fpt119"	"Phenylacetate -- Production"
"fpt120"	"Phenylethylamine -- Production"
"fpt121"	"Polypeptide -- Macromolecule"
"fpt122"	"Propanoate (Propionate) -- Consumption"
"fpt123"	"Propanoate (Propionate) -- Production"
"fpt124"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt125"	"Putrescine -- Production"
"fpt126"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt127"	"Pyruvate -- Consumption"
"fpt128"	"Pyruvate -- Production"
"fpt129"	"Raffinose -- Consumption"
"fpt130"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt131"	"Riboflavin (Vitamin B2) -- Production"
"fpt132"	"Spermidine -- Production"
"fpt133"	"Stachyose -- Consumption"
"fpt134"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt135"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt136"	"Succinate -- Production"
"fpt137"	"Sucrose -- Consumption"
"fpt138"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt139"	"Tauro-b-muricholic acid -- Consumption"
"fpt140"	"Taurocholate -- Consumption"
"fpt141"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt142"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt143"	"Thiosulfate -- Consumption"
"fpt144"	"Trehalose -- Consumption"
"fpt145"	"Triglyceride -- Macromolecule"
"fpt146"	"Trimethylamine -- Production"
"fpt147"	"Tyramine -- Production"
"fpt148"	"Urea -- Consumption"
"fpt149"	"Urea -- Production"
"fpt150"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt151"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt152"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt153"	"Xylan -- Macromolecule"
