"ID"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"fpt95"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.37	0.09
"fpt96"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.37	0.09
"fpt97"	37.45	55.18	40.92	34.15	30.65	26.41	46.76	40.71	34.76
"fpt98"	0.1	0.03	0.01	0.03	0.06	0.01	0	0.13	0.06
"fpt99"	0	0	0	0	0	0	0	0	0.01
"fpt100"	0.46	0.06	0.2	0.09	0.16	0.11	0.09	0.53	0.17
"fpt101"	37.45	55.18	40.91	34.11	30.65	26.41	46.74	40.61	34.6
"fpt102"	3.43	3.73	2.33	3.22	3.36	0.93	1.1	1.57	6.81
"fpt103"	7.19	4.77	2.3	4.55	7.03	1.29	1.4	7.09	4.67
"fpt104"	0.87	0.01	0.06	0.11	0.06	0.06	0.01	0.03	0.23
"fpt105"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.01	0.09
"fpt106"	0	0	0	0	0	0	0	0.36	0
"fpt107"	10.87	4.01	3.04	4.15	3.85	1.36	1.53	2.3	10.01
"fpt108"	0.96	0.07	0.11	0.26	0.1	0.1	0.06	0.07	0.37
"fpt109"	0.72	0	0.13	0.2	0.17	0.07	0.04	0.01	1.06
"fpt110"	0.87	0.01	0.06	0.11	0.06	0.06	0.01	0.03	0.22
"fpt111"	0.86	0.06	0.11	0.14	0.07	0.23	0.14	0.03	0.29
"fpt112"	8.51	0.26	0.83	1.2	0.7	0.4	0.36	0.33	4.41
"fpt113"	1.07	0.09	0.24	0.17	0.21	0.13	0.11	0.8	0.4
"fpt114"	0	0	0.31	9.81	5.93	39.56	19	3.78	0.39
"fpt115"	33.2	51.18	37.46	29.93	26.85	25.23	45.29	38.29	24.97
"fpt116"	1.2	0.41	0.17	0.46	0.84	0.1	0.13	1.07	0.33
"fpt117"	0.14	0.04	0.17	0.03	0.14	0.06	0.09	0.62	0.1
"fpt118"	1.7	0.06	0.2	0.39	0.31	0.14	0.06	0.19	1.39
"fpt119"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.01	0.09
"fpt120"	0.87	0.01	0.06	0.11	0.06	0.06	0.01	0.03	0.22
"fpt121"	0.44	0.04	0.06	0.09	0.07	0.07	0.01	0.51	0.16
"fpt122"	0.11	0.04	0.01	0.04	0.09	0.01	0	0.14	0.07
"fpt123"	41.87	51.51	38.36	31.22	27.64	25.64	45.7	39.11	29.5
"fpt124"	0.87	0.01	0.06	0.11	0.06	0.06	0.01	0.06	0.22
"fpt125"	0.06	0.03	0.01	0.07	0.01	0.01	0	0.46	0.2
"fpt126"	0.77	0	0.13	0.21	0.17	0.07	0.04	0.03	1.09
"fpt127"	0.31	0.01	0.04	0.06	0.01	0.06	0.03	0.04	0.09
"fpt128"	42.88	55.24	40.45	34.15	30.7	26.44	46.71	40.38	34.97
"fpt129"	0	0	0	0	0	0	0	0	0.01
"fpt130"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.01	0.09
"fpt131"	0.07	0.06	0.04	0.11	0.03	0.03	0.03	0.04	0.07
"fpt132"	15.75	7.54	3.94	6.48	8.72	2.09	2.29	8.27	9.96
"fpt133"	0.04	0	0	0	0.04	0	0	0.03	0
"fpt134"	36.72	51.14	39.08	32.69	25.52	25.89	45.73	33.61	33.88
"fpt135"	37.42	55.15	40.48	33.9	30.58	26.44	46.66	40.31	34.29
"fpt136"	0.03	0	0	0	0	0	0	0.01	0
"fpt137"	0	0	0	0	0	0	0	0.36	0
"fpt138"	0.03	0	0	0	0	0	0	0.37	0
"fpt139"	0	0	0	0	0	0	0	0.36	0
"fpt140"	0	0	0	0	0	0	0	0.36	0
"fpt141"	0	0	0	0.04	0	0	0	0	0.14
"fpt142"	36.99	55.01	40.43	33.61	30.38	26.3	46.51	40.42	32.28
"fpt143"	0	0	0	0	0	0	0	0	0.01
"fpt144"	0.31	0.01	0.06	0.06	0.01	0.06	0.03	0.09	0.1
"fpt145"	0.87	0.01	0.06	0.11	0.06	0.06	0.01	0.03	0.23
"fpt146"	0.14	0.04	0.16	0.07	0.14	0.06	0.07	0.51	0.22
"fpt147"	2.15	3.73	2.17	2.93	3.12	0.84	1.04	1.54	5.54
"fpt148"	0.11	0.04	0.01	0.04	0.09	0.01	0	0.14	0.07
"fpt149"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.01	0.09
"fpt150"	0.31	0.01	0.04	0.06	0.01	0.06	0.01	0.01	0.09
"fpt151"	6.65	0.13	0.19	0.49	0.33	0.17	0.09	0.33	0.95
