| GRTS Cell Id,SITE_ID,SPARCS,BAT_ID,BAT_SP,AGE,SEX,REPRO_STAT,RFA_MM,MASS_G,NET_HT,SAMPLE,WING_SCORE,BAND,BAND_COLOR,BAND_NUMBR,BAND_ID,BAND_ARM,PIT_TAG,RADIO_FREQ,CAP_TIME,COMMENTS,SITE,LAT,LONG,ACCURACY,MONTH,DAY,YEAR,DATE,START_TIME,STOP_TIME,PROJECT,SITE_NAME,STATE,COUNTY,TYPE,EFFORT,HABITAT,SURVEYOR,PERMIT_NUM,EMAIL,S_COMMENTS,EFFORT_HRS,STATUS,FILE_NAME
115049,,,,Myotis leibii leibii,Adult,Female,Post Lactating,32,6,,,0,,,NCWRCA8190,,,,,22:39,,,,,,,,,7/23/2019,20:44,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Adult,Male,Scrotal,39,12.5,,,0,,,,,,,,0:37,captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,,,,,,,,,,,,,,,0:24,escaped; captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,42,12.5,,,0,,,,,,,,22:56,,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,41,10.5,,,0,,,,,,,,22:35,,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Adult,Male,Scrotal,40,,,,0,,,,,,,,23:33,"bat weight not given; bat went into shock, had to give CPR; captured in net F",,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Unknown,Male,Non-Reproductive,37,9.5,,,0,,,,,,,,21:05,captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Adult,Male,Scrotal,40,9.5,,,0,,,,,,,,22:30,captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Myotis septentrionalis,Juvenile,Male,Non-Reproductive,35,6.5,,,0,,,,,,,,0:34,captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Perimyotis subflavus,Juvenile,Male,Non-Reproductive,32,6.5,,,0,,,,,,,,0:12,mite marks on wings,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,20:45,escaped; captured in net F,,,,,,,,8/3/2011,20:40,0:37,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,,,,,,,,,,,,,,,0:40,escaped,,,,,,,,7/27/2013,21:00,1:30,,,North Carolina,,,,,,,,,,,
115049,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,22:31,Escaped from net,,,,,,,,8/1/2016,20:56,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,21:15,Escaped from bag,,,,,,,,8/1/2016,20:56,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Myotis leibii leibii,Unknown,Unknown,Unknown,,,,,,,,,,,,,22:39,Escaped from bag,,,,,,,,7/23/2019,20:44,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,47,18,,,0,Recapture,,NCWRCA1756,,,,,21:57,worn teeth,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,9,,,0,,,NCWRCA2879,,,,,22:13,,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,10,,,0,,,NCWRCA2881,,,,,21:14,LARGE testicles!,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,escaped,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,Female,,,,,,,,,,,,,,22:13,escaped,,,,,,,,8/3/2011,20:30,1:00,,,North Carolina,,,,,,,,,,,
115049,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,51,14,,,0,,,NCWRCA1752,,,,,21:25,,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,46,11,,,0,,,NCWRCA2356,,,,,0:25,,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,Adult,Male,Scrotal,40,8,,,0,,,NCWRCA2417,,,,,21:04,No wing punch taken,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,Male,,,,,,,,,,,,,,20:46,Escaped,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,Male,,,10,,,,,,,,,,,22:00,Escaped,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115049,,,,Lasiurus borealis,,,,,,,,,,,,,,,,20:51,Escaped,,,,,,,,8/1/2011,20:20,0:33,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115082,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,5/29/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2001,,,,,North Carolina,,,,,,,,,,,
115997,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Lasiurus cinereus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116038,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,7/18/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis septentrionalis,,,,,,,,,,,,,,,,,recorded as M. evotis,,,,,,,,7/18/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii rafinesquii,,,,,,,,,,,,,,,,,recorded as Plecotus rafinesquii,,,,,,,,8/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2001,,,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii rafinesquii,Adult,Male,Scrotal,43,8.75,,,0,,,NCWRCA3583,,,,,17:25,Left wing & right wing pinholes,,,,,,,,11/5/2018,17:20,17:51,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii rafinesquii,Adult,Female,Non-Reproductive,44,10.75,,,0,,,NCWRCA3582,,,,,17:25,,,,,,,,,11/5/2018,17:20,17:51,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii rafinesquii,Adult,Male,Scrotal,43,10,,,0,,,NCWRCA3581,,,,,16:16,Mites in ears,,,,,,,,11/6/2018,16:15,16:40,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,46,17,,,0,,,NCWRCA4714,,,,,22:15,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,11.75,,,0,,,NCWRCA3595,,,,,20:58,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,37,9,,,0,,,NCWRCA3585,,,,,23:58,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,41,12,,,0,,,NCWRCA3586,,,,,23:48,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,9.25,,,0,,,NCWRCA3587,,,,,23:22,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,43,12.25,,,0,,,NCWRCA3488,,,,,23:10,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,10,,,0,,,NCWRCA3589,,,,,22:44,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,9.75,,,0,,,NCWRCA3591,,,,,21:55,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,11,,,0,,,NCWRCA3592,,,,,21:40,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,9.5,,,0,,,NCWRCA3594,,,,,21:14,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,38,11.5,,,0,,,NCWRCA3590,,,,,22:44,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,38,10.75,,,0,,,NCWRCA3593,,,,,21:25,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Perimyotis subflavus,Juvenile,Male,Non-Reproductive,35,5.25,,,0,,,NCWRCA3584,,,,,23:58,,,,,,,,,8/15/2018,20:30,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,47,19.25,,,0,,,NC-WRCA4893,,,,,22:05,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,49,20.25,,,0,,,NC-WRCA4892,,,,,22:18,1 mm hole in R wing.,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,46,15,,,0,,,NC-WRCA4898,,,,,21:07,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,48,20,,,1,,,NC-WRCA4897,,,,,21:35,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,47,14.25,,,0,,,NC-WRCA4896,,,,,21:37,4 mm hole on R wing.,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Juvenile,Female,Non-Reproductive,48,21.25,,,0,,,NC-WRCA4895,,,,,21:37,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,49,18.5,,,1,,,NC-WRCA4894,,,,,21:49,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,40,11.5,,,0,,,NC-WRCA4060,,,,,22:32,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Female,Non-Reproductive,41,10.75,,,0,,,NC-WRCA4061,,,,,22:18,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,40,11.5,,,0,,,NC-WRCA4063,,,,,21:07,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,9.25,,,0,,,NC-WRCA4059,,,,,0:35,,,,,,,,,8/1/2017,20:50,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,46,16.5,,,0,,,NCWRC4798,,,,,21:20,,,,,,,,,7/12/2017,20:40,1:10,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Non-Reproductive,45,19,,,0,,,NCWRC4796,,,,,23:20,,,,,,,,,7/12/2017,20:40,1:10,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Post Lactating,49,18.5,,,0,,,NCWRC4797,,,,,22:20,,,,,,,,,7/12/2017,20:40,1:10,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Non-Reproductive,39,9,,,0,,,NCWRC4394,,,,,23:00,,,,,,,,,7/12/2017,20:40,1:10,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,47,15.5,,,0,,,NCWRCA1501,,,,,21:23,5 spots on right wing,,,,,,,,8/3/2011,20:55,0:40,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,46,23,,,0P,,,NCWRCA1504,,,,,22:09,hole in bottom left wing,,,,,,,,8/3/2011,20:55,0:40,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Juvenile,Male,Scrotal,39,9,,,0P,,,NCWRCA3064,,,,,23:05,huge holes in left wing,,,,,,,,8/3/2011,20:55,0:40,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Scrotal,40,7.5,,,0P,,,NCWRCA3065,,,,,23:30,"hole along bottom edge of right wing, some scarring",,,,,,,,8/3/2011,20:55,0:40,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Scrotal,,9,,,,,,,,,,,22:07,Euthanized because arm was seperated from shoulder,,,,,,,,8/3/2011,20:55,0:40,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,46,17.75,,,,,,NCWRCA4711,,,,,22:00,20 mm hole in right wing,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Non-Reproductive,46,12.25,,,,,,NCWRCA4712,,,,,20:52,"Injured finger, slight scarring, 2 mm hole right wing",,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,41,9.75,,,0,,,NCWRCA3578,,,,,21:10,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,13.25,,,,,,NCWRCA3575,,,,,22:08,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,39,9.5,,,0,,,NCWRCA3579,,,,,21:10,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,40,10.5,,,0,,,NCWRCA3573,,,,,0:11,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Male,Non-Reproductive,37,12.25,,,0,,,NCWRCA3576,,,,,21:50,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Pregnant,40,16.25,,,0,,,NCWRCA3574,,,,,23:13,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Non-Reproductive,36,9.5,,,0,,,NCWRCA3577,,,,,21:38,,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Unknown,Unknown,Unknown,,,,,,,,,,,,,21:38,Escaped from net,,,,,,,,5/23/2019,20:20,1:00,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii macrotis,Adult,Male,Scrotal,43.2,9,,,0,,,,,,,,21:10,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Corynorhinus rafinesquii macrotis,,,,,,,,,,,,,,,,21:20,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Female,Lactating,49.5,20,,,0,,,,,,,,23:05,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Eptesicus fuscus,Adult,Male,Scrotal,44.8,14.5,,,1,,,,,,,,23:40,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Lactating,39.4,12,,,0,,,,,,,,22:05,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Lactating,45.3,15,,,0,,,,,,,,0:40,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Lactating,43.4,15,,,0,,,,,,,,1:10,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Lactating,42.7,14,,,1,,,,,,,,23:30,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Myotis austroriparius,Adult,Male,Non-Reproductive,37,8,,,0,,,,,,,,23:05,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,34.5,9.5,,,0,,,,,,,,23:30,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,34.8,9.5,,,0,,,,,,,,23:30,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Female,Lactating,38,11,,,0,,,,,,,,23:55,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Non-Reproductive,33.9,9.5,,,0,,,,,,,,22:05,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Female,Lactating,37.4,13,,,0,,,,,,,,23:05,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,34.6,10,,,0,,,,,,,,21:30,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,37.8,11,,,0,,,,,,,,23:55,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,35,9,,,0,,,,,,,,23:50,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Female,Lactating,39.1,11,,,0,,,,,,,,23:55,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Nycticeius humeralis,Adult,Male,Scrotal,37,9,,,0,,,,,,,,1:25,,,,,,,,,6/23/2012,,,,,North Carolina,,,,,,,,,,,
116651,,,,Lasiurus borealis,Adult,Female,Lactating,42,11.5,,,1,,,,,,,,21:00,,,,,,,,,6/24/2012,,,,,North Carolina,,,,,,,,,,,
