"identifier"	"nutrient"	"fed"	"fed_unit"	"relative_fed"	"relative_unit"
"HDZ-015-S28"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-015-S28"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-015-S28"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-010-S23"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-010-S23"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-010-S23"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-010-S23"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-010-S23"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-010-S23"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-025-S17"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-025-S17"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-025-S17"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-025-S17"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-025-S17"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-025-S17"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-016-S21"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-016-S21"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-016-S21"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-016-S21"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-016-S21"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-016-S21"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-002-S93"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-002-S93"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-002-S93"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-002-S93"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-002-S93"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-002-S93"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-024-S19"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-024-S19"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-024-S19"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-024-S19"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-024-S19"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-024-S19"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-026-S15"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-026-S15"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-026-S15"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-026-S15"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-026-S15"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-026-S15"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-022-S31"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-022-S31"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-022-S31"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-022-S31"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-022-S31"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-022-S31"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-023-S20"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-023-S20"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-023-S20"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-023-S20"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-023-S20"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-023-S20"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-020-S12"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-020-S12"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-020-S12"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-020-S12"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-020-S12"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-020-S12"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-001-S231"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-001-S231"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-001-S231"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-001-S231"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-001-S231"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-001-S231"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-028-S16"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-028-S16"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-028-S16"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-028-S16"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-028-S16"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-028-S16"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-028-S36"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-028-S36"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-028-S36"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-028-S36"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-028-S36"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-028-S36"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-027-S32"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-027-S32"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-027-S32"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-027-S32"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-027-S32"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-027-S32"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-035-S185"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-035-S185"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-035-S185"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-035-S185"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-035-S185"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-035-S185"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-030-S37"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-030-S37"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-030-S37"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-030-S37"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-030-S37"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-030-S37"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-030-S6"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-030-S6"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-030-S6"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-030-S6"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-030-S6"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-030-S6"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-045-S49"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-045-S49"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-045-S49"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-045-S49"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-045-S49"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-045-S49"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-012-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-012-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-012-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-012-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-012-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-012-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-050-S232"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-050-S232"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-050-S232"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-050-S232"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-050-S232"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-050-S232"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-040-S187"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-040-S187"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-040-S187"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-040-S187"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-040-S187"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-040-S187"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-036-S94"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-036-S94"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-036-S94"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-036-S94"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-036-S94"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-036-S94"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-037-S186"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-037-S186"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-037-S186"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-037-S186"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-037-S186"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-037-S186"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-031-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-031-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-031-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-031-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-031-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-031-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-032-S46"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-032-S46"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-032-S46"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-032-S46"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-032-S46"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-032-S46"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-033-S43"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-033-S43"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-033-S43"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-033-S43"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-033-S43"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-033-S43"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-038-S45"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-038-S45"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-038-S45"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-038-S45"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-038-S45"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-038-S45"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-034-S44"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-034-S44"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-034-S44"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-034-S44"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-034-S44"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-034-S44"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-042-S188"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-042-S188"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-042-S188"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-042-S188"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-042-S188"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-042-S188"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-041-S53"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-041-S53"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-041-S53"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-041-S53"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-041-S53"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-041-S53"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-052-S50"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-052-S50"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-052-S50"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-052-S50"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-052-S50"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-052-S50"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-039-S33"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-039-S33"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-039-S33"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-039-S33"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-039-S33"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-039-S33"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-046-S48"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-046-S48"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-046-S48"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-046-S48"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-046-S48"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-046-S48"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-051-S54"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-051-S54"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-051-S54"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-051-S54"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-051-S54"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-051-S54"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-047-S190"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-047-S190"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-047-S190"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-047-S190"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-047-S190"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-047-S190"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-048-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-048-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-048-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-048-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-048-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-048-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-043-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-043-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-043-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-043-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-043-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-043-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-053-S191"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-053-S191"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-053-S191"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-053-S191"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-053-S191"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-053-S191"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-049-E1-S346"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-049-E1-S346"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-049-E1-S346"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-049-E1-S346"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-049-E1-S346"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-049-E1-S346"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-054-S192"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-054-S192"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-054-S192"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-054-S192"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-054-S192"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-054-S192"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-044-S189"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-044-S189"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-044-S189"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-044-S189"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-044-S189"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-044-S189"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-059-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-059-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-059-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-059-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-059-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-059-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-094-S66"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-094-S66"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-094-S66"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-094-S66"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-094-S66"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-094-S66"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-104-S69"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-104-S69"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-104-S69"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-104-S69"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-104-S69"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-104-S69"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-058-S63"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-058-S63"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-058-S63"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-058-S63"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-058-S63"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-058-S63"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-069-S193"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-069-S193"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-069-S193"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-069-S193"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-069-S193"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-069-S193"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-079-S25"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-079-S25"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-079-S25"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-079-S25"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-079-S25"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-079-S25"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-064-S2"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-064-S2"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-064-S2"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-064-S2"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-064-S2"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-064-S2"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-078-S27"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-078-S27"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-078-S27"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-078-S27"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
