sampleID	alias	collection	subject	seqrun	barcode	tech_replicates	kit	flow_cell	flow_cell_id	protocol_group_id	ster_mgpml	ster_dose_ml	ster_npday	ster_mgpday	diet_trial	location	med_type	med_name	mgpml	dose_ml	dose_npday	mg_p_day	warble_cycle	access	culi_trial	bristol_min	bristol_max	bristol_mean	note_type	note_detail
hdz-371	hdz-371-s217	2024-04-04	warble	hdz10	barcode10	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	estrus	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-369	hdz-369-s215	2024-04-05	warble	hdz10	barcode08	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	estrus	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-369	hdz-369-s215	2024-04-05	warble	hdz10	barcode08	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-372	hdz-372-s218	2024-04-06	culi	hdz10	barcode11	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	3	4	3.5	none	none
hdz-363	hdz-363-s209	2024-04-10	culi	hdz10	barcode02	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	3	6	4.5	none	none
hdz-364	hdz-364-s210	2024-04-12	culi	hdz10	barcode03	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	3	4	3.5	none	none
hdz-365	hdz-365-s211	2024-04-13	culi	hdz10	barcode04	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	3	4	3.5	none	none
hdz-366	hdz-366-s212	2024-04-13	warble	hdz10	barcode05	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-357	hdz-357-s180	2024-04-14	culi	hdz8	barcode19	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	3	6	4.5	none	none
hdz-358	hdz-358-s181	2024-04-15	culi	hdz8	barcode20	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-359	hdz-359-s182	2024-04-15	warble	hdz8	barcode21	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	together	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-352	hdz-352-s176	2024-04-16	culi	hdz8	barcode15	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	4	3.5	none	none
hdz-351	hdz-351-s175	2024-04-16	warble	hdz8	barcode14	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-354	hdz-354-s177	2024-04-19	culi	hdz8	barcode16	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	6	4.5	none	none
hdz-367	hdz-367-s213	2024-04-19	warble	hdz10	barcode06	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-361	hdz-361-s184	2024-04-20	culi	hdz8	barcode23	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	6	4.5	none	none
hdz-355	hdz-355-s178	2024-04-20	warble	hdz8	barcode17	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-360	hdz-360-s183	2024-04-22	warble	hdz8	barcode22	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-368	hdz-368-s214	2024-04-24	culi	hdz10	barcode07	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-362	hdz-362-s208	2024-04-25	culi	hdz10	barcode01	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	6	4.5	none	none
hdz-356	hdz-356-s179	2024-04-26	warble	hdz8	barcode18	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-437	hdz-437-s253	2024-05-04	culi	hdz11	barcode23	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	antibiotic	Metronidazole	250	0.05	1	12.5	pregnant	NA	steroid_probiotic_oat	4	6	5	none	none
hdz-432	hdz-432-s228	2024-05-04	warble	hdz10	barcode21	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-433	hdz-433-s229	2024-05-07	culi	hdz10	barcode22	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-431	hdz-431-s227	2024-05-07	warble	hdz10	barcode20	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-426	hdz-426-s226	2024-05-08	culi	hdz10	barcode19	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	6	4.5	none	none
hdz-425	hdz-425-s225	2024-05-08	warble	hdz10	barcode18	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-434	hdz-434-s230	2024-05-09	culi	hdz10	barcode23	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	6	4.5	none	none
hdz-424	hdz-424-s224	2024-05-13	warble	hdz10	barcode17	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-166	hdz-166-s197	2024-05-14	culi	hdz9	barcode13	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	3	5	4	none	none
hdz-165	hdz-165-s196	2024-05-14	warble	hdz9	barcode12	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-214	hdz-214-s251	2024-06-02	warble	hdz11	barcode21	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-189	hdz-189-s200	2024-06-06	warble	hdz9	barcode16	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-160	hdz-160-s242	2024-06-10	warble	hdz11	barcode12	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-164	hdz-164-s195	2024-06-13	warble	hdz9	barcode11	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-423	hdz-423-s223	2024-06-17	warble	hdz10	barcode16	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-420	hdz-420-s207	2024-06-19	warble	hdz9	barcode23	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-178	hdz-178-s199	2024-06-20	warble	hdz9	barcode15	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-416	hdz-416-s220	2024-06-21	warble	hdz10	barcode13	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-417	hdz-417-s221	2024-06-23	warble	hdz10	barcode14	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-415	hdz-415-s206	2024-06-24	warble	hdz9	barcode22	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	pregnant	NA	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-212	hdz-212-s250	2027-03-27	warble	hdz11	barcode20	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	0	0	0	0	NA	NA	none	none	0	0	0	0	not_estrus	NA	NA	NA	NA	NA	none	none
