"ID"	"hdz.013"	"hdz.014"	"hdz.021"	"hdz.011"	"hdz.010"	"hdz.016"	"hdz.026"	"hdz.024"	"hdz.020"	"hdz.035"	"hdz.040"	"hdz.047"	"hdz.054"	"hdz.069"	"hdz.064"	"hdz.063"	"hdz.057"	"hdz.071"	"hdz.065"	"hdz.187"	"hdz.184"	"hdz.181"	"hdz.180"	"hdz.167"	"hdz.060"	"hdz.174"	"hdz.163"	"hdz.098"	"hdz.102"	"hdz.097"	"hdz.087"	"hdz.085"	"hdz.192"	"hdz.264"	"hdz.258"	"hdz.274"	"hdz.252"	"hdz.249"	"hdz.240"	"hdz.272"	"hdz.250"	"hdz.270"	"hdz.273"	"hdz.262"	"hdz.271"	"hdz.203"	"hdz.266"	"hdz.394"	"hdz.196"	"hdz.235"	"hdz.198"	"hdz.326"	"hdz.330"	"hdz.318"	"hdz.317"	"hdz.308"	"hdz.314"	"hdz.319"	"hdz.324"	"hdz.305"	"hdz.310"	"hdz.320"	"hdz.301"	"hdz.241"	"hdz.327"	"hdz.236"	"hdz.230"	"hdz.222"	"hdz.398"	"hdz.339"	"hdz.321"	"hdz.221"	"hdz.408"	"hdz.219"	"hdz.220"	"hdz.392"	"hdz.229"	"hdz.405"	"hdz.350"	"hdz.224"	"hdz.215"	"hdz.227"	"hdz.226"	"hdz.388"	"hdz.352"	"hdz.354"	"hdz.361"	"hdz.452"	"hdz.426"	"hdz.442"	"hdz.445"	"hdz.311"
"txid604330"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	1	1	1	1	1	2	4	0	1	0	3	2	1	0	1	0	1	1	0	0	0	1	1	0	0	2	0	0	1	0	1	1	2	0	0	1	1	1	0	0	1	2	37	0	1	0	2	1	0	0	3	2	3	0	1	0	0	2	1	0	0
"txid2003188"	1	2	0	1	2	2	4	1	4	6	2	3	5	2	0	2	10	2	0	2	1	3	6	1	1	2	2	2	0	4	3	0	1	1	2	4	1	0	1	2	8	14	2	7	7	1	1	16	8	1	3	6	3	4	10	0	6	2	2	7	2	2	2	5	0	0	4	1	0	9	2	2	2	9	1	14	3	5	10	0	3	6	1	20	3	0	5	2	2	4	0	3
"txid1871031"	1	2	0	0	0	1	1	1	4	2	0	0	2	4	0	11	16	2	0	1	0	0	1	0	0	1	0	0	0	2	3	0	1	0	0	2	1	0	1	0	1	3	2	2	3	1	3	0	2	0	0	1	0	0	0	0	0	0	0	5	0	2	0	1	1	1	1	0	3	2	1	1	0	2	0	0	0	1	0	0	0	1	0	6	0	0	0	0	1	2	0	1
"txid147207"	10	7	0	1	4	34	5	1	42	10	11	6	26	4	1	19	25	6	22	1	2	1	4	13	6	6	14	19	1	18	7	5	5	4	6	14	0	1	16	2	12	28	3	22	77	4	5	6	8	6	3	10	20	8	10	1	10	10	4	14	8	7	4	46	7	4	25	5	14	9	1	2	6	32	1	16	12	15	9	1	2	33	3	42	5	3	2	0	5	0	1	4
"txid742742"	7	3	0	1	1	11	3	0	10	4	4	3	7	1	0	1	3	4	10	2	2	1	1	4	2	1	5	2	1	2	2	2	1	0	7	0	0	0	2	1	9	7	3	10	21	0	2	6	4	1	1	2	4	1	1	2	8	1	1	4	5	2	2	7	2	2	3	1	1	2	0	3	0	3	1	6	5	4	11	1	0	2	3	13	3	0	0	0	0	0	1	4
"txid1870987"	4	3	0	0	2	16	3	2	11	6	2	1	8	1	2	3	3	5	10	1	1	0	3	5	3	1	6	1	3	10	3	0	4	1	6	5	8	2	8	1	8	14	3	11	19	1	4	4	5	1	1	6	7	3	2	1	5	4	0	7	2	3	0	12	1	4	5	4	7	5	1	3	5	105	1	14	5	3	3	2	0	16	1	20	5	5	2	0	9	0	1	2
"txid1411144"	3	1	1	0	0	19	6	11	37	26	8	21	21	15	3	12	9	3	11	11	8	3	7	8	33	6	21	18	8	6	18	11	4	5	17	10	2	0	0	58	58	42	34	13	34	6	17	4	1	2	25	7	19	4	6	16	76	5	12	16	25	18	41	11	10	6	10	4	35	3	0	15	8	15	13	2	12	21	15	7	12	4	5	21	0	0	0	0	6	0	0	8
"txid246787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	1	0	0
"txid1912896"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	3	1	1	2	0	1	0	0	0	1	0	3	4	0	0	18	1	2	1	3	4	8	0	2	0	0	6	0	0	0	1	2	7	0	0	0	1	0	0	0	0	0	4	0	0	0	0	7	0	1	2
"txid1903262"	12	9	3	1	3	39	40	13	95	59	34	37	49	71	15	46	38	44	72	67	47	32	61	33	134	33	112	53	20	16	58	44	15	11	42	39	9	18	24	155	151	132	76	46	141	39	52	19	16	20	62	25	59	37	38	52	43	31	46	40	59	44	120	42	26	22	42	52	67	13	3	57	11	33	29	8	34	112	81	52	52	46	31	112	0	0	0	0	5	0	0	29
"txid28116"	2	0	0	0	0	0	2	0	0	0	2	2	0	1	2	1	3	2	4	3	3	1	1	2	6	1	9	2	0	0	2	0	1	1	1	0	0	0	1	4	1	3	4	1	6	2	5	0	0	0	6	1	6	6	0	0	28	1	1	1	1	3	6	0	1	0	2	6	0	0	0	0	13	22	0	0	2	7	1	5	0	0	0	5	0	0	0	0	16	0	5	1
"txid1236512"	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	3	0	4	4	2	4	0	1	10	1	3	0	1	0	0	1	0	2	1	0	2	4	0	3	1	2	0	1	2	1	3	1	1	0	2	0	1	0	2	0	2	0	0	0	0	0	1	2	0	0	0	1	3	0	0	1	8	10	2	0	0	0	2	5	0	0	0	1	0	0	0	0	0	0	0	1
"txid818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	35	0
"txid820"	1	1	0	1	0	7	4	4	11	9	6	7	5	8	15	5	10	9	21	19	11	9	14	9	31	3	12	3	4	1	5	6	1	1	6	6	7	13	1	15	21	14	10	5	23	6	32	16	7	2	12	5	9	2	20	5	27	6	2	4	12	2	8	4	1	0	5	12	15	2	0	6	39	46	11	0	3	10	11	27	8	3	5	12	0	0	0	0	62	0	0	7
"txid1841865"	0	0	0	0	0	0	1	0	2	3	2	1	1	3	1	1	0	1	2	2	1	0	0	1	4	0	2	2	0	0	2	1	1	1	2	0	0	0	1	2	6	3	2	1	7	3	2	0	0	0	1	0	2	0	0	1	1	0	0	2	0	1	2	0	2	1	1	0	3	0	0	2	1	0	2	0	3	4	1	0	1	0	1	7	0	0	0	0	0	0	0	0
"txid435590"	13	1	0	0	0	0	1	0	0	0	1	4	2	5	2	2	4	2	5	3	2	2	1	2	9	1	6	1	4	0	0	0	0	2	1	0	1	0	1	4	0	3	5	1	2	0	1	0	0	0	1	0	2	1	0	0	15	0	2	3	1	3	8	1	1	2	1	5	0	0	0	0	3	46	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	4
"txid487174"	2	0	1	0	1	1	0	1	2	3	2	2	1	1	4	1	1	2	1	2	2	2	1	0	5	1	4	0	0	1	2	2	1	0	0	1	1	4	0	1	2	0	0	1	1	3	0	1	3	0	4	1	1	3	2	2	2	4	1	2	2	3	6	0	1	3	2	6	5	0	1	1	4	7	2	0	2	0	1	2	0	0	1	2	0	0	0	0	0	4	2	2
"txid397865"	23	6	23	1	5	15	18	26	27	24	20	41	18	27	17	12	18	18	26	22	44	9	14	28	31	16	18	17	11	5	17	5	5	4	11	19	12	11	4	55	40	15	33	7	22	22	62	5	10	6	17	15	18	11	10	20	41	8	12	5	21	10	44	13	4	13	12	22	14	2	1	8	34	13	9	0	2	17	13	9	10	3	9	7	0	0	0	1	11	60	62	15
"txid2518971"	9	3	2	1	4	3	8	2	10	4	12	2	8	6	3	6	17	7	7	8	8	5	6	4	17	2	12	3	2	4	5	3	4	1	2	2	5	2	4	3	14	11	1	2	12	5	4	1	2	3	5	4	11	5	1	3	4	2	4	6	8	5	17	1	5	4	5	3	0	3	0	5	8	13	2	0	6	13	5	2	10	3	3	16	0	1	0	0	3	0	1	4
"txid2530391"	3	4	3	1	2	2	6	3	11	10	8	3	4	6	17	2	8	11	8	34	28	24	53	20	44	17	8	3	11	3	1	3	4	10	2	2	33	34	10	3	8	3	7	2	19	8	15	19	19	3	32	10	28	38	22	17	16	21	29	27	32	43	104	4	9	4	14	47	75	11	3	25	165	136	24	0	10	64	46	23	16	9	30	43	0	1	2	0	392	0	0	22
"txid2530390"	1	1	1	0	0	1	1	0	0	1	1	3	0	0	8	1	0	1	1	1	1	1	0	1	3	0	0	0	3	0	1	0	0	3	0	0	27	19	5	0	1	0	2	0	8	5	5	8	10	4	15	9	12	20	10	8	5	18	14	11	11	24	47	0	2	2	8	27	41	7	1	10	57	43	11	1	2	28	30	10	11	4	17	22	0	0	0	0	91	2	2	10
"txid1796646"	1	1	0	0	1	0	1	0	1	2	0	1	0	1	1	0	3	2	0	0	0	1	1	0	2	1	0	1	0	0	2	2	0	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	0	0	2	1	0	1	0	2	2	1	0	1	2	4	0	0	1	1	1	0	1	0	0	1	0	0	0	0	5	0	0	0
"txid2094151"	12	6	5	3	9	7	17	12	36	16	24	5	14	6	2	8	10	7	6	11	13	13	13	9	19	9	8	5	2	4	8	6	5	0	4	6	9	6	5	10	15	8	7	5	26	3	15	4	6	2	14	4	17	17	9	11	14	10	10	17	16	11	43	9	15	6	6	8	12	5	1	8	14	20	8	0	13	30	20	14	6	4	11	40	1	0	2	0	15	0	0	16
"txid2606626"	3	2	3	2	2	3	4	4	11	3	9	7	4	5	0	3	3	5	1	6	6	3	5	3	6	1	1	4	0	0	2	1	1	0	3	1	1	1	1	3	5	1	2	2	5	1	2	2	1	2	3	1	4	2	5	3	4	3	2	4	2	1	9	1	6	2	0	1	4	2	1	3	3	3	1	0	1	3	6	3	3	1	2	5	0	0	0	0	2	0	0	3
"txid2042309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	1	5	0	1	1	1	0	0	1	0	0	1	1	0	0	0	4	3	6	5	0	14	8	1	0	0	0	2	0	2	1	2	0	1	0	1	0	1	2	2	2	0	0	0	2	1	0	0	0	25	21	0	0	0	1	3	2	2	0	0	2	0	0	0	0	30	0	0	1
"txid28118"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	8	2	7	6	9	1	1	1	5	0	0	1	0	1	1	0	1	4	0	6	2	6	1	3	10	4	2	1	0	1	5	0	0	1	3	2	1	1	1	0	1	2	4	3	1	0	0	1	1	0	0	0	12	21	0	0	1	2	1	2	7	1	0	4	0	0	0	0	27	0	0	0
"txid1841864"	39	37	21	21	14	26	24	20	36	34	28	43	23	16	21	10	17	38	18	45	41	35	32	35	30	18	51	26	29	13	24	20	36	23	18	22	27	31	31	32	43	26	19	27	36	15	15	23	23	26	51	21	33	46	16	31	27	24	22	32	38	38	30	12	38	34	16	16	31	16	15	20	17	41	29	4	11	38	61	41	17	18	15	42	18	12	13	0	33	36	36	29
"txid1870999"	11	9	8	12	5	8	4	5	12	26	8	20	13	9	7	2	3	8	10	25	17	7	14	8	11	10	15	16	6	6	20	12	26	12	3	13	12	9	23	11	16	11	8	10	9	14	8	10	9	11	18	10	10	15	13	10	4	10	8	7	7	7	4	6	15	12	8	5	9	6	4	5	8	5	9	1	3	10	10	4	6	3	15	7	20	9	13	1	11	18	26	6
"txid305719"	20	16	13	13	12	22	17	21	42	32	25	27	26	16	14	7	10	25	13	30	22	28	19	23	34	18	24	18	7	10	19	9	31	17	12	16	13	14	25	30	44	22	17	18	40	21	17	8	15	21	28	7	26	26	18	14	10	15	10	20	19	18	20	29	23	42	15	13	31	11	7	15	13	11	19	4	3	28	24	12	8	3	14	32	21	13	20	0	21	22	21	15
"txid873513"	60	39	34	33	27	86	61	92	198	174	135	149	234	177	134	116	102	122	122	208	224	114	211	175	304	162	204	200	186	90	197	122	171	94	159	113	81	189	179	288	490	255	226	152	363	169	195	79	117	119	236	97	198	121	180	122	167	85	99	118	144	184	164	148	114	129	128	120	205	64	60	103	104	262	126	11	63	163	124	47	122	53	153	258	36	25	26	2	191	30	46	66
"txid537011"	26	5	0	0	0	0	10	0	0	5	38	33	10	29	1	29	72	174	93	210	242	157	146	70	274	87	40	7	3	4	11	84	5	4	22	15	0	0	29	30	33	34	27	49	38	10	112	25	125	71	114	67	196	158	39	130	314	91	70	105	130	78	173	13	84	39	87	96	32	9	0	0	0	0	170	1	5	45	54	179	24	5	47	140	0	0	0	1	0	118	104	94
"txid2801997"	1	0	0	0	0	0	1	0	0	1	1	0	5	1	1	1	1	1	0	2	3	1	1	1	1	1	4	0	1	1	0	0	0	0	1	0	1	0	3	0	3	1	1	2	3	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
"txid1776379"	3	1	3	2	1	3	2	0	4	4	1	9	6	4	3	1	2	6	2	5	4	5	4	3	5	2	1	3	1	3	4	4	4	5	1	3	2	4	8	5	5	0	3	2	4	2	1	3	2	2	4	1	4	6	2	1	2	0	2	3	1	2	0	1	3	4	3	2	6	1	1	3	3	4	7	0	1	5	2	0	1	0	3	5	6	3	3	0	5	2	3	1
"txid840"	3	2	2	1	2	3	2	4	4	9	2	8	7	5	4	1	2	6	7	11	8	6	4	7	5	5	7	15	2	4	5	4	9	10	13	6	4	8	13	4	4	7	8	7	3	14	2	2	3	8	8	5	6	8	6	2	2	6	5	4	5	6	1	6	5	9	8	2	7	2	4	3	2	1	5	1	2	5	2	1	1	1	5	7	5	13	7	0	6	14	17	3
"txid439703"	1	1	1	0	0	1	2	0	1	1	1	1	7	4	1	1	3	2	2	3	4	1	0	2	2	2	2	4	0	1	1	0	0	2	2	1	0	3	2	3	5	3	3	4	1	2	1	0	1	1	2	0	0	2	2	1	0	1	2	0	1	3	0	1	2	3	1	1	4	0	0	0	0	2	1	0	1	1	3	0	2	0	1	4	1	1	0	0	6	0	3	0
"txid2479840"	43	37	44	44	36	43	37	40	63	82	50	68	58	50	52	23	27	65	30	100	57	64	60	47	68	38	68	84	42	43	85	50	108	40	56	44	40	76	101	65	85	61	59	52	51	59	38	39	37	60	77	43	55	57	59	45	17	56	49	50	38	70	42	46	68	92	36	46	66	28	40	34	31	44	61	8	12	53	46	13	33	12	77	65	61	29	48	2	43	41	79	36
"txid1676614"	1031	765	1008	1125	750	895	847	932	1000	1136	754	1157	866	538	857	283	390	1052	745	1598	1243	1163	1445	870	940	966	878	1513	655	543	1173	762	1761	1031	1047	852	628	790	1857	1128	920	792	988	970	1071	1072	774	855	680	1132	1224	1005	889	1113	936	943	242	998	1070	1051	739	1238	540	764	1624	1589	786	692	1085	434	566	344	506	234	862	169	262	791	549	355	567	313	1640	879	1291	905	994	6	922	1213	2064	725
"txid1852370"	105	95	95	66	46	96	79	139	288	87	101	91	57	58	23	44	32	55	47	35	51	35	72	49	56	26	85	31	21	21	51	23	56	32	39	42	21	34	51	102	155	78	81	87	143	40	65	35	41	43	82	35	84	65	55	49	88	49	32	85	142	87	102	33	68	74	58	49	59	29	29	58	14	31	64	20	41	129	153	68	46	14	43	171	64	21	45	0	47	25	54	74
"txid742725"	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	1	1	3	3	1	2	4	1	8	0	2	0	1	1	1	1	1	1	2	1	0	0	1	1	0	5	1	1	5	3	2	1	0	0	0	0	4	2	1	0	1	1	2	2	2	3	4	1	1	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"txid1871023"	4	1	3	0	2	4	1	4	5	5	5	7	3	4	3	4	1	1	4	4	6	2	2	3	6	4	3	1	5	0	5	1	1	2	2	2	3	4	1	12	6	3	9	3	4	4	10	0	2	1	2	1	5	0	1	5	8	2	2	1	4	2	7	4	1	2	4	4	0	1	0	1	9	4	2	0	0	3	3	0	2	1	3	0	0	0	0	0	3	14	9	2
"txid823"	6	2	3	1	0	9	5	4	20	16	10	21	10	7	10	12	24	32	24	25	19	13	21	29	53	19	23	10	7	4	7	11	4	3	1	6	14	17	1	23	18	21	12	8	23	7	24	31	16	6	15	9	18	15	39	11	25	8	3	3	15	9	17	11	2	3	10	18	16	11	2	22	36	74	58	2	5	18	17	74	8	10	10	24	0	0	0	0	29	0	1	13
"txid574930"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"txid387661"	1	1	0	0	0	2	1	4	4	2	2	0	0	2	2	0	3	0	2	0	1	1	2	1	1	1	3	0	3	0	1	1	1	0	0	1	3	13	0	4	6	0	2	1	2	0	1	1	0	0	2	0	3	2	0	0	5	0	2	0	1	0	1	3	0	3	1	1	1	0	0	1	2	8	0	0	1	3	1	1	2	1	0	1	0	0	0	0	4	0	0	0
"txid46503"	70	47	43	19	19	155	60	103	192	113	82	129	86	106	154	97	76	73	86	61	69	48	68	67	131	51	125	68	182	27	72	45	42	47	49	81	189	322	10	170	170	139	91	58	179	42	83	26	11	18	78	33	87	65	27	53	228	32	44	45	85	51	94	51	25	20	82	59	51	15	3	53	149	437	51	8	45	110	113	92	58	23	19	138	0	0	2	1	139	0	0	58
"txid1140002"	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	5	2	2	3	2	1	0	1	1	2	4	2	0	0	1	7	0	2	0	0	1	0	0	1	1	6	2	3	0	2	3	3	4	0	0	0	2	1	2	1	0	1	6	3	1	0	0	3	5	0	1	0	3	0	2	1	0	3	1	0	15	0	0	0	0	0	6	1	0	0	2	0	30	4	2	0	0
"txid1351"	2	2	1	0	2	3	2	0	0	0	1	5	1	0	0	4	2	2	0	1	0	1	1	0	1	1	1	1	0	0	2	0	2	0	0	3	1	1	0	1	1	2	3	1	0	0	2	1	0	1	0	3	0	0	0	0	5	3	1	1	0	0	2	0	1	0	1	2	0	0	0	1	4	2	0	2	3	0	1	1	0	3	2	0	0	1	0	15	0	0	0	0
"txid160453"	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	1	0	2	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	2	0	1	1	1	2	0	1	3	5	1	0	2	0	3	1	2	0	0	0	2	3	1	1	0	4	4	0	0	1	4	0	0	1	0	0	2	0	7	0	0	0	0	0	1	2	0	1	1	0	9	0	0	0	0
"txid768486"	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	56	19	0	1	2	2	16	47	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
"txid1363"	1	1	0	0	2	14	2	0	0	0	0	0	0	1	0	2	1	3	0	1	0	0	1	2	1	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	1	0	0	7	1	0	0	0	2	0	1	1	0	1	2	1	1	1	0	1	0	0	0	0	0	1	0	6	0	0	1	0	0	1	1	2	0	6	0	3	3	0	0	0
"txid759821"	3	2	1	0	2	3	4	1	3	2	2	4	2	5	5	5	1	1	5	7	6	2	7	7	4	6	4	4	9	1	2	4	3	3	4	8	5	1	3	2	3	2	3	6	4	5	3	3	3	6	5	6	5	10	2	4	4	7	3	2	6	4	4	4	1	2	2	6	4	1	2	5	11	31	3	1	7	6	4	9	4	3	0	2	0	0	0	0	16	1	0	4
"txid1347366"	0	1	35	6	0	1	0	8	0	0	15	0	1	0	1	1	1	0	4	5	8	2	0	0	0	0	0	0	0	0	0	0	1	1	92	6	0	0	0	29	0	28	3	4	2	0	26	0	0	0	2	17	7	1	0	639	28	0	1	1	98	24	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	522	180	0	0	0	0	0	1	0	1	0	0	10	97
