"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-236-S283"	"hdz13"	7	7	"HDZ-236-E1"	NA	NA	NA	NA	7588	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-236"	"HDZ Loris DNA Extracts Box 5"	""	49	"HDZ Keepers"	""	2024-02-27	"Culi"	"yes"
"HDZ-374-S284"	"hdz13"	8	8	"HDZ-374-E1"	NA	NA	NA	NA	1558	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-374"	"HDZ Loris DNA Extracts Box 5"	""	56	"HDZ Keepers"	""	2024-04-22	"Warble"	"yes"
"HDZ-375-S285"	"hdz13"	9	9	"HDZ-375-E1"	NA	NA	NA	NA	3709	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-375"	"HDZ Loris DNA Extracts Box 5"	""	36	"HDZ Keepers"	""	2024-04-05	"Culi"	"yes"
"HDZ-376-S286"	"hdz13"	10	10	"HDZ-376-E1"	NA	NA	NA	NA	5403	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-376"	"HDZ Loris DNA Extracts Box 5"	""	48	"HDZ Keepers"	"Warble and Culi resting together"	2024-04-03	"Warble"	"yes"
"HDZ-377-S287"	"hdz13"	11	11	"HDZ-377-E1"	NA	NA	NA	NA	5763	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-377"	"HDZ Loris DNA Extracts Box 5"	""	38	"HDZ Keepers"	"Warble and Culi resting together"	2024-04-03	"Culi"	"yes"
"HDZ-378-S288"	"hdz13"	12	12	"HDZ-378-E1"	NA	NA	NA	NA	7980	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-378"	"HDZ Loris DNA Extracts Box 5"	""	14	"HDZ Keepers"	""	2024-04-06	"Warble"	"yes"
"HDZ-379-S289"	"hdz13"	13	13	"HDZ-379-E1"	NA	NA	NA	NA	8380	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-379"	"HDZ Loris DNA Extracts Box 5"	""	57	"HDZ Keepers"	""	2024-04-12	"Warble"	"yes"
"HDZ-380-S290"	"hdz13"	14	14	"HDZ-380-E1"	NA	NA	NA	NA	7712	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-22	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-380"	"HDZ Loris DNA Extracts Box 5"	""	15	"HDZ Keepers"	""	2024-04-23	"Warble"	"yes"
"HDZ-422-S291"	"hdz13"	15	15	"HDZ-422-E1"	NA	NA	NA	NA	833	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-422"	"HDZ Loris DNA Extracts Box 4"	""	107	"HDZ Keepers"	""	2024-06-16	"Warble"	"yes"
"HDZ-430-S292"	"hdz13"	16	16	"HDZ-430-E1"	NA	NA	NA	NA	5331	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-430"	"HDZ Loris DNA Extracts Box 5"	""	100	"HDZ Keepers"	""	2024-05-11	"Culi"	"yes"
"HDZ-440-S293"	"hdz13"	17	17	"HDZ-440-E1"	NA	NA	NA	NA	8079	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-440"	"HDZ Loris DNA Extracts Box 5"	""	52	"HDZ Keepers"	""	2024-05-09	"Warble"	"yes"
"HDZ-442-S294"	"hdz13"	18	18	"HDZ-442-E1"	NA	NA	NA	NA	7572	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-442"	"HDZ Loris DNA Extracts Box 5"	""	66	"HDZ Keepers"	""	2024-05-12	"Culi"	"yes"
"HDZ-443-S295"	"hdz13"	19	19	"HDZ-443-E1"	NA	NA	NA	NA	7403	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-443"	"HDZ Loris DNA Extracts Box 5"	""	45	"HDZ Keepers"	""	2024-05-12	"Warble"	"yes"
"HDZ-444-S296"	"hdz13"	20	20	"HDZ-444-E1"	NA	NA	NA	NA	4613	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-444"	"HDZ Loris DNA Extracts Box 5"	""	51	"HDZ Keepers"	""	2024-05-10	"Culi"	"yes"
"HDZ-445-S297"	"hdz13"	21	21	"HDZ-445-E1"	NA	NA	NA	NA	9358	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-15	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-445"	"HDZ Loris DNA Extracts Box 5"	""	91	"HDZ Keepers"	""	2024-05-13	"Culi"	"yes"
"HDZ-448-S298"	"hdz13"	22	22	"HDZ-448-E1"	NA	NA	NA	NA	9821	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-15	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-448"	"HDZ Loris DNA Extracts Box 5"	""	99	"HDZ Keepers"	""	2024-05-01	"Warble"	"yes"
"HDZ-449-S299"	"hdz13"	23	23	"HDZ-449-E1"	NA	NA	NA	NA	12009	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-15	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-449"	"HDZ Loris DNA Extracts Box 5"	""	9.8	"HDZ Keepers"	""	2024-04-30	"Warble"	"yes"
"PL-NTC-013-CTRL"	"hdz13"	24	24	"PL-NTC-013-E1"	NA	NA	NA	NA	29	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-095-S300"	"hdz14"	1	1	"HDZ-095-E1"	NA	NA	NA	NA	13793	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-095"	"HDZ Loris DNA Extracts Box 6"	""	27	"HDZ Keepers"	""	2023-10-26	"Warble"	"yes"
"HDZ-158-S301"	"hdz14"	2	2	"HDZ-158-E1"	NA	NA	NA	NA	10460	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-158"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-07-16	"Warble"	"no"
"HDZ-159-S302"	"hdz14"	3	3	"HDZ-159-E1"	NA	NA	NA	NA	12572	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-159"	"HDZ Loris DNA Extracts Box 6"	""	22	"HDZ Keepers"	""	2024-07-02	"Warble"	"yes"
"HDZ-171-S303"	"hdz14"	4	4	"HDZ-171-E1"	NA	NA	NA	NA	12359	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-171"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-06-28	"Warble"	"yes"
"HDZ-172-S304"	"hdz14"	5	5	"HDZ-172-E1"	NA	NA	NA	NA	4313	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-172"	"HDZ Loris DNA Extracts Box 6"	""	76	"HDZ Keepers"	""	2024-06-29	"Warble"	"yes"
"HDZ-237-S305"	"hdz14"	6	6	"HDZ-237-E1"	NA	NA	NA	NA	7988	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-237"	"HDZ Loris DNA Extracts Box 6"	""	54	"HDZ Keepers"	""	2024-02-08	"Warble"	"yes"
"HDZ-238-S306"	"hdz14"	7	7	"HDZ-238-E1"	NA	NA	NA	NA	3875	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-238"	"HDZ Loris DNA Extracts Box 6"	""	81	"HDZ Keepers"	""	2024-02-06	"Culi"	"yes"
"HDZ-239-S307"	"hdz14"	8	8	"HDZ-239-E1"	NA	NA	NA	NA	9263	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-239"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-02-05	"Warble"	"yes"
"HDZ-268-S308"	"hdz14"	9	9	"HDZ-268-E1"	NA	NA	NA	NA	5447	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-268"	"HDZ Loris DNA Extracts Box 6"	""	50	"HDZ Keepers"	""	2024-01-08	"Warble"	"yes"
"HDZ-269-S309"	"hdz14"	10	10	"HDZ-269-E1"	NA	NA	NA	NA	7843	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-269"	"HDZ Loris DNA Extracts Box 6"	""	1.8	"HDZ Keepers"	""	2024-01-14	"Culi"	"yes"
"HDZ-270-S310"	"hdz14"	11	11	"HDZ-270-E1"	NA	NA	NA	NA	9776	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-270"	"HDZ Loris DNA Extracts Box 6"	""	53	"HDZ Keepers"	""	2024-01-22	"Culi"	"yes"
"HDZ-271-S311"	"hdz14"	12	12	"HDZ-271-E1"	NA	NA	NA	NA	11664	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-271"	"HDZ Loris DNA Extracts Box 6"	""	51	"HDZ Keepers"	""	2024-01-25	"Culi"	"yes"
"HDZ-272-S312"	"hdz14"	13	13	"HDZ-272-E1"	NA	NA	NA	NA	10976	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-272"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-01-21	"Culi"	"yes"
"HDZ-273-S313"	"hdz14"	14	14	"HDZ-273-E1"	NA	NA	NA	NA	9703	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-273"	"HDZ Loris DNA Extracts Box 6"	""	24	"HDZ Keepers"	""	2024-01-23	"Culi"	"yes"
"HDZ-274-S314"	"hdz14"	15	15	"HDZ-274-E1"	NA	NA	NA	NA	12974	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-274"	"HDZ Loris DNA Extracts Box 6"	""	40	"HDZ Keepers"	""	2024-01-15	"Culi"	"yes"
"HDZ-329-S315"	"hdz14"	16	16	"HDZ-329-E1"	NA	NA	NA	NA	2478	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-329"	"HDZ Loris DNA Extracts Box 6"	""	66	"HDZ Keepers"	""	2024-02-18	"Warble"	"yes"
"HDZ-344-S316"	"hdz14"	17	17	"HDZ-344-E1"	NA	NA	NA	NA	11488	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-344"	"HDZ Loris DNA Extracts Box 6"	""	28	"HDZ Keepers"	""	2024-03-09	"Warble"	"yes"
"HDZ-346-S317"	"hdz14"	18	18	"HDZ-346-E1"	NA	NA	NA	NA	9664	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-346"	"HDZ Loris DNA Extracts Box 6"	""	26	"HDZ Keepers"	""	2024-03-13	"Warble"	"yes"
"HDZ-347-S318"	"hdz14"	19	19	"HDZ-347-E1"	NA	NA	NA	NA	7550	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-347"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-03-11	"Culi"	"yes"
"HDZ-412-S319"	"hdz14"	20	20	"HDZ-412-E1"	NA	NA	NA	NA	7691	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-412"	"HDZ Loris DNA Extracts Box 6"	""	44	"HDZ Keepers"	""	2024-07-01	"Warble"	"yes"
"HDZ-413-S320"	"hdz14"	21	21	"HDZ-413-E1"	NA	NA	NA	NA	16	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-413"	"HDZ Loris DNA Extracts Box 6"	""	72	"HDZ Keepers"	""	2024-06-30	"Warble"	"yes"
"HDZ-414-S321"	"hdz14"	22	22	"HDZ-414-E1"	NA	NA	NA	NA	6776	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-27	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-414"	"HDZ Loris DNA Extracts Box 6"	""	88	"HDZ Keepers"	""	2024-06-26	"Warble"	"yes"
"HDZ-450-S322"	"hdz14"	23	23	"HDZ-450-E1"	NA	NA	NA	NA	5392	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-450"	"HDZ Loris DNA Extracts Box 6"	""	60	"HDZ Keepers"	""	2024-04-27	"Culi"	"yes"
"PL-NTC-014-CTRL"	"hdz14"	24	24	"PL-NTC-014-E1"	NA	NA	NA	NA	35	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-330-S323"	"hdz15"	1	1	"HDZ-330-E1"	NA	NA	NA	NA	19471	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-330"	"HDZ Loris DNA Extracts Box 6"	""	45	"HDZ Keepers"	""	2024-02-10	"Culi"	"yes"
"HDZ-331-S324"	"hdz15"	2	2	"HDZ-331-E1"	NA	NA	NA	NA	14512	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-331"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-02-12	"Warble"	"yes"
"HDZ-334-S325"	"hdz15"	3	3	"HDZ-334-E1"	NA	NA	NA	NA	17269	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-334"	"HDZ Loris DNA Extracts Box 6"	""	37	"HDZ Keepers"	""	2024-02-24	"Warble"	"yes"
"HDZ-340-S326"	"hdz15"	4	4	"HDZ-340-E1"	NA	NA	NA	NA	12526	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-340"	"HDZ Loris DNA Extracts Box 6"	""	35	"HDZ Keepers"	""	2024-03-18	"Warble"	"yes"
"HDZ-381-S327"	"hdz15"	5	5	"HDZ-381-E1"	NA	NA	NA	NA	8635	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-381"	"HDZ Loris DNA Extracts Box 5"	""	13	"HDZ Keepers"	""	2024-04-07	"Culi"	"yes"
"HDZ-382-S328"	"hdz15"	6	6	"HDZ-382-E1"	NA	NA	NA	NA	5409	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-382"	"HDZ Loris DNA Extracts Box 5"	""	9.7	"HDZ Keepers"	""	2024-03-09	"Warble"	"yes"
"HDZ-398-S329"	"hdz15"	7	7	"HDZ-398-E1"	NA	NA	NA	NA	13203	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-398"	"HDZ Loris DNA Extracts Box 5"	""	21	"HDZ Keepers"	""	2024-03-07	"Culi"	"yes"
"HDZ-399-S330"	"hdz15"	8	8	"HDZ-399-E1"	NA	NA	NA	NA	9411	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-399"	"HDZ Loris DNA Extracts Box 5"	""	40	"HDZ Keepers"	""	2024-03-06	"Warble"	"yes"
