"ID"	"DateBirth"	"LocBirth"	"DateLast"	"LocLast"	"TypeEvent"	"DateEvent"	"DateEst"	"LocEvent"	"Sex"	"Sire"	"Dam"	"Status"	"OffspringID"	"IconBirth"	"ColorBirth"	"IconLocEvent"	"ColorLocEvent"	"IconLocLast"	"ColorLocLast"	"LocLastName"
1035	1985-01-01	"VIE"	1987-09-20	"CIN"	"Transfer"	1987-07-20	"N"	"CIN"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Transfer"	1986-07-01	"Y"	"FOR"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇩🇰"	"#ACC098"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Transfer"	1986-12-29	"N"	"POZ"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇵🇱"	"#181C14"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Transfer"	1987-04-14	"N"	"SKA"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇸🇪"	"#445448"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Transfer"	1987-07-20	"N"	"CIN"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Breed"	1988-04-04	"N"	"CIN"	"F"	NA	NA	"D"	1052	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1036	1986-01-01	"VIE"	1989-10-15	"CIN"	"Breed"	1989-08-15	"N"	"CIN"	"F"	NA	NA	"D"	1062	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1037	1986-01-01	"VIE"	1987-09-20	"CIN"	"Transfer"	1986-03-01	"N"	"SKA"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇸🇪"	"#445448"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1037	1986-01-01	"VIE"	1987-09-20	"CIN"	"Transfer"	1987-07-20	"N"	"CIN"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1038	1986-03-11	"VIE"	1987-09-20	"CIN"	"Transfer"	1986-05-11	"N"	"SKA"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇸🇪"	"#445448"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1038	1986-03-11	"VIE"	1987-09-20	"CIN"	"Transfer"	1987-07-20	"N"	"CIN"	"F"	NA	NA	"D"	NA	"🇻🇳"	"#341C30"	"🇺🇸"	"#000000"	"🇺🇸"	"#000000"	"Cincinnati Zoo & Botanical Garden"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-08-15	"Y"	"WOR"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#241C28"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-08-15	"Y"	"WOR"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#241C28"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-08-15	"Y"	"WOR"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#241C28"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-08-15	"Y"	"WOR"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#241C28"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-10-15	"N"	"CIN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#000000"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1987-10-15	"N"	"CIN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#000000"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1990-11-28	"N"	"PHI"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1039	1987-06-15	"UND"	1991-01-28	"PHI"	"Transfer"	1990-11-28	"N"	"PHI"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Transfer"	1988-10-11	"N"	"PHI"	"F"	"1013"	"1001"	"D"	NA	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1990-01-17	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1063	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1990-01-17	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1064	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1991-04-13	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1074	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1991-04-13	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1075	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1083	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1084	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1085	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1086	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1994-03-09	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1095	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1994-03-09	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1096	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1995-02-23	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1106	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1995-02-23	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1107	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1040	1986-01-01	"SKA"	1997-03-16	"PHI"	"Breed"	1997-01-16	"N"	"PHI"	"F"	"1013"	"1001"	"D"	1130	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Transfer"	1988-10-11	"N"	"PHI"	"M"	"1029"	"1000"	"D"	NA	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1990-01-17	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1063	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1990-01-17	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1064	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1991-04-13	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1074	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1991-04-13	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1075	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1083	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1084	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1085	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1992-08-08	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1086	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1994-03-09	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1095	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1994-03-09	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1096	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1995-02-23	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1106	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1995-02-23	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1107	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1041	1986-12-01	"SKA"	1997-03-16	"PHI"	"Breed"	1997-01-16	"N"	"PHI"	"M"	"1029"	"1000"	"D"	1130	"🇸🇪"	"#445448"	"🇺🇸"	"#803034"	"🇺🇸"	"#803034"	"Philadelphia Zoo"
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-05-07	"N"	"SAN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-05-07	"N"	"SAN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-05-07	"N"	"SAN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-05-07	"N"	"SAN"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-08-15	"N"	"HOU"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Transfer"	1989-08-15	"N"	"HOU"	"M"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Breed"	1992-02-14	"N"	"HOU"	"M"	NA	NA	"D"	1079	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Breed"	1992-02-14	"N"	"HOU"	"M"	NA	NA	"D"	1079	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Breed"	1992-02-14	"N"	"HOU"	"M"	NA	NA	"D"	1080	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1042	1989-03-07	"UND"	1992-04-14	"HOU"	"Breed"	1992-02-14	"N"	"HOU"	"M"	NA	NA	"D"	1080	"🚩"	"#300818"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Transfer"	1989-06-20	"Y"	"CAF"	"F"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#606848"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Transfer"	1989-06-20	"Y"	"CAF"	"F"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#606848"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Transfer"	1989-08-20	"N"	"SEA"	"F"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Transfer"	1989-08-20	"N"	"SEA"	"F"	NA	NA	"D"	NA	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Breed"	1992-03-30	"N"	"SEA"	"F"	NA	NA	"D"	1136	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Breed"	1992-03-30	"N"	"SEA"	"F"	NA	NA	"D"	1136	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Breed"	1992-03-30	"N"	"SEA"	"F"	NA	NA	"D"	1137	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1043	1989-04-20	"UND"	1992-05-30	"SEA"	"Breed"	1992-03-30	"N"	"SEA"	"F"	NA	NA	"D"	1137	"🚩"	"#300818"	"🇺🇸"	"#201450"	"🇺🇸"	"#201450"	"Woodland Park Zoo"
1044	1984-01-01	NA	1996-06-25	"HOU"	"Transfer"	1986-10-26	"Y"	"CAF"	"F"	NA	NA	"D"	NA	NA	NA	"🇺🇸"	"#606848"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Transfer"	1989-08-20	"N"	"SEA"	"F"	NA	NA	"D"	NA	NA	NA	"🇺🇸"	"#201450"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Transfer"	1992-06-18	"N"	"DUK"	"F"	NA	NA	"D"	NA	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1994-04-11	"N"	"DUK"	"F"	NA	NA	"D"	1100	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1994-04-11	"N"	"DUK"	"F"	NA	NA	"D"	1101	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Transfer"	1997-04-24	"N"	"HOU"	"F"	NA	NA	"D"	NA	NA	NA	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1995-02-15	"N"	"DUK"	"F"	NA	NA	"D"	1103	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1995-02-15	"N"	"DUK"	"F"	NA	NA	"D"	1104	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1996-04-25	"N"	"DUK"	"F"	NA	NA	"D"	1123	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1044	1984-01-01	NA	1996-06-25	"HOU"	"Breed"	1996-04-25	"N"	"DUK"	"F"	NA	NA	"D"	2432	NA	NA	"🇺🇸"	"#3C3044"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1987-03-14	"N"	"SKA"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇸🇪"	"#445448"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1987-04-14	"N"	"SKA"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇸🇪"	"#445448"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-08-10	"N"	"SAN"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-08-10	"N"	"SAN"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-10-13	"N"	"SAN"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-10-13	"N"	"SAN"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1989-08-15	"N"	"HOU"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Breed"	1990-04-06	"N"	"HOU"	"M"	NA	"1034"	"D"	1066	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Breed"	1990-04-06	"N"	"HOU"	"M"	NA	"1034"	"D"	1067	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1992-04-22	"N"	"PUE"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#DCB4A4"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1045	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	2004-11-09	"N"	"HOU"	"M"	NA	"1034"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1987-03-14	"N"	"SKA"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇸🇪"	"#445448"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1987-04-14	"N"	"SKA"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇸🇪"	"#445448"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-08-10	"N"	"SAN"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-08-10	"N"	"SAN"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-10-13	"N"	"SAN"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1988-10-13	"N"	"SAN"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1989-08-15	"N"	"HOU"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Breed"	1990-04-06	"N"	"HOU"	"F"	NA	"1035"	"D"	1066	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Breed"	1990-04-06	"N"	"HOU"	"F"	NA	"1035"	"D"	1067	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	1992-04-22	"N"	"PUE"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#DCB4A4"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1046	1987-02-14	"POZ"	2005-01-09	"HOU"	"Transfer"	2004-11-09	"N"	"HOU"	"F"	NA	"1035"	"D"	NA	"🇵🇱"	"#181C14"	"🇺🇸"	"#645C48"	"🇺🇸"	"#645C48"	"Houston Zoo, Inc."
1047	1987-02-17	"SKA"	1987-06-05	"DUK"	"Transfer"	1987-04-05	"N"	"DUK"	"M"	NA	"1008"	"D"	NA	"🇸🇪"	"#445448"	"🇺🇸"	"#3C3044"	"🇺🇸"	"#3C3044"	"Duke Lemur Center"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Transfer"	1989-09-20	"N"	"CBR"	"M"	"1026"	"1034"	"D"	NA	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1990-06-15	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1068	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1990-06-15	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1069	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1992-04-03	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1082	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1993-05-30	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1093	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1993-05-30	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1094	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
1051	1988-02-29	"CIN"	1997-03-10	"CBR"	"Breed"	1994-03-18	"N"	"CBR"	"M"	"1026"	"1034"	"D"	1098	"🇺🇸"	"#000000"	"🇺🇸"	"#CCC4A8"	"🇺🇸"	"#CCC4A8"	"Chicago Zoological Park / Brookfield Zoo"
