"identifier"	"subject"	"methionine"	"taurine"	"proteins_total"	"omega3"	"omega6"	"fats_total"	"ADF"	"NDF"	"TDF"	"crude_fiber"	"starch"	"CHOs_total"	"calcium"	"magnesium"	"phosphorus"	"potassium"	"copper"	"iodine"	"iron"	"manganese"	"zinc"	"Ash_total"	"beta_carotene"	"lycopene"	"choline"	"folic_acid"	"vit_B1_thiamin"	"vit_B2_riboflavin"	"vit_B3_niacin"	"vit_B5_pantothenic_acid"	"vit_B6_pyridoxine"	"vit_B7_biotin"	"vit_B12"	"vit_C"	"vit_A"	"vit_D3"	"vit_E"	"vit_K"	"biscuit"	"gum_arabic"	"invertebrates"	"protein_rotate"	"seasonal_veggies"	"HDZ_oatgel"
"HDZ-242-S142"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-328-S158"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-334-S325"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-327-S138"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-302-S111"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-243-S143"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-410-E1-S349"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-236-S283"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-244-S144"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-233-S280"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-232-S279"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-231-S278"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-309-S118"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-230-S277"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-222-S109"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-322-S133"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-389-S266"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-395-S272"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-400-S331"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-399-S330"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-398-S329"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-339-S252"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-373-S219"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-337-S160"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-342-S171"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-383-S260"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-344-S316"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-382-S328"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-321-S132"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-338-S161"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-347-S318"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-384-S261"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-343-S172"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-396-S273"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-409-S339"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-345-S258"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-346-S317"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-221-S90"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-210-S105"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-385-S262"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-408-S338"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-407-S337"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-219-S81"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-220-S85"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-393-S270"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-348-S259"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-340-S326"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-392-S269"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-341-S170"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-349-S173"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-229-S130"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-218-S204"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-211-S106"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-406-S336"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-405-S335"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-391-S268"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-350-S174"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-316-S256"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-224-S123"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-223-S122"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-390-S267"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-217-S89"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-215-S108"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-212-S250"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-228-S129"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-404"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
