"identifier"	"food"	"mg_fed"
"HDZ-325-S136"	"Seasonal Veggie Rotation"	15000
"HDZ-241-S141"	"Oat Gel"	5000
"HDZ-241-S141"	"Biscuit"	13200
"HDZ-241-S141"	"Gum Arabic"	12000
"HDZ-241-S141"	"Invertebrates"	8000
"HDZ-241-S141"	"Protein Rotation"	2100
"HDZ-241-S141"	"Seasonal Veggie Rotation"	20000
"HDZ-242-S142"	"Biscuit"	13200
"HDZ-242-S142"	"Gum Arabic"	12000
"HDZ-242-S142"	"Invertebrates"	10000
"HDZ-242-S142"	"Protein Rotation"	2100
"HDZ-242-S142"	"Seasonal Veggie Rotation"	15000
"HDZ-328-S158"	"Oat Gel"	5000
"HDZ-328-S158"	"Biscuit"	13200
"HDZ-328-S158"	"Gum Arabic"	12000
"HDZ-328-S158"	"Invertebrates"	8000
"HDZ-328-S158"	"Protein Rotation"	2100
"HDZ-328-S158"	"Seasonal Veggie Rotation"	20000
"HDZ-334-S325"	"Biscuit"	13200
"HDZ-334-S325"	"Gum Arabic"	12000
"HDZ-334-S325"	"Invertebrates"	10000
"HDZ-334-S325"	"Protein Rotation"	2100
"HDZ-334-S325"	"Seasonal Veggie Rotation"	15000
"HDZ-327-S138"	"Oat Gel"	5000
"HDZ-327-S138"	"Biscuit"	13200
"HDZ-327-S138"	"Gum Arabic"	12000
"HDZ-327-S138"	"Invertebrates"	8000
"HDZ-327-S138"	"Protein Rotation"	2100
"HDZ-327-S138"	"Seasonal Veggie Rotation"	20000
"HDZ-302-S111"	"Biscuit"	13200
"HDZ-302-S111"	"Gum Arabic"	12000
"HDZ-302-S111"	"Invertebrates"	10000
"HDZ-302-S111"	"Protein Rotation"	2100
"HDZ-302-S111"	"Seasonal Veggie Rotation"	15000
"HDZ-243-S143"	"Oat Gel"	5000
"HDZ-243-S143"	"Biscuit"	13200
"HDZ-243-S143"	"Gum Arabic"	12000
"HDZ-243-S143"	"Invertebrates"	8000
"HDZ-243-S143"	"Protein Rotation"	2100
"HDZ-243-S143"	"Seasonal Veggie Rotation"	20000
"HDZ-410-E1-S349"	"Biscuit"	13200
"HDZ-410-E1-S349"	"Gum Arabic"	12000
"HDZ-410-E1-S349"	"Invertebrates"	10000
"HDZ-410-E1-S349"	"Protein Rotation"	2100
"HDZ-410-E1-S349"	"Seasonal Veggie Rotation"	15000
"HDZ-236-S283"	"Oat Gel"	5000
"HDZ-236-S283"	"Biscuit"	13200
"HDZ-236-S283"	"Gum Arabic"	12000
"HDZ-236-S283"	"Invertebrates"	8000
"HDZ-236-S283"	"Protein Rotation"	2100
"HDZ-236-S283"	"Seasonal Veggie Rotation"	20000
"HDZ-244-S144"	"Biscuit"	13200
"HDZ-244-S144"	"Gum Arabic"	12000
"HDZ-244-S144"	"Invertebrates"	10000
"HDZ-244-S144"	"Protein Rotation"	2100
"HDZ-244-S144"	"Seasonal Veggie Rotation"	15000
"HDZ-233-S280"	"Oat Gel"	5000
"HDZ-233-S280"	"Biscuit"	13200
"HDZ-233-S280"	"Gum Arabic"	12000
"HDZ-233-S280"	"Invertebrates"	8000
"HDZ-233-S280"	"Protein Rotation"	2100
"HDZ-233-S280"	"Seasonal Veggie Rotation"	20000
"HDZ-232-S279"	"Biscuit"	13200
"HDZ-232-S279"	"Gum Arabic"	12000
"HDZ-232-S279"	"Invertebrates"	10000
"HDZ-232-S279"	"Protein Rotation"	2100
"HDZ-232-S279"	"Seasonal Veggie Rotation"	15000
"HDZ-231-S278"	"Oat Gel"	5000
"HDZ-231-S278"	"Biscuit"	13200
"HDZ-231-S278"	"Gum Arabic"	12000
"HDZ-231-S278"	"Invertebrates"	8000
"HDZ-231-S278"	"Protein Rotation"	2100
"HDZ-231-S278"	"Seasonal Veggie Rotation"	20000
"HDZ-309-S118"	"Biscuit"	13200
"HDZ-309-S118"	"Gum Arabic"	12000
"HDZ-309-S118"	"Invertebrates"	10000
"HDZ-309-S118"	"Protein Rotation"	2100
"HDZ-309-S118"	"Seasonal Veggie Rotation"	15000
"HDZ-230-S277"	"Oat Gel"	5000
"HDZ-230-S277"	"Biscuit"	13200
"HDZ-230-S277"	"Gum Arabic"	12000
"HDZ-230-S277"	"Invertebrates"	8000
"HDZ-230-S277"	"Protein Rotation"	2100
"HDZ-230-S277"	"Seasonal Veggie Rotation"	20000
"HDZ-222-S109"	"Oat Gel"	5000
"HDZ-222-S109"	"Biscuit"	13200
"HDZ-222-S109"	"Gum Arabic"	12000
"HDZ-222-S109"	"Invertebrates"	8000
"HDZ-222-S109"	"Protein Rotation"	2100
"HDZ-222-S109"	"Seasonal Veggie Rotation"	20000
"HDZ-322-S133"	"Oat Gel"	5000
"HDZ-322-S133"	"Biscuit"	13200
"HDZ-322-S133"	"Gum Arabic"	12000
"HDZ-322-S133"	"Invertebrates"	8000
"HDZ-322-S133"	"Protein Rotation"	2100
"HDZ-322-S133"	"Seasonal Veggie Rotation"	20000
"HDZ-389-S266"	"Oat Gel"	5000
"HDZ-389-S266"	"Biscuit"	13200
"HDZ-389-S266"	"Gum Arabic"	12000
"HDZ-389-S266"	"Invertebrates"	8000
"HDZ-389-S266"	"Protein Rotation"	2100
"HDZ-389-S266"	"Seasonal Veggie Rotation"	20000
"HDZ-395-S272"	"Oat Gel"	5000
"HDZ-395-S272"	"Biscuit"	13200
"HDZ-395-S272"	"Gum Arabic"	12000
"HDZ-395-S272"	"Invertebrates"	8000
"HDZ-395-S272"	"Protein Rotation"	2100
"HDZ-395-S272"	"Seasonal Veggie Rotation"	20000
"HDZ-400-S331"	"Oat Gel"	5000
"HDZ-400-S331"	"Biscuit"	13200
"HDZ-400-S331"	"Gum Arabic"	12000
"HDZ-400-S331"	"Invertebrates"	8000
"HDZ-400-S331"	"Protein Rotation"	2100
"HDZ-400-S331"	"Seasonal Veggie Rotation"	20000
"HDZ-399-S330"	"Biscuit"	13200
"HDZ-399-S330"	"Gum Arabic"	12000
"HDZ-399-S330"	"Invertebrates"	10000
"HDZ-399-S330"	"Protein Rotation"	2100
"HDZ-399-S330"	"Seasonal Veggie Rotation"	15000
"HDZ-398-S329"	"Oat Gel"	5000
"HDZ-398-S329"	"Biscuit"	13200
"HDZ-398-S329"	"Gum Arabic"	12000
"HDZ-398-S329"	"Invertebrates"	8000
"HDZ-398-S329"	"Protein Rotation"	2100
"HDZ-398-S329"	"Seasonal Veggie Rotation"	20000
"HDZ-339-S252"	"Oat Gel"	5000
"HDZ-339-S252"	"Biscuit"	13200
"HDZ-339-S252"	"Gum Arabic"	12000
"HDZ-339-S252"	"Invertebrates"	8000
"HDZ-339-S252"	"Protein Rotation"	2100
"HDZ-339-S252"	"Seasonal Veggie Rotation"	20000
"HDZ-373-S219"	"Oat Gel"	5000
"HDZ-373-S219"	"Biscuit"	13200
"HDZ-373-S219"	"Gum Arabic"	12000
"HDZ-373-S219"	"Invertebrates"	8000
"HDZ-373-S219"	"Protein Rotation"	2100
"HDZ-373-S219"	"Seasonal Veggie Rotation"	20000
"HDZ-337-S160"	"Biscuit"	13200
"HDZ-337-S160"	"Gum Arabic"	12000
"HDZ-337-S160"	"Invertebrates"	10000
"HDZ-337-S160"	"Protein Rotation"	2100
"HDZ-337-S160"	"Seasonal Veggie Rotation"	15000
"HDZ-342-S171"	"Oat Gel"	5000
"HDZ-342-S171"	"Biscuit"	13200
"HDZ-342-S171"	"Gum Arabic"	12000
"HDZ-342-S171"	"Invertebrates"	8000
"HDZ-342-S171"	"Protein Rotation"	2100
"HDZ-342-S171"	"Seasonal Veggie Rotation"	20000
"HDZ-383-S260"	"Oat Gel"	5000
"HDZ-383-S260"	"Biscuit"	13200
"HDZ-383-S260"	"Gum Arabic"	12000
"HDZ-383-S260"	"Invertebrates"	8000
"HDZ-383-S260"	"Protein Rotation"	2100
"HDZ-383-S260"	"Seasonal Veggie Rotation"	20000
"HDZ-344-S316"	"Biscuit"	13200
"HDZ-344-S316"	"Gum Arabic"	12000
"HDZ-344-S316"	"Invertebrates"	10000
"HDZ-344-S316"	"Protein Rotation"	2100
"HDZ-344-S316"	"Seasonal Veggie Rotation"	15000
"HDZ-382-S328"	"Biscuit"	13200
"HDZ-382-S328"	"Gum Arabic"	12000
"HDZ-382-S328"	"Invertebrates"	10000
"HDZ-382-S328"	"Protein Rotation"	2100
"HDZ-382-S328"	"Seasonal Veggie Rotation"	15000
"HDZ-321-S132"	"Oat Gel"	5000
"HDZ-321-S132"	"Biscuit"	13200
"HDZ-321-S132"	"Gum Arabic"	12000
"HDZ-321-S132"	"Invertebrates"	8000
"HDZ-321-S132"	"Protein Rotation"	2100
"HDZ-321-S132"	"Seasonal Veggie Rotation"	20000
"HDZ-338-S161"	"Biscuit"	13200
"HDZ-338-S161"	"Gum Arabic"	12000
"HDZ-338-S161"	"Invertebrates"	10000
"HDZ-338-S161"	"Protein Rotation"	2100
"HDZ-338-S161"	"Seasonal Veggie Rotation"	15000
"HDZ-347-S318"	"Oat Gel"	5000
"HDZ-347-S318"	"Biscuit"	13200
"HDZ-347-S318"	"Gum Arabic"	12000
"HDZ-347-S318"	"Invertebrates"	8000
"HDZ-347-S318"	"Protein Rotation"	2100
"HDZ-347-S318"	"Seasonal Veggie Rotation"	20000
"HDZ-384-S261"	"Oat Gel"	5000
"HDZ-384-S261"	"Biscuit"	13200
"HDZ-384-S261"	"Gum Arabic"	12000
"HDZ-384-S261"	"Invertebrates"	8000
"HDZ-384-S261"	"Protein Rotation"	2100
"HDZ-384-S261"	"Seasonal Veggie Rotation"	20000
"HDZ-343-S172"	"Biscuit"	13200
"HDZ-343-S172"	"Gum Arabic"	12000
"HDZ-343-S172"	"Invertebrates"	10000
"HDZ-343-S172"	"Protein Rotation"	2100
"HDZ-343-S172"	"Seasonal Veggie Rotation"	15000
"HDZ-396-S273"	"Oat Gel"	5000
"HDZ-396-S273"	"Biscuit"	13200
"HDZ-396-S273"	"Gum Arabic"	12000
"HDZ-396-S273"	"Invertebrates"	8000
"HDZ-396-S273"	"Protein Rotation"	2100
"HDZ-396-S273"	"Seasonal Veggie Rotation"	20000
"HDZ-409-S339"	"Biscuit"	13200
"HDZ-409-S339"	"Gum Arabic"	12000
"HDZ-409-S339"	"Invertebrates"	10000
"HDZ-409-S339"	"Protein Rotation"	2100
"HDZ-409-S339"	"Seasonal Veggie Rotation"	15000
"HDZ-345-S258"	"Oat Gel"	5000
"HDZ-345-S258"	"Biscuit"	13200
"HDZ-345-S258"	"Gum Arabic"	12000
"HDZ-345-S258"	"Invertebrates"	8000
"HDZ-345-S258"	"Protein Rotation"	2100
"HDZ-345-S258"	"Seasonal Veggie Rotation"	20000
"HDZ-346-S317"	"Biscuit"	13200
"HDZ-346-S317"	"Gum Arabic"	12000
"HDZ-346-S317"	"Invertebrates"	10000
"HDZ-346-S317"	"Protein Rotation"	2100
"HDZ-346-S317"	"Seasonal Veggie Rotation"	15000
"HDZ-221-S90"	"Oat Gel"	5000
"HDZ-221-S90"	"Biscuit"	13200
"HDZ-221-S90"	"Gum Arabic"	12000
"HDZ-221-S90"	"Invertebrates"	8000
"HDZ-221-S90"	"Protein Rotation"	2100
"HDZ-221-S90"	"Seasonal Veggie Rotation"	20000
"HDZ-210-S105"	"Biscuit"	13200
"HDZ-210-S105"	"Gum Arabic"	12000
"HDZ-210-S105"	"Invertebrates"	10000
"HDZ-210-S105"	"Protein Rotation"	2100
"HDZ-210-S105"	"Seasonal Veggie Rotation"	15000
"HDZ-385-S262"	"Biscuit"	13200
"HDZ-385-S262"	"Gum Arabic"	12000
"HDZ-385-S262"	"Invertebrates"	10000
"HDZ-385-S262"	"Protein Rotation"	2100
"HDZ-385-S262"	"Seasonal Veggie Rotation"	15000
"HDZ-408-S338"	"Oat Gel"	5000
"HDZ-408-S338"	"Biscuit"	13200
"HDZ-408-S338"	"Gum Arabic"	12000
"HDZ-408-S338"	"Invertebrates"	8000
"HDZ-408-S338"	"Protein Rotation"	2100
"HDZ-408-S338"	"Seasonal Veggie Rotation"	20000
"HDZ-407-S337"	"Biscuit"	13200
"HDZ-407-S337"	"Gum Arabic"	12000
"HDZ-407-S337"	"Invertebrates"	10000
"HDZ-407-S337"	"Protein Rotation"	2100
"HDZ-407-S337"	"Seasonal Veggie Rotation"	15000
"HDZ-219-S81"	"Oat Gel"	5000
"HDZ-219-S81"	"Biscuit"	13200
"HDZ-219-S81"	"Gum Arabic"	12000
"HDZ-219-S81"	"Invertebrates"	8000
"HDZ-219-S81"	"Protein Rotation"	2100
"HDZ-219-S81"	"Seasonal Veggie Rotation"	20000
"HDZ-220-S85"	"Oat Gel"	5000
"HDZ-220-S85"	"Biscuit"	13200
"HDZ-220-S85"	"Gum Arabic"	12000
"HDZ-220-S85"	"Invertebrates"	8000
"HDZ-220-S85"	"Protein Rotation"	2100
"HDZ-220-S85"	"Seasonal Veggie Rotation"	20000
"HDZ-393-S270"	"Biscuit"	13200
"HDZ-393-S270"	"Gum Arabic"	12000
"HDZ-393-S270"	"Invertebrates"	10000
"HDZ-393-S270"	"Protein Rotation"	2100
"HDZ-393-S270"	"Seasonal Veggie Rotation"	15000
"HDZ-348-S259"	"Oat Gel"	5000
"HDZ-348-S259"	"Biscuit"	13200
"HDZ-348-S259"	"Gum Arabic"	12000
"HDZ-348-S259"	"Invertebrates"	8000
"HDZ-348-S259"	"Protein Rotation"	2100
"HDZ-348-S259"	"Seasonal Veggie Rotation"	20000
"HDZ-340-S326"	"Biscuit"	13200
"HDZ-340-S326"	"Gum Arabic"	12000
"HDZ-340-S326"	"Invertebrates"	10000
"HDZ-340-S326"	"Protein Rotation"	2100
"HDZ-340-S326"	"Seasonal Veggie Rotation"	15000
"HDZ-392-S269"	"Oat Gel"	5000
"HDZ-392-S269"	"Biscuit"	13200
"HDZ-392-S269"	"Gum Arabic"	12000
"HDZ-392-S269"	"Invertebrates"	8000
"HDZ-392-S269"	"Protein Rotation"	2100
"HDZ-392-S269"	"Seasonal Veggie Rotation"	20000
"HDZ-341-S170"	"Oat Gel"	5000
"HDZ-341-S170"	"Biscuit"	13200
"HDZ-341-S170"	"Gum Arabic"	12000
"HDZ-341-S170"	"Invertebrates"	8000
"HDZ-341-S170"	"Protein Rotation"	2100
"HDZ-341-S170"	"Seasonal Veggie Rotation"	20000
"HDZ-349-S173"	"Biscuit"	13200
"HDZ-349-S173"	"Gum Arabic"	12000
"HDZ-349-S173"	"Invertebrates"	10000
"HDZ-349-S173"	"Protein Rotation"	2100
"HDZ-349-S173"	"Seasonal Veggie Rotation"	15000
"HDZ-229-S130"	"Oat Gel"	5000
"HDZ-229-S130"	"Biscuit"	13200
"HDZ-229-S130"	"Gum Arabic"	12000
"HDZ-229-S130"	"Invertebrates"	8000
"HDZ-229-S130"	"Protein Rotation"	2100
"HDZ-229-S130"	"Seasonal Veggie Rotation"	20000
"HDZ-218-S204"	"Biscuit"	13200
"HDZ-218-S204"	"Gum Arabic"	12000
"HDZ-218-S204"	"Invertebrates"	10000
"HDZ-218-S204"	"Protein Rotation"	2100
"HDZ-218-S204"	"Seasonal Veggie Rotation"	15000
"HDZ-211-S106"	"Oat Gel"	5000
"HDZ-211-S106"	"Biscuit"	13200
"HDZ-211-S106"	"Gum Arabic"	12000
"HDZ-211-S106"	"Invertebrates"	8000
"HDZ-211-S106"	"Protein Rotation"	2100
"HDZ-211-S106"	"Seasonal Veggie Rotation"	20000
"HDZ-406-S336"	"Biscuit"	13200
"HDZ-406-S336"	"Gum Arabic"	12000
"HDZ-406-S336"	"Invertebrates"	10000
"HDZ-406-S336"	"Protein Rotation"	2100
"HDZ-406-S336"	"Seasonal Veggie Rotation"	15000
"HDZ-405-S335"	"Oat Gel"	5000
"HDZ-405-S335"	"Biscuit"	13200
"HDZ-405-S335"	"Gum Arabic"	12000
"HDZ-405-S335"	"Invertebrates"	8000
"HDZ-405-S335"	"Protein Rotation"	2100
"HDZ-405-S335"	"Seasonal Veggie Rotation"	20000
"HDZ-391-S268"	"Biscuit"	13200
"HDZ-391-S268"	"Gum Arabic"	12000
"HDZ-391-S268"	"Invertebrates"	10000
"HDZ-391-S268"	"Protein Rotation"	2100
"HDZ-391-S268"	"Seasonal Veggie Rotation"	15000
"HDZ-350-S174"	"Oat Gel"	5000
"HDZ-350-S174"	"Biscuit"	13200
"HDZ-350-S174"	"Gum Arabic"	12000
"HDZ-350-S174"	"Invertebrates"	8000
"HDZ-350-S174"	"Protein Rotation"	2100
"HDZ-350-S174"	"Seasonal Veggie Rotation"	20000
"HDZ-316-S256"	"Biscuit"	13200
"HDZ-316-S256"	"Gum Arabic"	12000
"HDZ-316-S256"	"Invertebrates"	10000
"HDZ-316-S256"	"Protein Rotation"	2100
"HDZ-316-S256"	"Seasonal Veggie Rotation"	15000
"HDZ-224-S123"	"Oat Gel"	5000
"HDZ-224-S123"	"Biscuit"	13200
"HDZ-224-S123"	"Gum Arabic"	12000
"HDZ-224-S123"	"Invertebrates"	8000
"HDZ-224-S123"	"Protein Rotation"	2100
"HDZ-224-S123"	"Seasonal Veggie Rotation"	20000
"HDZ-223-S122"	"Biscuit"	13200
"HDZ-223-S122"	"Gum Arabic"	12000
"HDZ-223-S122"	"Invertebrates"	10000
"HDZ-223-S122"	"Protein Rotation"	2100
"HDZ-223-S122"	"Seasonal Veggie Rotation"	15000
"HDZ-390-S267"	"Oat Gel"	5000
"HDZ-390-S267"	"Biscuit"	13200
"HDZ-390-S267"	"Gum Arabic"	12000
"HDZ-390-S267"	"Invertebrates"	8000
"HDZ-390-S267"	"Protein Rotation"	2100
"HDZ-390-S267"	"Seasonal Veggie Rotation"	20000
"HDZ-217-S89"	"Biscuit"	13200
"HDZ-217-S89"	"Gum Arabic"	12000
"HDZ-217-S89"	"Invertebrates"	10000
"HDZ-217-S89"	"Protein Rotation"	2100
"HDZ-217-S89"	"Seasonal Veggie Rotation"	15000
"HDZ-215-S108"	"Oat Gel"	5000
"HDZ-215-S108"	"Biscuit"	13200
"HDZ-215-S108"	"Gum Arabic"	12000
"HDZ-215-S108"	"Invertebrates"	8000
"HDZ-215-S108"	"Protein Rotation"	2100
"HDZ-215-S108"	"Seasonal Veggie Rotation"	20000
"HDZ-212-S250"	"Biscuit"	13200
"HDZ-212-S250"	"Gum Arabic"	12000
"HDZ-212-S250"	"Invertebrates"	10000
"HDZ-212-S250"	"Protein Rotation"	2100
"HDZ-212-S250"	"Seasonal Veggie Rotation"	15000
"HDZ-228-S129"	"Biscuit"	13200
"HDZ-228-S129"	"Gum Arabic"	12000
"HDZ-228-S129"	"Invertebrates"	10000
"HDZ-228-S129"	"Protein Rotation"	2100
"HDZ-228-S129"	"Seasonal Veggie Rotation"	15000
"HDZ-404"	"Biscuit"	13200
"HDZ-404"	"Gum Arabic"	12000
"HDZ-404"	"Invertebrates"	10000
"HDZ-404"	"Protein Rotation"	2100
"HDZ-404"	"Seasonal Veggie Rotation"	15000
"HDZ-227-S128"	"Oat Gel"	5000
"HDZ-227-S128"	"Biscuit"	13200
"HDZ-227-S128"	"Gum Arabic"	12000
"HDZ-227-S128"	"Invertebrates"	8000
"HDZ-227-S128"	"Protein Rotation"	2100
"HDZ-227-S128"	"Seasonal Veggie Rotation"	20000
"HDZ-216"	"Biscuit"	13200
"HDZ-216"	"Gum Arabic"	12000
"HDZ-216"	"Invertebrates"	10000
"HDZ-216"	"Protein Rotation"	2100
"HDZ-216"	"Seasonal Veggie Rotation"	15000
"HDZ-226-S124"	"Oat Gel"	5000
"HDZ-226-S124"	"Biscuit"	13200
"HDZ-226-S124"	"Gum Arabic"	12000
"HDZ-226-S124"	"Invertebrates"	8000
"HDZ-226-S124"	"Protein Rotation"	2100
"HDZ-226-S124"	"Seasonal Veggie Rotation"	20000
"HDZ-403-S334"	"Biscuit"	13200
"HDZ-403-S334"	"Gum Arabic"	12000
"HDZ-403-S334"	"Invertebrates"	10000
"HDZ-403-S334"	"Protein Rotation"	2100
"HDZ-403-S334"	"Seasonal Veggie Rotation"	15000
"HDZ-402-S333"	"Biscuit"	13200
"HDZ-402-S333"	"Gum Arabic"	12000
"HDZ-402-S333"	"Invertebrates"	10000
"HDZ-402-S333"	"Protein Rotation"	2100
"HDZ-402-S333"	"Seasonal Veggie Rotation"	15000
"HDZ-388-S265"	"Oat Gel"	5000
"HDZ-388-S265"	"Biscuit"	13200
"HDZ-388-S265"	"Gum Arabic"	12000
"HDZ-388-S265"	"Invertebrates"	8000
"HDZ-388-S265"	"Protein Rotation"	2100
"HDZ-388-S265"	"Seasonal Veggie Rotation"	20000
"HDZ-387-S264"	"Biscuit"	13200
"HDZ-387-S264"	"Gum Arabic"	12000
"HDZ-387-S264"	"Invertebrates"	10000
"HDZ-387-S264"	"Protein Rotation"	2100
"HDZ-387-S264"	"Seasonal Veggie Rotation"	15000
"HDZ-401-S332"	"Oat Gel"	5000
"HDZ-401-S332"	"Biscuit"	13200
"HDZ-401-S332"	"Gum Arabic"	12000
"HDZ-401-S332"	"Invertebrates"	8000
"HDZ-401-S332"	"Protein Rotation"	2100
"HDZ-401-S332"	"Seasonal Veggie Rotation"	20000
"HDZ-377-S287"	"Oat Gel"	5000
"HDZ-377-S287"	"Biscuit"	13200
"HDZ-377-S287"	"Gum Arabic"	12000
"HDZ-377-S287"	"Invertebrates"	8000
"HDZ-377-S287"	"Protein Rotation"	2100
"HDZ-377-S287"	"Seasonal Veggie Rotation"	20000
"HDZ-376-S286"	"Biscuit"	13200
"HDZ-376-S286"	"Gum Arabic"	12000
"HDZ-376-S286"	"Invertebrates"	10000
"HDZ-376-S286"	"Protein Rotation"	2100
"HDZ-376-S286"	"Seasonal Veggie Rotation"	15000
"HDZ-370-S216"	"Oat Gel"	5000
"HDZ-370-S216"	"Biscuit"	13200
"HDZ-370-S216"	"Gum Arabic"	12000
"HDZ-370-S216"	"Invertebrates"	8000
"HDZ-370-S216"	"Protein Rotation"	2100
"HDZ-370-S216"	"Seasonal Veggie Rotation"	20000
"HDZ-371-S217"	"Biscuit"	13200
"HDZ-371-S217"	"Gum Arabic"	12000
"HDZ-371-S217"	"Invertebrates"	10000
"HDZ-371-S217"	"Protein Rotation"	2100
"HDZ-371-S217"	"Seasonal Veggie Rotation"	15000
"HDZ-375-S285"	"Oat Gel"	5000
"HDZ-375-S285"	"Biscuit"	13200
"HDZ-375-S285"	"Gum Arabic"	12000
"HDZ-375-S285"	"Invertebrates"	8000
"HDZ-375-S285"	"Protein Rotation"	2100
"HDZ-375-S285"	"Seasonal Veggie Rotation"	20000
"HDZ-369-S215"	"Biscuit"	13200
"HDZ-369-S215"	"Gum Arabic"	12000
"HDZ-369-S215"	"Invertebrates"	10000
"HDZ-369-S215"	"Protein Rotation"	2100
"HDZ-369-S215"	"Seasonal Veggie Rotation"	15000
"HDZ-372-S218"	"Oat Gel"	5000
"HDZ-372-S218"	"Biscuit"	13200
"HDZ-372-S218"	"Gum Arabic"	12000
"HDZ-372-S218"	"Invertebrates"	8000
"HDZ-372-S218"	"Protein Rotation"	2100
"HDZ-372-S218"	"Seasonal Veggie Rotation"	20000
"HDZ-378-S288"	"Biscuit"	13200
"HDZ-378-S288"	"Gum Arabic"	12000
"HDZ-378-S288"	"Invertebrates"	10000
"HDZ-378-S288"	"Protein Rotation"	2100
"HDZ-378-S288"	"Seasonal Veggie Rotation"	15000
"HDZ-381-S327"	"Oat Gel"	5000
"HDZ-381-S327"	"Biscuit"	13200
"HDZ-381-S327"	"Gum Arabic"	12000
"HDZ-381-S327"	"Invertebrates"	8000
"HDZ-381-S327"	"Protein Rotation"	2100
"HDZ-381-S327"	"Seasonal Veggie Rotation"	20000
"HDZ-363-S209"	"Oat Gel"	5000
"HDZ-363-S209"	"Biscuit"	13200
"HDZ-363-S209"	"Gum Arabic"	12000
"HDZ-363-S209"	"Invertebrates"	8000
"HDZ-363-S209"	"Protein Rotation"	2100
"HDZ-363-S209"	"Seasonal Veggie Rotation"	20000
"HDZ-364-S210"	"Oat Gel"	5000
"HDZ-364-S210"	"Biscuit"	13200
"HDZ-364-S210"	"Gum Arabic"	12000
"HDZ-364-S210"	"Invertebrates"	8000
"HDZ-364-S210"	"Protein Rotation"	2100
"HDZ-364-S210"	"Seasonal Veggie Rotation"	20000
"HDZ-379-S289"	"Biscuit"	13200
"HDZ-379-S289"	"Gum Arabic"	12000
"HDZ-379-S289"	"Invertebrates"	10000
"HDZ-379-S289"	"Protein Rotation"	2100
"HDZ-379-S289"	"Seasonal Veggie Rotation"	15000
"HDZ-365-S211"	"Oat Gel"	5000
"HDZ-365-S211"	"Biscuit"	13200
"HDZ-365-S211"	"Gum Arabic"	12000
"HDZ-365-S211"	"Invertebrates"	8000
"HDZ-365-S211"	"Protein Rotation"	2100
"HDZ-365-S211"	"Seasonal Veggie Rotation"	20000
"HDZ-366-S212"	"Biscuit"	13200
"HDZ-366-S212"	"Gum Arabic"	12000
"HDZ-366-S212"	"Invertebrates"	10000
"HDZ-366-S212"	"Protein Rotation"	2100
"HDZ-366-S212"	"Seasonal Veggie Rotation"	15000
"HDZ-357-S180"	"Oat Gel"	5000
"HDZ-357-S180"	"Biscuit"	13200
"HDZ-357-S180"	"Gum Arabic"	12000
"HDZ-357-S180"	"Invertebrates"	8000
"HDZ-357-S180"	"Protein Rotation"	2100
"HDZ-357-S180"	"Seasonal Veggie Rotation"	20000
"HDZ-358-S181"	"Oat Gel"	5000
"HDZ-358-S181"	"Biscuit"	13200
"HDZ-358-S181"	"Gum Arabic"	12000
"HDZ-358-S181"	"Invertebrates"	8000
"HDZ-358-S181"	"Protein Rotation"	2100
"HDZ-358-S181"	"Seasonal Veggie Rotation"	20000
"HDZ-359-S182"	"Biscuit"	13200
"HDZ-359-S182"	"Gum Arabic"	12000
"HDZ-359-S182"	"Invertebrates"	10000
"HDZ-359-S182"	"Protein Rotation"	2100
"HDZ-359-S182"	"Seasonal Veggie Rotation"	15000
"HDZ-352-S176"	"Oat Gel"	5000
"HDZ-352-S176"	"Biscuit"	13200
"HDZ-352-S176"	"Gum Arabic"	12000
"HDZ-352-S176"	"Invertebrates"	8000
"HDZ-352-S176"	"Protein Rotation"	2100
"HDZ-352-S176"	"Seasonal Veggie Rotation"	20000
"HDZ-351-S175"	"Biscuit"	13200
"HDZ-351-S175"	"Gum Arabic"	12000
"HDZ-351-S175"	"Invertebrates"	10000
"HDZ-351-S175"	"Protein Rotation"	2100
"HDZ-351-S175"	"Seasonal Veggie Rotation"	15000
"HDZ-353-E1"	"Oat Gel"	5000
"HDZ-353-E1"	"Biscuit"	13200
"HDZ-353-E1"	"Gum Arabic"	12000
"HDZ-353-E1"	"Invertebrates"	8000
"HDZ-353-E1"	"Protein Rotation"	2100
"HDZ-353-E1"	"Seasonal Veggie Rotation"	20000
"HDZ-354-S177"	"Oat Gel"	5000
"HDZ-354-S177"	"Biscuit"	13200
"HDZ-354-S177"	"Gum Arabic"	12000
"HDZ-354-S177"	"Invertebrates"	8000
"HDZ-354-S177"	"Protein Rotation"	2100
"HDZ-354-S177"	"Seasonal Veggie Rotation"	20000
"HDZ-367-S213"	"Biscuit"	13200
"HDZ-367-S213"	"Gum Arabic"	12000
"HDZ-367-S213"	"Invertebrates"	10000
"HDZ-367-S213"	"Protein Rotation"	2100
"HDZ-367-S213"	"Seasonal Veggie Rotation"	15000
"HDZ-361-S184"	"Oat Gel"	5000
"HDZ-361-S184"	"Biscuit"	13200
"HDZ-361-S184"	"Gum Arabic"	12000
"HDZ-361-S184"	"Invertebrates"	8000
"HDZ-361-S184"	"Protein Rotation"	2100
"HDZ-361-S184"	"Seasonal Veggie Rotation"	20000
"HDZ-355-S178"	"Biscuit"	13200
"HDZ-355-S178"	"Gum Arabic"	12000
"HDZ-355-S178"	"Invertebrates"	10000
"HDZ-355-S178"	"Protein Rotation"	2100
