"identifier"	"nutrient"	"fed"	"fed_unit"	"relative_fed"	"relative_unit"
"HDZ-169-S244"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-169-S244"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-170-S245"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-170-S245"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-163-S82"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-163-S82"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-084-S35"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-084-S35"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-099-S72"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-099-S72"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-098-S238"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-098-S238"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-103-S239"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-103-S239"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-102-S96"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-102-S96"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-093-S65"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-093-S65"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-089-S64"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-089-S64"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-101-S57"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-101-S57"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-097-S91"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-097-S91"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-092-S237"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-092-S237"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-088-S234"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-088-S234"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-083-S39"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-083-S39"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-108-S60"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-108-S60"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-096-S95"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-096-S95"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-091-S236"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-091-S236"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-105-S97"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-105-S97"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-087-S78"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-087-S78"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-082-S41"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-082-S41"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-086-S42"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-086-S42"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-090-S235"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-090-S235"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-081-S40"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-081-S40"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-109-S240"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-109-S240"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-085-S92"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-085-S92"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-106-S83"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-106-S83"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-080-E1"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-080-E1"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-107-S55"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-107-S55"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-190-S59"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-190-S59"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-193-S70"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-193-S70"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-192-S75"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-192-S75"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-191-S56"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-191-S56"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-264-S167"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-264-S167"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-268-S308"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-268-S308"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-263-S166"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-263-S166"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-257-E1"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-257-E1"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-258-S162"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-258-S162"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-256-E1"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-256-E1"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-259-S163"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-259-S163"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-269-S309"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-269-S309"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-274-S314"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-274-S314"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-255-E1"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-255-E1"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-245-S145"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-245-S145"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-251-S151"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-251-S151"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-253-S153"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-253-S153"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-323-S134"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-323-S134"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-252-S152"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-252-S152"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-246-S146"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-246-S146"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-249-S149"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-249-S149"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-240-S140"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-240-S140"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-247-S147"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-247-S147"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-250-S150"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-250-S150"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-272-S312"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-272-S312"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-248-S148"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-248-S148"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-270-S310"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-270-S310"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-267-S255"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-267-S255"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-273-S313"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-273-S313"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-265-S205"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-265-S205"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-262-S165"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-262-S165"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-271-S311"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-271-S311"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-203-S203"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-203-S203"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-209-S104"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-209-S104"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-202-E1-S348"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-202-E1-S348"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-207-S102"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-207-S102"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-266-S254"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-266-S254"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-260-S164"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-260-S164"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-204-S249"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-204-S249"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-205-S101"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-205-S101"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-208-S103"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-208-S103"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-394-S271"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-394-S271"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-411-E1-S350"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-411-E1-S350"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-254-S154"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-254-S154"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-194-S87"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-194-S87"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-201-E1-S347"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-201-E1-S347"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-200-S100"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-200-S100"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-197-S202"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-197-S202"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-196-S76"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-196-S76"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-239-S307"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-239-S307"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-238-S306"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-238-S306"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-199-S86"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-199-S86"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-235-S282"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-235-S282"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-234-S281"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-234-S281"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-198-S88"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-198-S88"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-237-S305"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-237-S305"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-326-S137"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-326-S137"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-307-S116"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-307-S116"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-330-S323"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-330-S323"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-315-S127"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-315-S127"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-318-S156"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-318-S156"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-306-S115"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-306-S115"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-336-S159"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-336-S159"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-331-S324"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-331-S324"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-317-S155"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-317-S155"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-303-S112"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-303-S112"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-312-S121"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-312-S121"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-308-S117"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-308-S117"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-304-S113"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-304-S113"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-314-S126"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-314-S126"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-313-S125"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-313-S125"	"Taurine"	20	"mg"	0.06	"%"
"HDZ-319-S157"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-319-S157"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-324-S135"	"Methionine"	86.58715	"mg"	0.29	"%"
"HDZ-324-S135"	"Taurine"	17.952	"mg"	0.06	"%"
"HDZ-329-S315"	"Methionine"	90	"mg"	0.31	"%"
"HDZ-329-S315"	"Taurine"	20	"mg"	0.06	"%"
