alias	seqrun	collection	sampleID	subject	barcode	kit	reads_unclassified	flow_cell_id	protocol_group_id	seq_id	seq_date	seq_start	tech_replicates	ster_mgpml	ster_dose_ml	ster_npday	ster_mgpday	diet_trial	location	med_type	med_name	mgpml	dose_ml	dose_npday	mg_p_day	warble_cycle	access	culi_trial	bristol_min	bristol_max	bristol_mean	note_type	note_detail
hdz-237-s305	hdz14	2024-02-08	hdz-237	warble	barcode06	SQK-16S114-24	7988	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-326-s137	hdz6	2024-02-09	hdz-326	culi	barcode22	SQK-16S114-24	16582	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-307-s116	hdz6	2024-02-09	hdz-307	warble	barcode01	SQK-16S114-24	15433	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-330-s323	hdz15	2024-02-10	hdz-330	culi	barcode01	SQK-16S114-24	19471	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	6	6	6	none	none
hdz-315-s127	hdz6	2024-02-10	hdz-315	warble	barcode12	SQK-16S114-24	20912	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-318-s156	hdz7	2024-02-11	hdz-318	culi	barcode18	SQK-16S114-24	10328	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-306-s115	hdz5	2024-02-11	hdz-306	warble	barcode23	SQK-16S114-24	13238	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-336-s159	hdz7	2024-02-12	hdz-336	culi	barcode21	SQK-16S114-24	4067	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-331-s324	hdz15	2024-02-12	hdz-331	warble	barcode02	SQK-16S114-24	14512	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-317-s155	hdz7	2024-02-13	hdz-317	culi	barcode17	SQK-16S114-24	12238	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-303-s112	hdz5	2024-02-13	hdz-303	warble	barcode20	SQK-16S114-24	13979	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-312-s121	hdz6	2024-02-14	hdz-312	warble	barcode06	SQK-16S114-24	14379	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-308-s117	hdz6	2024-02-15	hdz-308	culi	barcode02	SQK-16S114-24	16538	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-304-s113	hdz5	2024-02-15	hdz-304	warble	barcode21	SQK-16S114-24	1	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-314-s126	hdz6	2024-02-16	hdz-314	culi	barcode11	SQK-16S114-24	16478	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-313-s125	hdz6	2024-02-16	hdz-313	warble	barcode10	SQK-16S114-24	10182	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-319-s157	hdz7	2024-02-17	hdz-319	culi	barcode19	SQK-16S114-24	10207	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-324-s135	hdz6	2024-02-18	hdz-324	culi	barcode20	SQK-16S114-24	10268	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-329-s315	hdz14	2024-02-18	hdz-329	warble	barcode16	SQK-16S114-24	2478	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-305-s114	hdz5	2024-02-19	hdz-305	culi	barcode22	SQK-16S114-24	7994	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-333-s169	hdz8	2024-02-19	hdz-333	warble	barcode08	SQK-16S114-24	11086	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-310-s119	hdz6	2024-02-20	hdz-310	culi	barcode04	SQK-16S114-24	14512	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	2	2	2	none	none
hdz-335-s257	hdz12	2024-02-20	hdz-335	warble	barcode04	SQK-16S114-24	5519	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	NA	NA	NA	none	none
hdz-320-s131	hdz6	2024-02-21	hdz-320	culi	barcode16	SQK-16S114-24	11182	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	3	3	3	none	none
hdz-332-s168	hdz8	2024-02-21	hdz-332	warble	barcode07	SQK-16S114-24	10094	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	NA	NA	NA	none	none
hdz-301-s110	hdz5	2024-02-22	hdz-301	culi	barcode18	SQK-16S114-24	12629	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	3	3	3	none	none
hdz-325-s136	hdz6	2024-02-22	hdz-325	warble	barcode21	SQK-16S114-24	12928	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_oat	NA	NA	NA	none	none
hdz-241-s141	hdz7	2024-02-23	hdz-241	culi	barcode03	SQK-16S114-24	13623	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-242-s142	hdz7	2024-02-23	hdz-242	warble	barcode04	SQK-16S114-24	12647	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-328-s158	hdz7	2024-02-24	hdz-328	culi	barcode20	SQK-16S114-24	8224	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-334-s325	hdz15	2024-02-24	hdz-334	warble	barcode03	SQK-16S114-24	17269	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-327-s138	hdz6	2024-02-25	hdz-327	culi	barcode23	SQK-16S114-24	16382	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-302-s111	hdz5	2024-02-25	hdz-302	warble	barcode19	SQK-16S114-24	7470	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-243-s143	hdz7	2024-02-26	hdz-243	culi	barcode05	SQK-16S114-24	7088	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-410-e1-s349	hdz16	2024-02-26	hdz-410	warble	barcode04	SQK-16S114-24	1268	AVU071	PL016	PL16	2024-09-20	2024-09-20 23:00:38.522417	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-236-s283	hdz13	2024-02-27	hdz-236	culi	barcode07	SQK-16S114-24	7588	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-244-s144	hdz7	2024-02-27	hdz-244	warble	barcode06	SQK-16S114-24	8170	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-233-s280	hdz13	2024-02-28	hdz-233	culi	barcode04	SQK-16S114-24	6325	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-232-s279	hdz13	2024-02-28	hdz-232	warble	barcode03	SQK-16S114-24	9409	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-231-s278	hdz13	2024-02-29	hdz-231	culi	barcode02	SQK-16S114-24	5240	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-309-s118	hdz6	2024-02-29	hdz-309	warble	barcode03	SQK-16S114-24	15834	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-230-s277	hdz13	2024-03-01	hdz-230	culi	barcode01	SQK-16S114-24	8735	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-222-s109	hdz5	2024-03-02	hdz-222	culi	barcode17	SQK-16S114-24	9508	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-322-s133	hdz6	2024-03-03	hdz-322	culi	barcode18	SQK-16S114-24	3979	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	6	4	none	none
hdz-389-s266	hdz12	2024-03-04	hdz-389	culi	barcode13	SQK-16S114-24	3559	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	6	6	6	none	none
hdz-395-s272	hdz12	2024-03-05	hdz-395	culi	barcode19	SQK-16S114-24	2870	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	3	2.5	none	none
hdz-400-s331	hdz15	2024-03-06	hdz-400	culi	barcode09	SQK-16S114-24	10695	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	5	3.3	none	none
hdz-399-s330	hdz15	2024-03-06	hdz-399	warble	barcode08	SQK-16S114-24	9411	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-398-s329	hdz15	2024-03-07	hdz-398	culi	barcode07	SQK-16S114-24	13203	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-339-s252	hdz11	2024-03-08	hdz-339	culi	barcode22	SQK-16S114-24	16651	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-373-s219	hdz1	2024-03-08	hdz-373	culi	barcode12	SQK-16S114-24	23963	FAX08980	hdz1	PL001	2024-05-16	2024-05-16 19:50:14.694401	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-337-s160	hdz7	2024-03-08	hdz-337	warble	barcode22	SQK-16S114-24	9828	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-342-s171	hdz8	2024-03-09	hdz-342	culi	barcode10	SQK-16S114-24	7897	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-383-s260	hdz12	2024-03-09	hdz-383	culi	barcode07	SQK-16S114-24	3631	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-344-s316	hdz14	2024-03-09	hdz-344	warble	barcode17	SQK-16S114-24	11488	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-382-s328	hdz15	2024-03-09	hdz-382	warble	barcode06	SQK-16S114-24	5409	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-321-s132	hdz6	2024-03-10	hdz-321	culi	barcode17	SQK-16S114-24	19819	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-338-s161	hdz7	2024-03-10	hdz-338	warble	barcode23	SQK-16S114-24	8907	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-347-s318	hdz14	2024-03-11	hdz-347	culi	barcode19	SQK-16S114-24	7550	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	5	4	none	none
hdz-384-s261	hdz12	2024-03-11	hdz-384	culi	barcode08	SQK-16S114-24	5254	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	5	4	none	none
hdz-343-s172	hdz8	2024-03-11	hdz-343	warble	barcode11	SQK-16S114-24	3929	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-396-s273	hdz12	2024-03-12	hdz-396	culi	barcode20	SQK-16S114-24	5265	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-409-s339	hdz15	2024-03-12	hdz-409	warble	barcode17	SQK-16S114-24	18534	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-345-s258	hdz12	2024-03-13	hdz-345	culi	barcode05	SQK-16S114-24	5214	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	4	6	5	none	none
hdz-346-s317	hdz14	2024-03-13	hdz-346	warble	barcode18	SQK-16S114-24	9664	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-221-s90	hdz4	2024-03-14	hdz-221	culi	barcode21	SQK-16S114-24	8526	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-210-s105	hdz5	2024-03-14	hdz-210	warble	barcode13	SQK-16S114-24	7222	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-385-s262	hdz12	2024-03-14	hdz-385	warble	barcode09	SQK-16S114-24	4230	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-408-s338	hdz15	2024-03-15	hdz-408	culi	barcode16	SQK-16S114-24	14550	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-407-s337	hdz15	2024-03-15	hdz-407	warble	barcode15	SQK-16S114-24	7139	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-219-s81	hdz4	2024-03-16	hdz-219	culi	barcode12	SQK-16S114-24	13064	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-220-s85	hdz4	2024-03-17	hdz-220	culi	barcode16	SQK-16S114-24	11676	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-393-s270	hdz12	2024-03-17	hdz-393	warble	barcode17	SQK-16S114-24	9422	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-348-s259	hdz12	2024-03-18	hdz-348	culi	barcode06	SQK-16S114-24	5918	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	5	4	none	none
hdz-340-s326	hdz15	2024-03-18	hdz-340	warble	barcode04	SQK-16S114-24	12526	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-392-s269	hdz12	2024-03-19	hdz-392	culi	barcode16	SQK-16S114-24	6103	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-341-s170	hdz8	2024-03-20	hdz-341	culi	barcode09	SQK-16S114-24	9746	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-349-s173	hdz8	2024-03-20	hdz-349	warble	barcode12	SQK-16S114-24	10704	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-229-s130	hdz6	2024-03-21	hdz-229	culi	barcode15	SQK-16S114-24	6947	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	5	4	none	none
hdz-218-s204	hdz9	2024-03-21	hdz-218	warble	barcode20	SQK-16S114-24	8712	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-211-s106	hdz5	2024-03-22	hdz-211	culi	barcode14	SQK-16S114-24	3664	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-406-s336	hdz15	2024-03-22	hdz-406	warble	barcode14	SQK-16S114-24	12525	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-405-s335	hdz15	2024-03-23	hdz-405	culi	barcode13	SQK-16S114-24	12541	AVN883	PL015	PL15	2024-09-09	2024-09-09 18:48:59.845521	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-391-s268	hdz12	2024-03-23	hdz-391	warble	barcode15	SQK-16S114-24	7376	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-350-s174	hdz8	2024-03-24	hdz-350	culi	barcode13	SQK-16S114-24	14471	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-316-s256	hdz12	2024-03-24	hdz-316	warble	barcode03	SQK-16S114-24	6669	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
