"Taxa"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"Glycerol -- Consumption"	0.0305254378648874	0.0443519788169653	0.0134601695463664	0.02762732338386	0.0338327175008398	0.0393933164973278	0.037363105777428
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00874538305730966	0.00204501394865005	0.0605869410470459	0.0153138760082609	0.00296943231441048	0.00412580019968286	0.00203292019148797
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0150601691886096	0.00432644569483191	0.0107422506956578	0.0167751237189728	0.0173328854551562	0.0112908909379221	0.00790215751852581
"Melibiose -- Consumption"	0.00996068152031455	0.00359355052248333	0.00643887918203585	0.0148073101352141	0.0163520322472288	0.00869207728901157	0.00672175224604892
"Butyrate -- Production"	0.0192541403550578	0.005390325783725	0.0007118358894713	0.00136383119666446	0.00139737991266376	0.00669524872261702	0.00442651977178831
"Formate -- Production"	0.00495651137852973	0.00182041704099485	0.00215168575681098	0.00409149358999338	0.00170641585488747	0.00142420860985494	0.0176077119811135
"Fructan (Inulin, Levan) -- Macromolecule"	0.00717264386989158	0.000992954749633552	0.007765482430596	0.00278611230175739	0.00122270742358079	0.003083338227521	0.00203292019148797
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.0073394495412844	0.000992954749633552	0.00773312625380185	0.00237696294275806	0.00119583473295264	0.00317143360545017	0.00203292019148797
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.003312284046229	0.000461014705187006	0.00386656312690093	0.00321474496356622	0.000389654014108163	0.00248135314500499	0.010738409076005
"H2 (Hydrogen) -- Production"	0.00941260574288097	0.00288429712988794	0.0022002200220022	0.00136383119666446	0.00213637890493786	0.00199682856639455	0.00408223490064922
"CO2 -- Production"	0.0085070892410342	0.00134758144593125	0.0009706853038245	0.00253282936523399	0.000671817265703729	0.000880953779291713	0.00813168076595186
"D-Galactose -- Consumption"	0.00598117478851424	0.00182041704099485	0.00509609784507863	0.00245489615399603	0.0015317433658045	0.00352381511716685	0.00196734212079481
"Ethanol -- Production"	0.00307399022995353	0.00185587971062462	0.00176341163528118	0.00212368000623466	0.00143768894860598	0.00162976449168967	0.0077382123417929
"Mannan -- Macromolecule"	0.0040271654950554	0.000543760934323136	0.00732867404387498	0.00222109652028212	0.000550890157877057	0.00287778234568626	0.00137713948455636
"Urea -- Production"	0.00231145001787204	0.000354626696297697	0.0073124959554779	0.00218212991466313	0.000537453812562983	0.00278968696775709	0.000967276542724113
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00388418920529012	0.000862924960991063	0.00425483724843072	0.00194833028094923	0.000819617064158549	0.00274563927879251	0.00167224080267559
"Hemicellulose, not specified -- Macromolecule"	0.00419397116644823	0.000602865383706085	0.00383420695010678	0.00148073101352141	0.000403090359422237	0.00243730545604041	0.00109843268411043
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00207315620159657	0.000319164026667928	0.00380185077331263	0.00148073101352141	0.000389654014108163	0.00230516238914665	0.000590202636238442
"L-Methionine (D-Methionine) -- Consumption"	0.00207315620159657	0.000319164026667928	0.00380185077331263	0.00148073101352141	0.000389654014108163	0.00230516238914665	0.000590202636238442
"CO2 -- Consumption"	0.00598117478851424	0.000898387630620833	0.000857438685044975	0.000409149358999338	0.00014779979845482	0.000484524578610442	0.00152469014361597
"Nitrite (NO2-) -- Consumption"	0.00300250208507089	0.00125301432691853	0.000501520740309325	0.00111054826014106	0.00229761504870675	0.00108650966112645	0.000475441012525411
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.00562373406410104	0.000839283181237884	0.000825082508250825	0.000136383119666446	5.37453812562983e-05	0.000440476889645857	0.00149190110826939
"Arabinogalactan -- Macromolecule"	0.00250208507089241	0.000354626696297697	0.00391509739209215	0.000662432295522737	0.000174672489082969	0.000734128149409761	0.000934487507377533
"D-Ribose (Ribose) -- Consumption"	0.00171571547718337	0.00137122322568443	0.00160163075131043	0.000331216147761369	0.000994289553241518	0.00118928760204381	0.00116401075480359
"NH3 (Ammonia, NH4+, Ammonium) -- Production"	0.0021923031097343	0.000520119154569956	0.00042063029832395	0.000720882203951214	0.000403090359422237	0.000572619956539614	0.00124598334317004
"Xylan -- Macromolecule"	0.00285952579530561	0.000283701357038158	0.000857438685044975	0.000584499084284768	0.000120927107826671	0.000396429200681271	0.000311495835792511
"FOS (Fructooligosaccharide) -- Consumption"	0.00293101394018825	0.000366447586174287	0.00042063029832395	0.000409149358999338	5.37453812562983e-05	0.000249603570799319	0.000639386189258312
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	0.00119146908137734	0.000390089365927467	1.6178088397075e-05	5.84499084284768e-05	0.000389654014108163	0.000352381511716685	0.00100006557807069
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0	0	4.8534265191225e-05	0.00017534972528543	1.34363453140746e-05	0	0.00281985703980589
"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"	0.000333611342785655	0.000401910255804057	0.0003882741215298	5.84499084284768e-05	0.000349344978165939	0.000455159452634052	0.00104924913109056
"Cholic acid (Cholate) -- Consumption"	0.000333611342785655	0.000401910255804057	0.0003882741215298	5.84499084284768e-05	0.000349344978165939	0.000455159452634052	0.00104924913109056
"Pectin -- Macromolecule"	0.00142976289765281	0.000106388008889309	0.000469164563515175	0.000506565873046799	9.4054417198522e-05	0.000234921007811123	0.00014755065905961
"Deoxycholic acid -- Production"	0.000333611342785655	0.000401910255804057	0.0003882741215298	1.94833028094923e-05	0.000349344978165939	0.000455159452634052	0.00103285461341727
"Lithocholic acid -- Production"	0.000333611342785655	0.000401910255804057	0.0003882741215298	1.94833028094923e-05	0.000349344978165939	0.000455159452634052	0.00103285461341727
"L-Fucose -- Consumption"	0.000929345883474324	0.000200955127902028	0.0003882741215298	0.000194833028094923	0.000550890157877057	0.000249603570799319	0.000426257459505541
"Urea -- Consumption"	0.000333611342785655	0.000425552035557237	6.47123535883e-05	0.000331216147761369	0.000349344978165939	0.00033769894872849	0.000983671060397403
"D-Psicose -- Consumption"	0.000762540212081496	0.000200955127902028	0.00042063029832395	0.000194833028094923	0.000550890157877057	0.000161508192870147	0.000426257459505541
"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"	0.000762540212081496	0.000200955127902028	0.000372096033132725	0.00017534972528543	0.000550890157877057	0.000161508192870147	0.000426257459505541
"D-Galacturonate -- Consumption"	0.00128678660788753	0.000130029788642489	0.0003882741215298	0.000136383119666446	1.34363453140746e-05	0.000293651259763904	0.000213128729752771
"D-Glucuronic acid (D-Glucuronate) -- Consumption"	0.00128678660788753	0.000130029788642489	0.0003882741215298	0.000136383119666446	1.34363453140746e-05	0.000293651259763904	0.000213128729752771
"L-Serine (Serine, D-Serine) -- Consumption"	0.000262123197903014	0.000366447586174287	1.6178088397075e-05	5.84499084284768e-05	0.000362781323480013	0.00033769894872849	0.000983671060397403
"Acetone -- Production"	0.000262123197903014	0.000366447586174287	1.6178088397075e-05	0	0.000349344978165939	0.00033769894872849	0.000983671060397403
"D-Glucosamine (Glucosamine) -- Consumption"	0.00119146908137734	0.000118208898765899	0.00042063029832395	1.94833028094923e-05	0	0.000293651259763904	0.000180339694406191
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"	0.000643393303943763	0.000130029788642489	0.000145602795573675	0.000642948992713245	0.000228417870339268	0.000102777940917367	0.000311495835792511
"Acetate -- Consumption"	0.00123912784463243	7.09253392595395e-05	4.8534265191225e-05	0.000526049175856291	9.4054417198522e-05	1.46825629881952e-05	9.83671060397403e-05
"Polypeptide -- Macromolecule"	0.000786369593709043	0.000106388008889309	0.000372096033132725	0.000409149358999338	5.37453812562983e-05	0.000132143066893757	0.00014755065905961
"Isobutyrate (2-Methylpropanoic acid) -- Consumption"	0.00116763969974979	7.09253392595395e-05	4.8534265191225e-05	0.000467599267427814	9.4054417198522e-05	1.46825629881952e-05	9.83671060397403e-05
"Isovalerate (3-Methylbutanoic acid) -- Consumption"	0.00116763969974979	7.09253392595395e-05	4.8534265191225e-05	0.000467599267427814	9.4054417198522e-05	1.46825629881952e-05	9.83671060397403e-05
"Propanoate (Propionate) -- Consumption"	0.00116763969974979	7.09253392595395e-05	4.8534265191225e-05	0.000467599267427814	9.4054417198522e-05	1.46825629881952e-05	9.83671060397403e-05
"Valerate (Pentanoic acid, Pentanoate) -- Consumption"	0.00116763969974979	7.09253392595395e-05	4.8534265191225e-05	0.000467599267427814	9.4054417198522e-05	1.46825629881952e-05	9.83671060397403e-05
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"	0.000571905159061122	7.09253392595395e-05	0.00042063029832395	0.000389666056189845	0.000134363453140746	0.000249603570799319	0.00011476162371303
"Cellulose (Beta-D-glucan) -- Macromolecule"	0.000857857738591684	7.09253392595395e-05	1.6178088397075e-05	0.000565015781475276	0.000120927107826671	4.40476889645857e-05	0.00011476162371303
"Trimethylamine -- Production"	0.000500417014178482	3.54626696297697e-05	0.000372096033132725	0.000116899816856954	1.34363453140746e-05	0.000132143066893757	9.83671060397403e-05
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	0.000714881448826403	4.72835595063596e-05	0	0.000370182753380353	4.03090359422237e-05	0	6.55780706931602e-05
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	0.000619563922316216	4.72835595063596e-05	4.8534265191225e-05	0.000331216147761369	4.03090359422237e-05	0	0.00011476162371303
"Isovalerate (3-Methylbutanoic acid) -- Production"	0.000262123197903014	3.54626696297697e-05	0.00042063029832395	0.000116899816856954	0	0.000205555881834733	4.91835530198702e-05
"Menaquinone (Vitamin K2) -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	0.000116899816856954	1.34363453140746e-05	0.000205555881834733	6.55780706931602e-05
"H2O2 -- Production"	0.000929345883474324	1.18208898765899e-05	0	0	1.34363453140746e-05	1.46825629881952e-05	1.63945176732901e-05
"Tyramine -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	7.79332112379691e-05	1.34363453140746e-05	0.000205555881834733	4.91835530198702e-05
"Dimethylamine -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	5.84499084284768e-05	0	0.000205555881834733	6.55780706931602e-05
"Putrescine -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	5.84499084284768e-05	0	0.000205555881834733	6.55780706931602e-05
"Pyruvate -- Production"	0.000238293816275468	4.72835595063596e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	0.00014755065905961
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	0.000571905159061122	3.54626696297697e-05	0	0.000253282936523399	1.34363453140746e-05	0	6.55780706931602e-05
"Butylamine -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"Galactan -- Macromolecule"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"Phenylethylamine -- Production"	0.000214464434647921	3.54626696297697e-05	0.0003882741215298	1.94833028094923e-05	0	0.000205555881834733	4.91835530198702e-05
"Formate -- Consumption"	0.000262123197903014	4.72835595063596e-05	1.6178088397075e-05	0.000311732844951876	9.4054417198522e-05	4.40476889645857e-05	4.91835530198702e-05
"Stachyose -- Consumption"	0.000238293816275468	3.54626696297697e-05	1.6178088397075e-05	0.000272766239332892	9.4054417198522e-05	4.40476889645857e-05	4.91835530198702e-05
"XOS (Xylooligosaccharide) -- Consumption"	9.53175265101871e-05	3.54626696297697e-05	0.000372096033132725	5.84499084284768e-05	0	0.000132143066893757	4.91835530198702e-05
"Methanol -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	5.84499084284768e-05	0	0.000132143066893757	6.55780706931602e-05
"Isobutyrate (2-Methylpropanoic acid) -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	5.84499084284768e-05	0	0.000132143066893757	4.91835530198702e-05
"1,2-Ethanediol (Ethylene glycol) -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"Arabinan -- Macromolecule"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"D-Lyxose (L-Lyxose) -- Consumption"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"L-Leucine (Leucine) -- Consumption"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"L-Tyrosine (Tyrosine) -- Consumption"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"L-Valine (Valine, D-Valine) -- Consumption"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"Phenylacetate -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"Spermidine -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"Valerate (Pentanoic acid, Pentanoate) -- Production"	7.14881448826403e-05	3.54626696297697e-05	0.000372096033132725	1.94833028094923e-05	0	0.000132143066893757	4.91835530198702e-05
"Cholic acid (Cholate) -- Production"	0.000309781961158108	1.18208898765899e-05	0	0.000136383119666446	4.03090359422237e-05	1.46825629881952e-05	0
"Tauro-b-muricholic acid -- Consumption"	0.000309781961158108	1.18208898765899e-05	0	0.000136383119666446	4.03090359422237e-05	1.46825629881952e-05	0
"Taurocholate -- Consumption"	0.000309781961158108	1.18208898765899e-05	0	0.000136383119666446	4.03090359422237e-05	1.46825629881952e-05	0
"beta-Muricholic acid -- Production"	0.000309781961158108	1.18208898765899e-05	0	0.000136383119666446	4.03090359422237e-05	1.46825629881952e-05	0
"Choline -- Consumption"	0.000452758250923389	0	0	0	0	0	1.63945176732901e-05
"Hippurate -- Consumption"	0.000262123197903014	0	0	5.84499084284768e-05	4.03090359422237e-05	1.46825629881952e-05	0
"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"	0.000166805671392827	1.18208898765899e-05	0	1.94833028094923e-05	0	0	0.00011476162371303
"L-Arginine (Arginine) -- Consumption"	7.14881448826403e-05	0	9.706853038245e-05	5.84499084284768e-05	1.34363453140746e-05	1.46825629881952e-05	0
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	0.000214464434647921	0	0	0	1.34363453140746e-05	1.46825629881952e-05	0
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	2.38293816275468e-05	1.18208898765899e-05	4.8534265191225e-05	7.79332112379691e-05	1.34363453140746e-05	0	4.91835530198702e-05
"Pyruvate -- Consumption"	9.53175265101871e-05	1.18208898765899e-05	0	7.79332112379691e-05	1.34363453140746e-05	0	1.63945176732901e-05
"Stearic acid (Stearate, Octadecanoate) -- Production"	9.53175265101871e-05	1.18208898765899e-05	0	7.79332112379691e-05	1.34363453140746e-05	0	0
"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"	2.38293816275468e-05	1.18208898765899e-05	0	7.79332112379691e-05	1.34363453140746e-05	0	4.91835530198702e-05
"Fumarate -- Consumption"	2.38293816275468e-05	1.18208898765899e-05	0	7.79332112379691e-05	1.34363453140746e-05	0	1.63945176732901e-05
"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"	7.14881448826403e-05	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Folic acid (Folate, Vitamin B9) -- Production"	0	0	1.6178088397075e-05	7.79332112379691e-05	1.34363453140746e-05	0	1.63945176732901e-05
"Folic acid (Folate, Vitamin B9) -- Consumption"	0	0	4.8534265191225e-05	5.84499084284768e-05	1.34363453140746e-05	0	0
"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"	0	0	9.706853038245e-05	0	0	1.46825629881952e-05	0
"Formaldehyde -- Production"	0	0	0	7.79332112379691e-05	1.34363453140746e-05	0	1.63945176732901e-05
"Biotin (Vitamin B7) -- Consumption"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Citrate -- Consumption"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"D-Tagatose -- Consumption"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"L-Ornithine (Ornithine) -- Production"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Lipoic acid (Lipoate) -- Consumption"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Riboflavin (Vitamin B2) -- Consumption"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Triglyceride -- Macromolecule"	0	0	0	5.84499084284768e-05	1.34363453140746e-05	0	0
"Fumarate -- Production"	7.14881448826403e-05	0	0	0	0	0	0
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"	7.14881448826403e-05	0	0	0	0	0	0
"H2 (Hydrogen) -- Consumption"	2.38293816275468e-05	1.18208898765899e-05	0	1.94833028094923e-05	0	0	0
"Oxaloacetate -- Consumption"	2.38293816275468e-05	1.18208898765899e-05	0	0	0	0	1.63945176732901e-05
"Propanol (n-propanol, 1-Propanol) -- Production"	2.38293816275468e-05	0	0	1.94833028094923e-05	0	0	0
"4-Aminobutyrate (GABA) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"7-Oxodeoxycholic acid -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"7-Oxolithocholic acid -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Biotin (Vitamin B7) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Cadaverine -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"D-Fructuronate -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"D-Tagaturonate -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Indole-3-acetate (Indoleacetate) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"L-Idonate -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"L-Threonine (Threonine) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Pentanol -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Riboflavin (Vitamin B2) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Sulfate (Sulfuric acid, Sulfite) -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Thiamine (Vitamin B1, Thiamin) -- Production"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"Thiosulfate -- Consumption"	0	0	0	1.94833028094923e-05	0	0	1.63945176732901e-05
"D-Galactosamine (Galactosamine) -- Consumption"	0	0	1.6178088397075e-05	0	0	0	0
