"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella"	0.000285836787194512	0	0.000143102461362335	0	0.00028604118993135	0.00142877553936277	0.000142959256611866	0.00228604086298043
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.000285836787194512	0	0.000715512306811677	0	0.00128718535469108	0.00100014287755394	0.000571837026447462	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.0012862655423753	0.00100057175528874	0.000143102461362335	0.000285714285714286	0.000143020594965675	0.000571510215745106	0	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.000857510361583536	0.000428816466552316	0	0.000142857142857143	0	0.00085726532361766	0	0.00171453064723532
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0	0	0.0020034344590727	0.000142857142857143	0.0005720823798627	0.00042863266180883	0.000571837026447462	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	0.000143102461362335	0.000571428571428571	0.00157322654462243	0.00100014287755394	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.000857510361583536	0.000142938822184105	0.000286204922724671	0.000428571428571429	0.000429061784897025	0.000285755107872553	0.000285918513223731	0.000142877553936277
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0	0.0020034344590727	0	0.000143020594965675	0	0.000428877769835597	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000285836787194512	0.000142938822184105	0.000143102461362335	0.000285714285714286	0.00028604118993135	0.000571510215745106	0.000285918513223731	0.000142877553936277
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0	0.000286204922724671	0	0.000715102974828375	0.000142877553936277	0.000571837026447462	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.000857510361583536	0.000142938822184105	0	0.000142857142857143	0.000143020594965675	0.000142877553936277	0.000142959256611866	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.000142918393597256	0.000142938822184105	0.000143102461362335	0	0.000143020594965675	0.000142877553936277	0	0.00100014287755394
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0.000142918393597256	0.000428816466552316	0	0.000285714285714286	0	0.00085726532361766	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0	0.000142938822184105	0	0.000714285714285714	0.00028604118993135	0.000285755107872553	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000428755180791768	0.00028587764436821	0	0	0	0.000142877553936277	0.000142959256611866	0.00042863266180883
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella"	0	0	0	0	0	0	0.00128663330950679	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0.000285836787194512	0.000571755288736421	0	0	0	0.000142877553936277	0	0.000285755107872553
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0.000571755288736421	0	0	0	0.00042863266180883	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0	0.000428816466552316	0	0	0	0.000142877553936277	0.000142959256611866	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0	0.000142938822184105	0	0.000142857142857143	0	0.00042863266180883	0.000142959256611866	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0.000142918393597256	0	0	0	0	0.00042863266180883	0	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0.000571673574389024	0	0	0	0	0.000285755107872553	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0.000429307384087006	0	0.000143020594965675	0.000142877553936277	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0	0	0.000143102461362335	0	0.000143020594965675	0	0.000285918513223731	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000428755180791768	0	0	0	0.000143020594965675	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0.000285836787194512	0.000142938822184105	0	0.000142857142857143	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0	0.000571755288736421	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0.000142918393597256	0.00028587764436821	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0.000142938822184105	0	0.000142857142857143	0	0.000142877553936277	0.000142959256611866	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0.000285836787194512	0	0	0	0	0	0	0.000285755107872553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus"	0.000142918393597256	0.000142938822184105	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas"	0.000142918393597256	0.000142938822184105	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0.000142918393597256	0	0	0.000142857142857143	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor"	0.000142918393597256	0	0	0	0.000143020594965675	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus"	0.000142918393597256	0.000142938822184105	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0	0.000142938822184105	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter"	0	0.000142938822184105	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0.000142918393597256	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0.000142918393597256	0	0	0.000142857142857143	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0.000142918393597256	0	0	0.000142857142857143	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas"	0	0	0	0	0	0.000142877553936277	0	0.000142877553936277
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0.000142938822184105	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella"	0.000142918393597256	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusimonas"	0.000142918393597256	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__|g__"	0	0	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0	0	0	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0	0	0.000142857142857143	0	0	0	0
