"ID"	"Function"
"fpt37"	"D-Galacturonate -- Consumption"
"fpt38"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"fpt39"	"D-Glucosamine (Glucosamine) -- Consumption"
"fpt40"	"D-Glucose (Glucose) -- Consumption"
"fpt41"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"fpt42"	"D-Lyxose (L-Lyxose) -- Consumption"
"fpt43"	"D-Mannitol (Mannitol) -- Consumption"
"fpt44"	"D-Mannose (Mannose) -- Consumption"
"fpt45"	"D-Psicose -- Consumption"
"fpt46"	"D-Ribose (Ribose) -- Consumption"
"fpt47"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"fpt48"	"D-Tagatose -- Consumption"
"fpt49"	"D-Tagaturonate -- Consumption"
"fpt50"	"D-Xylose (Xylose) -- Consumption"
"fpt51"	"Deoxycholic acid -- Production"
"fpt52"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"fpt53"	"Dimethylamine -- Production"
"fpt54"	"Ethanol -- Production"
"fpt55"	"Folic acid (Folate, Vitamin B9) -- Production"
"fpt56"	"Formaldehyde -- Production"
"fpt57"	"Formate -- Consumption"
"fpt58"	"Formate -- Production"
"fpt59"	"FOS (Fructooligosaccharide) -- Consumption"
"fpt60"	"Fructan (Inulin, Levan) -- Macromolecule"
"fpt61"	"Fumarate -- Consumption"
"fpt62"	"Fumarate -- Production"
"fpt63"	"Galactan -- Macromolecule"
"fpt64"	"Glycerol -- Consumption"
"fpt65"	"Glycochenodeoxycholate -- Consumption"
"fpt66"	"Glycocholate -- Consumption"
"fpt67"	"Glycodeoxycholate -- Consumption"
"fpt68"	"Glycolithocholate -- Consumption"
"fpt69"	"H2 (Hydrogen) -- Consumption"
"fpt70"	"H2 (Hydrogen) -- Production"
"fpt71"	"H2O2 -- Production"
"fpt72"	"H2S (HS-) -- Production"
"fpt73"	"Hemicellulose, not specified -- Macromolecule"
"fpt74"	"Hippurate -- Consumption"
"fpt75"	"Histamine -- Production"
"fpt76"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"fpt77"	"Indole-3-acetate (Indoleacetate) -- Production"
"fpt78"	"Indole -- Production"
"fpt79"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"fpt80"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"fpt81"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"fpt82"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"fpt83"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"fpt84"	"L-Arginine (Arginine) -- Consumption"
"fpt85"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"fpt86"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"fpt87"	"L-Fucose -- Consumption"
"fpt88"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"fpt89"	"L-Histidine (Histidine) -- Consumption"
"fpt90"	"L-Idonate -- Consumption"
"fpt91"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"fpt92"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt93"	"L-Leucine (Leucine) -- Consumption"
"fpt94"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"fpt95"	"L-Methionine (D-Methionine) -- Consumption"
"fpt96"	"L-Ornithine (Ornithine) -- Production"
"fpt97"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"fpt98"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt99"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt100"	"L-Threonine (Threonine) -- Consumption"
"fpt101"	"L-Threonine (Threonine) -- Production"
"fpt102"	"L-Tryptophan (Tryptophan) -- Consumption"
"fpt103"	"L-Tyrosine (Tyrosine) -- Consumption"
"fpt104"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt105"	"Lactose -- Consumption"
"fpt106"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt107"	"Lithocholic acid -- Production"
"fpt108"	"Maltose -- Consumption"
"fpt109"	"Mannan -- Macromolecule"
"fpt110"	"Melibiose -- Consumption"
"fpt111"	"Menaquinone (Vitamin K2) -- Production"
"fpt112"	"Methanol -- Production"
"fpt113"	"Methylamine (Monomethylamine) -- Production"
"fpt114"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt115"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt116"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"fpt117"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt118"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt119"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt120"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt121"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt122"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt123"	"Nitrate (NO3-) -- Consumption"
"fpt124"	"Nitrite (NO2-) -- Consumption"
"fpt125"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt126"	"Pectin -- Macromolecule"
"fpt127"	"Pentanol -- Production"
"fpt128"	"Phenylacetate -- Production"
"fpt129"	"Phenylethylamine -- Production"
"fpt130"	"Polypeptide -- Macromolecule"
"fpt131"	"Propanoate (Propionate) -- Consumption"
"fpt132"	"Propanoate (Propionate) -- Production"
"fpt133"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt134"	"Putrescine -- Production"
"fpt135"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt136"	"Pyruvate -- Consumption"
"fpt137"	"Pyruvate -- Production"
"fpt138"	"Raffinose -- Consumption"
"fpt139"	"Riboflavin (Vitamin B2) -- Production"
"fpt140"	"Spermidine -- Production"
"fpt141"	"Stachyose -- Consumption"
"fpt142"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt143"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt144"	"Succinate -- Production"
"fpt145"	"Sucrose -- Consumption"
"fpt146"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt147"	"Tauro-b-muricholic acid -- Consumption"
"fpt148"	"Taurochenodeoxycholate -- Consumption"
"fpt149"	"Taurocholate -- Consumption"
"fpt150"	"Taurodeoxycholate -- Consumption"
"fpt151"	"Taurolithocholate -- Consumption"
"fpt152"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt153"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt154"	"Thiosulfate -- Consumption"
"fpt155"	"Trehalose -- Consumption"
"fpt156"	"Trimethylamine -- Production"
"fpt157"	"Tyramine -- Production"
"fpt158"	"Urea -- Consumption"
"fpt159"	"Urea -- Production"
"fpt160"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt161"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt162"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt163"	"Xylan -- Macromolecule"
