"ID"	"Function"
"fpt96"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt97"	"Lactose -- Consumption"
"fpt98"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt99"	"Lithocholic acid -- Production"
"fpt100"	"Maltose -- Consumption"
"fpt101"	"Mannan -- Macromolecule"
"fpt102"	"Melibiose -- Consumption"
"fpt103"	"Menaquinone (Vitamin K2) -- Production"
"fpt104"	"Methanol -- Production"
"fpt105"	"Methylamine (Monomethylamine) -- Production"
"fpt106"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt107"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt108"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt109"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt110"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt111"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt112"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt113"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt114"	"Nitrate (NO3-) -- Consumption"
"fpt115"	"Nitrite (NO2-) -- Consumption"
"fpt116"	"Oxaloacetate -- Consumption"
"fpt117"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt118"	"Pectin -- Macromolecule"
"fpt119"	"Pentanol -- Production"
"fpt120"	"Phenylethylamine -- Production"
"fpt121"	"Polypeptide -- Macromolecule"
"fpt122"	"Propanoate (Propionate) -- Consumption"
"fpt123"	"Propanoate (Propionate) -- Production"
"fpt124"	"Putrescine -- Production"
"fpt125"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt126"	"Pyruvate -- Consumption"
"fpt127"	"Pyruvate -- Production"
"fpt128"	"Raffinose -- Consumption"
"fpt129"	"Riboflavin (Vitamin B2) -- Production"
"fpt130"	"Stachyose -- Consumption"
"fpt131"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt132"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt133"	"Succinate -- Production"
"fpt134"	"Sucrose -- Consumption"
"fpt135"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt136"	"Tauro-b-muricholic acid -- Consumption"
"fpt137"	"Taurochenodeoxycholate -- Consumption"
"fpt138"	"Taurocholate -- Consumption"
"fpt139"	"Taurodeoxycholate -- Consumption"
"fpt140"	"Taurolithocholate -- Consumption"
"fpt141"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt142"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt143"	"Thiosulfate -- Consumption"
"fpt144"	"Trehalose -- Consumption"
"fpt145"	"Trimethylamine -- Production"
"fpt146"	"Tyramine -- Production"
"fpt147"	"Urea -- Consumption"
"fpt148"	"Urea -- Production"
"fpt149"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt150"	"Xylan -- Macromolecule"
