"ID"	"Function"
"fpt95"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt96"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt97"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt98"	"Nitrate (NO3-) -- Consumption"
"fpt99"	"Nitrite (NO2-) -- Consumption"
"fpt100"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt101"	"Pectin -- Macromolecule"
"fpt102"	"Pentanol -- Production"
"fpt103"	"Phenylethylamine -- Production"
"fpt104"	"Polypeptide -- Macromolecule"
"fpt105"	"Propanoate (Propionate) -- Consumption"
"fpt106"	"Propanoate (Propionate) -- Production"
"fpt107"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt108"	"Putrescine -- Production"
"fpt109"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt110"	"Pyruvate -- Consumption"
"fpt111"	"Raffinose -- Consumption"
"fpt112"	"Riboflavin (Vitamin B2) -- Production"
"fpt113"	"Stachyose -- Consumption"
"fpt114"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt115"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt116"	"Succinate -- Production"
"fpt117"	"Sucrose -- Consumption"
"fpt118"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt119"	"Tauro-b-muricholic acid -- Consumption"
"fpt120"	"Taurocholate -- Consumption"
"fpt121"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt122"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt123"	"Thiosulfate -- Consumption"
"fpt124"	"Trehalose -- Consumption"
"fpt125"	"Trimethylamine -- Production"
"fpt126"	"Tyramine -- Production"
"fpt127"	"Urea -- Consumption"
"fpt128"	"Urea -- Production"
"fpt129"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt130"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt131"	"Xylan -- Macromolecule"
