"ID"	"hdz.095"	"hdz.005"	"hdz.004"	"hdz.019"	"hdz.025"	"hdz.002"	"hdz.023"	"hdz.001"	"hdz.030"	"hdz.050"	"hdz.036"	"hdz.067"	"hdz.186"	"hdz.183"	"hdz.195"	"hdz.157"	"hdz.173"	"hdz.161"	"hdz.162"	"hdz.170"	"hdz.099"	"hdz.103"	"hdz.101"	"hdz.096"	"hdz.106"	"hdz.107"	"hdz.193"	"hdz.259"	"hdz.251"	"hdz.323"	"hdz.246"	"hdz.247"	"hdz.248"	"hdz.267"	"hdz.265"	"hdz.209"	"hdz.207"	"hdz.260"	"hdz.205"	"hdz.208"	"hdz.194"	"hdz.200"	"hdz.239"	"hdz.199"	"hdz.237"	"hdz.307"	"hdz.315"	"hdz.306"	"hdz.331"	"hdz.303"	"hdz.312"	"hdz.313"	"hdz.333"	"hdz.335"	"hdz.332"	"hdz.325"	"hdz.242"	"hdz.334"	"hdz.302"	"hdz.232"	"hdz.309"	"hdz.337"	"hdz.344"	"hdz.338"	"hdz.409"	"hdz.346"	"hdz.210"	"hdz.393"	"hdz.340"	"hdz.349"	"hdz.218"	"hdz.406"	"hdz.391"	"hdz.316"	"hdz.223"	"hdz.217"	"hdz.228"	"hdz.403"	"hdz.402"	"hdz.387"	"hdz.376"	"hdz.378"	"hdz.379"	"hdz.359"	"hdz.355"	"hdz.360"	"hdz.380"	"hdz.451"	"hdz.453"	"hdz.449"	"hdz.448"	"hdz.439"	"hdz.432"	"hdz.440"	"hdz.443"	"hdz.165"	"hdz.214"	"hdz.446"	"hdz.447"	"hdz.189"	"hdz.475"	"hdz.441"	"hdz.160"	"hdz.464"	"hdz.164"	"hdz.474"	"hdz.423"	"hdz.416"	"hdz.415"	"hdz.414"	"hdz.171"	"hdz.412"	"hdz.159"	"hdz.473"	"hdz.463"	"hdz.158"	"hdz.461"	"hdz.466"	"hdz.488"	"hdz.483"	"hdz.489"	"hdz.477"	"hdz.484"	"hdz.509"	"hdz.479"	"hdz.480"	"hdz.517"	"hdz.487"	"hdz.481"	"hdz.525"	"hdz.522"
"txid1912896"	2	2	0	5	0	1	0	11	1	0	0	1	1	0	2	1	1	0	0	0	0	2	3	1	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	8	2	0	0	0	21	13	1	0	1	3	2	6	72	0	40	0	2	6	10	0	6	3	2	2	0	17	2	5	1	6	10	3	3	1	2	0	6	1	7	0	1	1	0	0	0	2	46	17	0	9	0	1	4	0	9	0	2	2	2	0	3	0	1	1	9	13	0	0	2	3	2	0	0	0
"txid1903262"	8	13	5	6	1	3	4	6	7	4	8	52	67	3	16	10	15	9	19	8	3	15	24	5	22	8	6	7	84	3	53	3	1	6	53	35	7	3	9	15	7	8	12	11	16	13	12	8	10	18	12	55	14	12	10	7	101	10	10	9	4	2	6	3	19	6	22	6	15	17	2	16	8	11	10	7	24	30	26	18	6	54	19	15	10	16	12	13	15	4	9	10	0	29	8	91	12	11	11	4	33	17	109	14	45	14	34	0	7	6	0	3	1	2	14	6	4	5	3	13	3	9	12	3	12	13	13	27	0	4	6
"txid28116"	2	5	4	7	0	1	4	8	2	0	0	1	1	1	2	1	16	0	2	1	0	11	17	2	2	1	1	2	1	0	1	0	0	0	0	51	3	1	3	1	3	0	0	1	3	0	1	0	1	1	3	3	1	0	0	0	15	2	1	1	0	44	15	14	0	8	8	3	11	137	0	62	2	7	15	22	0	25	6	4	4	1	47	4	15	2	19	20	4	12	2	5	0	5	11	10	0	1	1	3	3	1	7	18	58	0	9	1	7	6	0	3	0	2	1	0	0	3	1	8	2	7	10	3	0	2	11	4	0	0	5
"txid1236512"	2	1	1	1	0	0	1	1	1	1	0	1	2	1	1	1	1	1	1	3	0	2	0	1	1	1	0	2	1	1	0	0	1	0	3	8	2	0	1	1	2	1	0	1	0	1	1	3	1	0	1	0	0	0	1	1	0	2	1	3	0	4	8	2	0	2	3	1	0	30	0	6	1	4	13	4	0	13	2	1	0	2	2	5	2	1	3	5	2	1	0	1	0	4	1	16	0	0	1	1	1	1	1	2	5	0	12	0	1	0	0	1	0	2	1	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	2
"txid818"	18	4	26	31	0	8	12	13	8	1	0	0	0	6	3	9	10	3	0	2	0	0	15	5	10	6	1	1	0	1	0	0	0	6	0	46	1	0	1	0	4	6	0	8	0	1	1	0	1	0	15	0	5	7	5	0	0	2	1	0	8	5	0	5	0	1	1	0	1	16	0	1	3	11	15	1	0	22	4	1	0	0	18	12	0	1	2	0	0	5	2	7	1	3	5	0	1	8	3	2	1	1	68	5	44	4	0	0	14	58	0	0	0	1	9	3	0	1	1	5	8	12	1	10	27	1	24	2	0	3	21
"txid820"	17	11	9	18	0	4	11	26	7	2	0	4	15	1	2	7	8	3	3	4	2	10	8	4	9	5	1	13	9	2	4	4	7	3	10	79	13	0	9	10	6	6	7	8	5	9	7	23	6	0	5	8	4	4	7	4	13	3	4	20	5	27	34	15	3	10	25	13	21	210	0	26	9	17	23	35	1	33	28	22	2	18	52	27	30	5	15	59	24	35	4	19	0	14	12	88	7	8	4	6	12	13	18	16	41	6	44	0	2	9	2	6	1	4	10	6	0	3	2	15	3	19	9	1	3	3	17	10	0	1	6
"txid657309"	1	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	6	3	3	0	0	1	0	4	33	0	19	0	1	5	4	0	3	1	0	0	0	8	4	3	1	7	3	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
"txid435590"	1	0	3	5	0	0	2	35	5	0	0	2	2	7	21	1	0	0	2	0	0	7	19	3	9	3	2	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	3	4	1	6	3	1	0	0	7	2	24	0	2	6	3	16	84	0	13	6	12	31	7	0	19	5	1	0	1	61	39	12	6	13	9	2	4	3	15	0	19	19	1	0	1	0	2	1	8	6	14	3	0	3	1	1	12	0	6	0	4	1	0	0	9	0	1	26	7	1	0	2	0	0	0	0	0	2
"txid487174"	12	4	4	10	0	11	5	22	7	6	1	1	1	1	0	1	0	1	0	0	0	0	1	1	5	2	2	2	2	0	4	2	0	0	0	2	2	0	3	1	3	1	1	2	0	1	0	2	1	2	3	3	2	1	0	2	2	0	1	2	0	4	5	1	1	3	5	4	4	6	0	6	3	2	3	9	2	1	2	1	3	1	6	1	3	3	3	6	2	4	0	7	0	1	6	7	3	2	2	1	3	1	3	2	4	4	1	0	2	3	0	3	0	1	2	4	0	2	1	1	0	2	3	1	1	1	4	1	0	1	1
"txid397865"	6	4	2	11	2	23	11	13	9	11	4	10	16	1	2	12	13	9	9	8	2	26	29	6	32	29	8	18	16	2	34	11	6	6	6	32	17	5	22	9	16	7	11	6	11	3	3	11	5	6	3	17	1	3	4	1	16	2	1	4	5	8	10	8	1	27	34	8	8	8	1	6	16	6	9	17	6	15	10	7	9	19	24	12	10	18	14	17	9	16	10	12	0	4	11	19	15	9	13	8	12	13	44	16	40	17	20	0	5	8	0	40	0	10	10	10	3	21	14	16	17	18	12	9	23	12	32	7	2	9	6
"txid2518971"	4	2	9	3	1	8	1	3	1	1	2	3	7	0	5	5	3	0	2	5	0	3	2	2	0	2	3	1	6	0	3	1	1	3	7	12	1	1	0	1	3	3	0	2	0	1	2	1	0	3	2	7	3	1	2	0	7	1	1	3	1	1	1	9	2	7	4	3	2	7	1	2	5	5	1	2	4	9	2	4	0	5	1	3	2	2	4	6	4	2	1	4	0	2	1	6	1	4	1	1	1	3	10	3	7	1	0	1	1	4	0	3	0	0	5	1	0	0	3	3	3	2	1	1	4	1	4	2	0	0	6
"txid2530391"	16	37	50	54	0	72	31	249	26	42	2	2	30	2	5	2	17	6	8	5	2	6	10	10	14	16	20	82	2	10	4	84	19	25	1	66	82	22	40	42	36	53	20	16	36	26	29	69	26	15	59	37	26	36	36	22	55	42	47	55	32	124	114	94	15	145	205	78	79	189	5	146	80	119	120	150	32	253	65	69	40	23	82	247	57	94	153	133	247	163	48	126	0	60	100	128	51	52	41	40	91	67	63	73	301	83	90	1	10	53	3	73	2	32	45	36	3	33	38	143	18	85	103	7	7	4	38	25	5	1	17
"txid2601703"	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	3	1	0	0	0	0	1	2	1	0	2	0	0	0	0	0	1	0	5	2	2	6	3	4	3	3	1	2	1	1	1	3	0	2	2	1	2	0	2	3	1	1	1	2	1	2	2	3	0	0	3	3	0	1	1	2	1	2	2	1	3	2	1	0	0	0	0	1	0	2	1	1	0	0	0	0	2	0	1	0	1	0	1	1	0	0	0
"txid2530390"	5	8	4	18	0	12	13	26	16	20	0	0	1	0	1	5	3	2	0	0	0	2	3	1	8	17	7	14	1	6	1	7	7	8	0	14	11	4	20	15	17	10	12	7	22	12	11	19	12	8	14	18	14	16	14	9	31	11	10	14	7	39	61	31	8	47	64	26	36	34	0	33	39	32	31	47	18	45	32	38	25	12	38	23	25	50	39	72	33	58	15	62	0	22	34	48	15	13	20	13	40	17	18	30	28	31	28	2	1	16	4	38	2	8	25	10	3	6	2	6	18	18	12	3	1	0	10	10	4	1	17
"txid1796646"	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	3	1	1	0	0	2	1	0	0	0	3	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	2	1	1	1	1	1	5	0	1	1	2	0	1	1	2	1	0	1	1	3	1	2	0	0	3	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
"txid2094151"	2	2	4	3	3	6	4	6	4	3	7	6	10	0	1	1	1	1	2	0	0	1	2	1	1	4	2	4	4	1	6	4	2	1	3	6	3	1	4	4	3	8	1	2	3	3	2	4	1	4	4	14	5	4	5	1	16	4	2	1	1	6	7	6	12	10	13	6	7	10	3	6	6	6	8	5	8	9	6	4	3	20	4	4	8	7	8	16	5	8	4	22	0	4	5	11	9	7	6	4	9	5	11	11	9	6	7	0	1	6	0	9	0	2	6	6	1	0	1	1	1	5	3	1	1	0	2	3	1	0	0
"txid2606626"	1	0	0	0	1	1	0	1	0	0	1	4	3	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	2	0	1	0	0	0	1	3	1	0	1	0	2	1	0	0	1	0	0	0	1	1	0	4	0	0	0	1	8	0	0	0	0	2	1	1	3	3	3	1	5	3	0	1	0	0	0	1	1	2	1	0	0	6	2	1	2	1	1	3	2	1	1	2	0	1	1	1	1	0	0	0	1	0	2	2	3	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	1	2	2	0	0	1
"txid2042309"	1	2	7	14	0	1	1	1	1	1	0	0	1	0	4	3	1	0	3	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	4	2	1	0	0	2	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	4	1	1	0	0	1	2	5	0	12	36	18	2	22	0	22	8	8	11	10	1	41	2	1	0	0	2	1	0	0	0	3	15	5	0	2	0	1	1	5	0	1	1	2	5	7	7	1	20	1	1	0	0	2	0	2	0	3	4	3	0	4	1	4	2	5	3	2	3	0	1	1	0	1	1
"txid28118"	1	0	0	1	0	0	0	0	1	0	0	0	3	1	13	5	3	1	14	10	0	5	4	1	1	1	5	2	2	0	1	3	0	1	0	3	15	3	6	3	15	3	1	1	3	2	2	5	1	0	7	5	4	3	5	3	4	2	3	3	4	1	1	3	0	4	12	5	0	8	0	50	15	17	17	5	1	45	2	0	1	3	1	25	1	1	18	2	10	6	0	6	0	0	1	3	3	5	2	3	16	13	26	18	83	4	0	0	0	1	0	5	0	1	8	5	0	12	6	16	2	3	2	4	12	0	64	5	0	0	6
"txid1841864"	20	21	14	14	12	9	33	19	21	18	35	8	36	21	15	36	17	22	25	21	11	10	26	13	46	13	26	44	31	13	30	21	31	26	20	54	23	9	23	34	34	27	15	12	42	12	28	35	15	18	38	33	27	21	31	19	29	18	40	14	15	82	22	22	19	42	36	20	19	55	19	15	22	12	29	37	20	41	52	22	27	33	22	30	8	6	10	25	17	22	13	10	0	20	27	26	13	16	16	6	13	50	40	26	36	18	10	0	29	9	5	30	1	16	20	10	6	32	12	14	48	24	19	9	39	8	50	22	12	12	22
"txid1870999"	7	4	1	5	3	2	4	2	3	5	7	3	15	4	6	7	5	8	4	5	6	3	3	2	8	5	9	15	11	5	12	14	8	6	15	5	9	5	6	4	11	8	8	3	11	3	4	6	4	9	10	10	5	4	5	9	6	3	3	3	2	2	1	2	8	11	8	5	3	5	8	4	1	4	4	7	8	3	3	8	13	9	0	3	0	2	2	1	8	8	4	1	0	3	1	8	3	4	3	2	6	4	5	5	9	5	8	1	13	1	1	5	0	4	2	3	1	2	3	8	8	5	1	4	5	1	9	3	3	3	1
"txid305719"	8	10	7	7	5	4	9	6	11	13	17	10	19	7	9	9	7	10	14	8	7	10	8	3	10	6	9	19	26	6	26	16	11	13	24	8	6	8	6	7	9	8	10	6	17	5	8	8	9	14	7	12	8	7	6	6	16	9	5	9	3	1	3	4	13	14	13	6	6	9	13	13	5	10	3	7	8	14	6	8	12	25	4	6	4	7	6	4	10	18	5	4	0	6	6	24	11	9	7	7	11	14	23	10	22	8	10	0	13	2	0	13	0	4	5	6	3	12	4	9	10	13	7	7	5	7	17	9	7	6	6
"txid873513"	82	124	70	136	23	92	62	73	66	75	119	140	151	73	63	150	68	68	97	45	79	166	152	63	96	132	86	184	175	39	231	116	75	110	150	231	98	47	161	173	91	154	141	60	147	115	88	146	123	88	79	162	85	85	67	65	154	92	97	104	24	35	64	17	122	124	259	75	80	143	60	80	47	49	48	64	99	151	196	147	56	152	47	51	38	40	29	77	54	78	58	30	0	54	61	240	71	59	82	28	167	102	197	93	194	127	138	0	83	24	13	103	4	34	76	46	13	57	43	103	48	132	50	18	68	43	125	114	28	37	34
"txid537011"	0	0	0	0	0	0	0	0	0	0	13	13	213	0	11	0	3	0	31	7	0	6	4	13	0	0	0	0	17	0	14	0	0	0	83	0	0	0	0	0	0	0	0	0	7	0	0	0	0	79	0	102	0	0	0	0	152	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	59	0	1	0	0	325	0	0	0	0	1	0	0	0	0	0	1	1	0	8	1	9	0	0	0	1	2	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2801997"	1	2	0	2	0	1	0	1	2	1	0	0	0	0	1	3	0	1	0	0	0	2	2	0	0	0	0	6	1	0	1	1	2	1	0	2	2	0	1	0	0	0	1	1	2	1	1	2	2	0	0	0	4	1	1	1	0	0	0	1	0	2	1	2	0	0	0	0	0	2	1	0	0	0	1	2	0	2	2	0	2	1	0	0	0	0	1	0	0	1	2	0	0	1	0	5	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1
"txid1776379"	2	4	1	0	1	1	2	1	1	2	1	1	3	3	2	6	4	3	4	1	2	4	2	1	4	3	2	4	3	2	3	4	0	2	6	5	5	2	3	3	4	2	1	2	2	1	1	2	4	2	2	2	4	4	2	4	1	3	2	1	1	1	0	1	5	4	1	3	2	3	4	2	1	1	0	0	2	2	3	1	4	2	1	2	1	2	0	2	2	3	2	1	0	2	2	3	3	1	0	1	9	5	6	1	3	3	3	0	4	1	0	1	1	1	2	2	0	0	1	2	0	0	1	3	2	5	2	2	0	7	2
"txid840"	3	3	4	2	0	1	2	1	3	6	2	4	4	1	4	2	1	4	6	4	2	5	3	0	2	1	6	8	7	2	11	7	4	5	3	4	2	2	2	4	4	3	1	2	5	3	3	4	6	3	3	7	9	3	3	2	2	5	1	2	1	1	1	4	7	6	2	5	3	1	5	6	1	2	1	1	2	2	4	1	6	4	0	2	2	1	0	2	3	5	3	0	0	3	3	6	3	1	1	4	4	3	2	1	6	1	5	0	4	0	1	0	0	0	2	0	2	2	2	5	6	3	2	1	2	4	7	1	2	2	3
"txid439703"	1	2	1	1	0	1	1	0	2	1	0	1	3	2	2	2	0	1	1	0	2	1	2	0	0	0	0	4	6	0	3	2	2	5	3	3	2	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	4	1	0	3	0	2	3	0	4	1	0	0	1	1	0	3	1	1	1	1	1	2	0	3	1	1	0	1	0	0	0	1	1	2	0	1	0	1	0	3	0	1	1	0	2	3	4	1	1	1	0	0	0	1	0	3	0	0	0	1	0	1	2	1	3	3	1	1	0	1	0	0	1	0	1
"txid2479840"	26	42	24	34	17	20	24	20	14	35	43	28	54	34	32	37	28	58	30	22	27	33	45	22	40	46	52	69	43	25	84	55	28	43	54	39	34	35	54	50	53	55	43	22	62	36	37	39	48	44	39	42	52	27	35	50	30	43	35	26	8	3	4	9	47	43	50	26	27	23	45	30	19	14	13	16	44	41	51	38	45	46	2	7	2	14	8	17	27	40	30	5	1	21	19	46	33	21	28	13	52	45	37	29	58	19	35	0	33	6	6	22	2	11	17	14	12	29	22	38	38	43	26	16	32	33	50	50	20	12	20
"txid1676614"	397	588	441	615	309	400	526	296	268	728	825	445	775	421	420	484	595	636	513	447	411	634	555	351	395	726	543	903	886	540	1410	945	545	895	952	518	728	475	734	707	629	823	780	203	931	460	578	760	722	982	900	974	665	538	534	802	444	582	605	391	168	61	99	102	673	795	657	505	311	223	634	491	348	284	244	204	958	416	533	491	793	427	10	93	44	195	204	203	393	649	413	148	51	377	368	457	353	289	409	156	615	488	517	439	583	548	680	4	543	85	85	464	22	292	254	271	223	633	424	810	659	748	484	224	569	580	592	613	387	352	246
"txid1852370"	18	44	14	25	28	13	13	16	17	22	124	59	49	15	10	27	13	18	35	11	11	7	30	11	17	24	12	23	84	5	56	16	11	15	57	29	24	5	14	25	11	21	12	9	20	21	30	11	17	41	20	45	19	28	25	16	77	16	23	13	4	10	12	12	38	32	83	6	20	14	37	35	7	6	8	23	47	49	56	44	15	179	33	24	22	24	40	33	18	36	11	15	8	18	19	104	19	12	21	7	42	23	75	39	60	30	25	0	22	13	8	39	3	20	17	9	6	21	16	13	42	43	18	8	38	51	40	49	20	30	21
"txid742725"	0	0	1	1	0	0	0	2	2	0	0	2	5	0	2	3	1	0	2	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	1	3	3	0	1	0	0	2	5	0	2	0	1	3	5	0	3	1	1	0	0	4	6	1	3	3	5	2	0	1	2	0	3	2	1	0	1	0	0	0	1	1	3	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1871023"	1	1	0	3	0	5	1	2	1	5	1	2	3	0	1	1	1	1	0	2	0	4	6	0	7	3	3	4	2	0	6	2	2	2	2	4	4	1	5	2	4	2	1	0	2	0	0	0	1	1	0	1	0	0	2	0	4	0	0	0	2	1	2	2	1	3	7	2	2	0	0	4	3	4	1	3	1	3	1	1	3	2	2	3	2	4	1	3	0	5	2	3	0	1	3	3	0	1	3	0	3	3	8	2	7	5	3	0	1	2	0	3	1	3	3	3	1	3	2	2	2	3	1	1	1	1	5	0	0	2	0
"txid823"	16	14	12	23	1	13	12	23	15	9	0	9	24	5	10	20	12	5	13	6	3	13	12	9	19	9	8	14	9	5	9	9	6	8	9	56	13	2	6	11	7	8	9	5	6	6	10	18	9	4	4	9	4	7	7	5	8	5	6	8	5	18	21	28	19	16	39	17	30	100	4	19	11	13	9	29	10	47	35	24	10	45	34	39	34	13	52	52	22	19	8	26	0	8	9	59	7	12	12	2	9	15	29	20	64	14	22	0	7	7	3	23	1	4	22	8	6	4	10	27	13	49	7	3	11	9	30	19	1	4	9
