"ID"	"culi.1"	"culi.2"	"culi.3"	"culi.4"	"culi.6"	"culi.7"	"culi.8"	"culi.10"	"culi.11"	"culi.12"	"culi.15"	"culi.21"	"culi.25"	"culi.27"	"culi.28"	"culi.29"	"culi.30"	"culi.32"	"culi.36"	"culi.38"	"culi.39"	"culi.42"	"culi.43"	"culi.46"	"culi.48"	"culi.50"	"culi.51"	"culi.52"	"culi.54"	"culi.55"	"culi.58"	"culi.59"	"culi.61"	"culi.62"	"culi.64"	"culi.65"	"culi.68"	"culi.74"	"culi.75"	"culi.77"	"culi.81"	"culi.82"	"culi.83"	"culi.84"	"culi.85"	"culi.86"	"culi.87"	"culi.88"	"culi.89"	"culi.90"	"culi.91"	"culi.92"	"culi.93"	"culi.95"	"culi.96"	"culi.99"	"culi.100"	"culi.103"	"culi.105"	"culi.106"	"culi.107"	"culi.108"	"culi.109"	"culi.111"	"culi.113"	"culi.114"	"culi.115"	"culi.116"	"culi.117"	"culi.118"	"culi.119"	"culi.120"	"culi.121"	"culi.122"	"culi.123"	"culi.125"	"culi.126"	"culi.127"	"culi.128"	"culi.129"	"culi.133"	"culi.134"	"culi.135"	"culi.136"	"culi.137"	"culi.138"	"culi.139"	"culi.140"	"culi.141"	"culi.142"	"culi.143"	"culi.144"	"culi.145"	"culi.146"	"culi.147"	"culi.148"	"culi.150"	"culi.151"	"culi.152"	"culi.153"	"culi.154"	"culi.156"	"culi.157"	"culi.159"	"culi.161"	"culi.172"	"culi.174"	"culi.177"	"culi.178"	"culi.183"	"culi.187"	"culi.192"	"culi.196"	"culi.199"	"culi.200"	"culi.201"	"culi.202"	"culi.416"
"txid1903262"	9	7	2	1	2	29	40	71	33	44	26	28	37	53	53	11	35	28	3	33	54	51	35	24	46	25	101	25	39	84	39	15	12	58	28	44	33	11	8	31	33	29	17	20	7	13	18	230	99	57	35	105	30	39	39	14	26	12	15	47	19	44	28	28	39	32	23	35	30	45	33	90	31	51	19	16	26	40	31	39	95	50	10	19	2	21	33	23	43	8	25	22	25	6	10	26	85	61	39	56	39	35	23	84	179	0	0	0	0	9	0	23	4	0	0	0	0	22
"txid28116"	1	0	0	0	0	0	1	0	0	0	2	1	0	8	1	1	1	2	0	2	3	2	2	0	1	2	5	1	0	7	1	0	0	2	3	2	0	1	1	1	1	0	0	1	0	0	1	4	2	3	0	5	1	4	2	0	1	0	0	5	1	4	5	0	0	21	1	1	1	1	2	4	0	2	1	0	1	4	2	4	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	1	5	1	3	0	0	0	0	4	4	0	0	0	0	0	0	22	12	3	0	4	4	0
"txid1236512"	1	0	1	0	0	0	0	0	1	0	0	1	0	3	0	1	1	2	0	0	3	3	1	3	0	1	7	1	2	3	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	3	0	3	1	0	1	2	1	3	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	6	8	2	0	0	1	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
"txid818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	23	1	26	3	0
"txid820"	1	1	0	1	0	5	6	8	1	7	5	5	4	3	6	11	4	8	5	7	15	15	8	7	10	7	23	2	12	9	2	3	1	2	3	4	4	1	0	4	6	5	2	2	5	10	1	28	10	7	4	18	4	24	10	12	5	5	2	9	3	7	1	15	3	20	4	2	3	9	2	6	3	2	1	0	1	1	4	9	11	11	1	2	0	0	10	10	4	29	35	8	5	0	1	2	7	8	20	4	6	2	3	9	10	0	0	0	0	0	0	50	46	0	0	0	0	5
"txid1841865"	0	0	0	0	0	0	1	1	0	2	2	1	0	0	2	1	1	0	0	0	1	2	1	0	0	1	3	0	0	2	1	0	0	2	1	2	1	1	0	1	2	0	1	0	0	0	1	7	2	1	1	5	2	2	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	2	0	4	1	1	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	1	1	0	0	2	3	1	0	1	1	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid435590"	10	1	0	0	0	0	1	0	0	0	1	3	1	7	3	2	2	3	1	1	4	2	2	2	1	2	7	1	1	4	1	3	0	2	1	0	0	0	1	1	0	0	0	0	1	0	1	3	2	4	1	2	0	1	0	0	1	0	0	1	0	1	1	0	0	12	0	1	2	1	3	6	1	0	1	1	0	1	1	4	0	0	0	0	0	0	0	0	0	2	34	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	13	2	0	0	0	0	3
"txid487174"	2	0	1	0	1	1	0	1	0	2	1	1	1	4	1	3	0	1	1	1	1	1	2	2	1	0	4	1	1	3	0	0	1	1	1	2	2	0	0	0	0	1	0	1	1	3	0	2	0	0	1	0	2	0	0	1	0	2	0	3	1	1	2	1	2	1	3	0	2	1	3	4	0	3	1	2	0	1	2	4	5	4	0	1	1	0	3	0	1	3	5	1	0	0	0	1	0	1	1	1	0	0	1	2	2	0	0	0	0	0	0	6	0	1	3	2	3	2
"txid397865"	18	5	17	1	3	11	32	21	19	18	15	31	14	18	20	13	9	14	8	13	19	16	33	7	11	21	23	12	18	14	13	8	4	14	11	13	4	4	3	9	36	15	5	6	9	9	3	71	11	25	6	17	17	47	16	4	11	8	5	13	11	14	8	7	15	31	6	9	4	16	8	33	10	18	3	9	7	21	9	17	18	10	2	5	1	5	6	8	6	25	10	7	5	0	4	1	13	9	7	5	8	3	7	6	13	0	0	0	0	2	1	10	8	0	45	46	13	12
"txid2518971"	7	2	2	0	3	2	7	8	2	3	9	2	6	0	4	2	4	13	0	5	5	6	6	4	4	3	13	2	5	9	2	2	3	6	2	4	2	3	1	1	2	2	4	2	4	1	3	12	9	1	2	9	4	3	1	1	3	1	2	4	3	9	3	1	3	3	1	3	5	6	4	13	1	11	3	3	3	8	4	2	5	0	2	2	0	3	2	1	4	6	9	2	2	0	0	4	10	4	2	2	8	3	2	12	5	0	0	0	0	1	0	8	2	0	0	1	0	3
"txid2530391"	2	3	2	1	1	1	6	9	0	7	6	2	3	5	4	13	2	6	24	8	6	26	21	18	40	15	33	13	8	6	2	8	3	0	2	1	3	3	8	2	5	2	3	1	25	26	7	8	2	5	2	14	6	11	13	14	2	14	2	24	8	21	28	16	13	12	16	22	21	24	32	78	3	27	6	3	2	7	11	35	61	56	9	16	2	12	33	21	18	124	102	18	17	0	7	7	48	35	17	34	12	7	22	32	42	0	0	1	1	4	0	66	294	0	0	0	0	16
"txid2530390"	1	1	1	0	0	1	1	0	0	1	1	2	0	1	0	6	1	0	6	1	1	1	1	1	0	1	2	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	2	0	20	14	4	1	0	2	0	6	4	4	4	6	0	8	3	11	6	9	15	8	6	4	14	10	8	8	18	35	0	13	1	1	0	5	6	20	34	31	5	9	1	8	17	7	8	43	32	8	7	1	1	1	21	23	8	23	8	3	12	16	21	0	0	0	0	0	0	29	69	0	1	2	0	8
"txid1796646"	1	1	0	0	1	0	1	1	1	2	0	1	0	0	1	1	0	2	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	2	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	1	2	0	1	0	0	0	2	3	1	1	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	4	0	0	0	0	0
"txid2094151"	9	4	3	2	7	5	22	27	11	12	18	4	10	9	5	2	6	7	0	5	4	8	10	10	10	7	15	7	7	6	3	1	3	4	4	6	5	4	0	3	4	4	4	3	7	4	3	19	6	5	4	20	2	12	6	3	4	5	2	10	3	13	13	7	8	10	7	8	13	12	8	32	7	10	11	4	6	7	4	6	12	9	3	7	1	5	13	7	6	11	15	6	7	0	11	10	22	15	11	8	4	3	8	30	10	0	0	0	1	19	0	9	11	0	0	0	0	12
"txid2606626"	2	1	2	2	2	2	6	9	2	2	7	5	3	2	4	0	3	3	0	4	1	5	4	3	4	2	4	1	1	0	3	0	0	2	1	2	1	1	0	2	2	1	0	1	1	1	1	6	1	2	2	4	1	2	1	1	2	0	2	3	1	3	1	4	3	3	2	1	3	2	1	7	1	0	4	2	2	2	0	0	7	3	2	2	1	1	2	2	3	2	2	1	2	0	1	1	2	4	2	1	2	1	2	4	2	0	0	0	0	2	0	2	1	0	0	0	0	2
"txid2042309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	1	4	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	5	4	4	0	10	6	1	0	0	1	0	0	2	0	1	1	2	0	1	0	0	0	1	1	2	2	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	18	16	0	0	0	0	0	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	2	23	0	0	0	0	1
"txid28118"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	1	4	0	1	1	6	2	5	4	7	1	2	0	1	4	0	2	0	0	0	0	1	1	0	0	0	0	1	3	0	5	5	1	2	7	3	2	0	0	0	0	0	4	0	0	1	2	1	1	1	1	0	1	2	3	2	3	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	9	16	0	0	0	0	1	1	1	1	1	5	1	0	3	0	0	0	0	0	0	0	2	21	0	0	0	0	0
"txid1841864"	29	28	16	15	11	20	33	27	15	25	21	32	17	12	12	16	7	12	16	28	13	34	31	27	24	26	23	14	21	38	20	22	10	16	19	18	15	27	17	13	20	16	23	11	20	23	24	56	20	14	20	27	11	12	4	17	17	17	19	39	16	25	35	12	24	20	18	17	24	29	29	23	9	35	29	26	12	18	12	12	30	23	12	31	11	30	32	15	15	13	31	22	17	3	16	8	28	46	31	10	13	14	11	31	25	5	13	9	10	10	0	15	25	53	27	27	6	22
"txid1870999"	8	7	6	9	4	6	7	9	6	20	6	15	10	2	7	5	2	3	5	6	7	19	13	6	10	6	8	8	8	11	12	4	5	11	9	15	9	20	9	2	7	10	7	13	9	7	17	20	9	6	8	7	11	6	3	7	14	7	8	14	8	8	11	10	7	3	8	6	5	5	5	3	4	14	11	9	8	10	6	4	8	7	5	7	3	10	6	7	4	6	4	7	4	1	5	2	7	7	3	4	4	3	11	5	7	1	15	7	10	12	1	1	8	6	13	20	3	4
"txid305719"	15	12	10	10	9	16	28	31	19	24	19	20	20	14	12	10	5	8	4	19	10	23	17	21	14	17	26	14	14	18	13	5	8	14	11	14	7	23	13	9	9	12	15	14	9	11	18	55	17	13	13	30	16	13	4	6	11	12	16	21	5	20	20	14	11	7	11	8	15	14	13	15	22	17	17	31	16	22	11	10	15	23	8	11	5	23	11	11	11	10	8	15	20	3	21	3	21	18	9	10	6	3	10	24	24	5	16	10	15	15	0	3	16	4	16	15	6	12
"txid873513"	45	30	25	25	21	65	115	149	74	131	101	112	175	173	133	100	87	76	57	92	92	156	168	86	158	131	228	121	108	153	150	139	68	145	107	148	91	128	71	119	85	85	100	109	61	142	134	584	192	169	114	272	127	146	50	59	96	88	89	177	72	149	91	135	92	125	64	75	89	108	138	123	111	138	86	97	85	118	96	90	256	154	48	106	45	184	60	88	77	78	197	94	44	8	64	47	123	93	35	49	91	40	115	193	182	3	27	18	19	130	1	47	143	10	22	34	11	50
"txid537011"	19	4	0	0	0	0	8	0	2	4	29	24	8	25	22	1	22	54	4	130	69	158	181	118	109	52	205	65	32	30	5	2	3	25	9	9	63	4	3	17	17	11	34	4	0	0	22	48	25	20	37	28	7	84	23	19	5	94	53	86	50	147	118	29	98	235	68	53	79	98	58	130	10	86	63	29	44	59	65	72	43	24	7	0	0	43	2	9	0	0	0	128	73	1	8	4	34	40	134	81	18	4	35	105	155	0	0	0	0	47	1	0	0	14	89	78	21	70
"txid2801997"	0	0	0	0	0	0	0	0	0	1	1	0	4	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	3	0	1	1	0	0	0	0	0	0	0	2	0	1	0	1	0	2	2	1	1	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	1	1	0	0	0	0
"txid1776379"	2	1	2	2	1	2	2	3	1	3	0	6	5	0	3	2	1	1	4	4	1	4	3	4	3	2	4	1	3	1	2	1	2	2	1	3	3	3	4	1	1	2	4	2	1	3	6	8	0	2	1	3	1	0	3	2	6	2	2	3	1	3	4	2	1	1	0	2	2	1	2	0	1	2	2	3	2	2	2	2	3	4	1	6	1	6	2	2	2	2	3	5	2	0	8	1	4	2	0	0	1	0	3	4	4	0	4	2	2	4	0	1	4	1	1	3	0	1
"txid840"	3	1	1	1	1	2	5	3	3	7	2	6	5	1	3	3	0	1	5	4	5	8	6	5	3	5	4	4	7	5	11	2	3	4	5	4	3	7	8	10	5	5	8	7	3	6	10	6	5	6	6	3	11	2	2	2	9	3	6	6	3	4	6	5	2	1	4	4	3	4	5	1	4	7	3	7	5	7	6	2	3	5	2	4	3	8	1	4	2	1	1	4	1	1	5	1	4	2	1	1	0	1	4	6	7	1	4	10	5	4	0	1	4	3	11	13	0	2
"txid439703"	1	1	0	0	0	1	1	1	0	1	1	1	5	0	3	1	1	2	1	1	1	2	3	0	0	2	2	2	2	2	3	0	0	2	3	0	0	0	2	1	2	1	1	1	0	2	2	6	2	2	3	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	2	0	1	1	1	2	0	4	1	0	1	3	0	0	0	3	2	1	0	0	2	0	0	0	2	1	1	2	0	0	1	0	1	3	2	1	1	1	0	1	0	2	4	3	0	3	0	0
"txid2479840"	32	28	33	33	27	32	58	47	35	61	38	51	44	38	38	39	17	20	38	49	22	75	43	48	45	35	51	28	29	51	63	32	32	38	29	64	38	81	30	42	25	33	40	47	30	57	76	113	46	44	39	38	44	28	6	29	41	28	45	58	32	41	43	45	33	13	42	37	38	28	52	32	35	70	51	69	44	52	27	34	48	50	21	58	30	74	23	41	25	23	33	46	35	6	37	9	40	35	10	21	25	9	58	49	44	11	46	21	36	50	1	13	32	22	31	59	6	27
"txid1676614"	774	574	756	843	563	671	1334	751	949	852	566	868	650	597	404	643	213	292	701	789	559	1198	933	872	1083	653	705	725	645	659	1135	491	407	775	901	879	571	1321	773	786	621	639	726	999	471	593	1393	1536	594	741	728	803	804	580	195	641	859	510	849	918	753	667	835	702	707	181	748	803	788	554	929	405	573	1001	1218	1191	740	925	589	519	483	814	326	664	424	1573	451	773	258	379	176	647	662	127	525	197	593	412	266	496	425	235	1230	659	665	204	968	679	745	1126	5	106	692	565	910	1548	194	544
"txid1852370"	78	71	71	49	35	72	164	216	59	65	76	68	43	50	44	17	33	24	12	41	36	26	38	27	54	37	42	19	37	64	23	16	16	38	49	38	17	42	24	30	35	32	71	36	16	26	38	192	59	61	65	107	30	49	26	26	26	31	32	62	26	63	48	42	37	66	37	24	64	107	66	76	24	44	51	55	63	40	43	37	51	45	22	41	22	81	50	32	44	11	24	48	49	15	97	30	97	115	51	45	34	10	32	128	127	14	48	16	34	48	0	16	35	44	19	41	9	55
"txid742725"	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	1	0	1	2	2	1	2	3	1	6	0	1	2	0	0	1	2	0	1	1	1	1	1	3	0	1	0	0	0	1	1	4	1	1	4	2	2	1	1	1	0	0	0	0	3	1	0	0	1	1	1	2	1	2	3	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0
"txid1871023"	3	1	3	0	1	3	4	4	3	4	4	5	2	4	3	2	3	1	1	1	3	3	5	2	2	2	5	3	1	2	1	4	0	2	1	4	1	1	2	1	7	2	0	4	2	3	1	13	2	7	2	3	3	8	4	0	1	2	1	1	1	4	0	1	3	6	1	2	1	3	1	5	3	2	1	1	0	4	3	3	1	0	1	1	0	0	1	1	1	7	3	1	1	0	0	0	2	2	0	3	1	1	2	0	1	0	0	0	0	0	0	4	2	0	11	7	2	1
"txid823"	5	2	3	1	0	7	7	15	5	12	7	15	8	11	5	7	9	18	11	24	18	19	15	10	16	22	40	14	13	18	8	5	3	7	7	6	9	3	2	1	8	4	2	4	10	13	1	31	16	9	6	18	5	18	13	23	12	12	5	11	6	14	11	29	8	19	6	3	2	11	7	13	9	4	1	2	5	10	8	14	27	12	9	24	2	10	61	27	17	27	56	44	16	1	8	4	13	13	55	7	6	8	8	18	12	0	0	0	0	3	0	22	22	0	0	0	0	10
"txid387661"	1	1	0	0	0	1	4	3	0	1	1	0	0	2	1	1	0	2	0	0	1	0	0	1	1	1	1	1	0	3	0	2	0	2	0	1	1	0	0	0	0	1	0	1	2	10	0	7	0	2	0	2	0	0	0	0	1	0	0	1	0	2	1	0	0	3	0	1	0	0	0	0	2	2	0	2	1	2	1	1	2	1	0	0	0	2	2	0	1	1	6	0	0	0	0	1	2	1	1	0	1	1	0	1	1	0	0	0	0	2	0	2	3	0	0	0	0	0
"txid46503"	52	35	32	14	14	116	122	144	53	85	62	97	64	71	80	115	73	57	90	55	65	46	52	36	51	50	98	39	63	94	51	136	21	61	46	54	34	32	35	37	64	61	7	38	141	242	7	254	104	68	43	134	32	62	27	19	39	8	14	59	25	65	48	20	40	171	24	33	34	64	39	70	38	51	19	15	29	46	61	44	102	39	11	22	2	24	29	27	40	111	328	39	25	6	12	34	82	85	69	19	43	17	14	104	51	0	0	0	1	61	1	76	105	0	0	0	0	43
"txid57732"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	3	1	18	0
"txid1140002"	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	1	0	1	2	1	0	0	1	1	2	3	0	2	0	0	1	3	1	6	0	1	0	0	2	1	3	2	0	0	0	4	1	2	0	2	2	2	0	3	1	1	0	0	2	1	1	1	0	1	4	3	1	0	0	2	4	2	0	1	1	2	0	2	2	0	1	0	0	5	1	4	0	2	1	0	0	11	1	0	0	0	0	0	0	5	1	0	0	3	0	1	0	2	22	1	3	2	1	0	11	0
"txid1351"	1	1	0	0	1	2	1	0	2	0	1	4	0	1	0	0	3	1	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	2	0	2	0	0	2	2	0	0	1	1	0	2	1	2	1	0	0	2	0	1	0	0	1	0	2	0	0	0	0	4	2	1	1	0	0	2	0	2	1	0	0	4	1	1	0	0	0	0	0	1	7	0	0	3	2	0	2	1	1	2	0	0	1	3	0	3	2	0	0	1	0	1	0	0	11	0	0	6	0	0	3	0
"txid1352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	70	0
"txid160453"	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	1	0	0	2	0	0	1	0	1	1	1	0	1	2	4	0	1	0	0	1	1	2	0	1	0	0	0	1	2	1	0	0	3	3	0	0	0	0	1	0	3	0	0	0	1	1	1	2	1	0	0	2	0	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	7	0	0	3	0	0	6	0
"txid768486"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	42	14	1	0	1	2	1	12	36	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	2	0	46	0
